,AIADMK+,DMK,PWF,NDA,PMK,NTK,Others
0,ADMK,DMK,DMDK,BJP,PMK,,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,240,174,15,4,7,0,10
1,362,242,14,30,4,0,35
2,298,179,31,6,1,0,31
3,187,243,35,13,1,0,73
4,287,216,10,11,4,0,37
5,313,259,27,6,1,0,109
6,259,202,14,5,1,0,118
7,235,299,16,11,1,0,35
8,260,287,6,27,4,0,25
9,279,168,16,9,4,0,18
10,268,171,29,7,0,0,12
11,441,408,21,19,7,0,59
12,267,276,14,11,1,0,76
13,228,171,20,7,4,0,21
14,609,258,31,19,3,0,31
15,242,234,16,8,1,0,42
16,333,247,18,12,3,0,25
17,217,130,11,5,1,0,5
18,363,247,15,13,3,0,18
19,513,335,22,23,4,0,30
20,297,218,28,23,7,0,20
21,451,275,24,28,2,0,30
22,276,178,31,22,1,0,16
23,388,206,24,27,1,0,23
24,195,181,21,36,5,0,42
25,391,277,47,16,4,0,45
26,159,171,11,19,1,0,19
27,182,342,57,39,7,0,26
28,441,348,48,48,1,0,28
29,357,220,17,48,4,0,17
30,339,274,26,54,3,0,21
31,483,327,28,68,2,0,47
32,494,252,20,41,1,0,29
33,487,232,19,85,4,0,115
34,333,250,19,21,4,0,38
35,246,185,9,11,6,0,16
36,240,300,42,18,2,0,33
37,270,236,26,36,4,0,25
38,206,304,41,19,7,0,34
39,147,205,11,36,2,0,41
40,93,159,23,18,6,0,17
41,114,211,16,21,6,0,18
42,124,203,29,24,6,0,29
43,360,236,19,20,3,0,23
44,371,400,37,36,8,0,48
45,265,188,16,13,7,0,107
46,232,196,17,12,2,0,84
47,385,385,24,21,4,0,27
48,315,292,9,15,1,0,25
49,202,159,16,23,0,0,15
50,347,172,11,30,2,0,22
51,205,360,20,58,4,0,49
52,335,213,24,25,5,0,24
53,300,158,21,12,4,0,9
54,507,164,14,12,2,0,20
55,191,259,33,35,6,0,38
56,154,321,41,46,10,0,42
57,247,368,11,12,6,0,17
58,321,274,33,11,4,0,30
59,235,316,32,26,2,0,17
60,427,407,22,20,0,0,33
61,283,225,40,16,2,0,22
62,339,384,35,73,4,0,19
63,243,251,20,18,1,0,36
64,210,230,30,12,1,0,10
65,204,241,15,19,2,0,15
66,404,479,57,34,1,0,71
67,340,441,50,39,7,0,35
68,263,321,29,44,3,0,25
69,246,372,32,66,9,0,31
70,204,213,27,48,2,0,20
71,293,149,39,8,1,0,14
72,280,180,32,28,2,0,24
73,302,304,42,41,3,0,28
74,268,230,14,8,5,0,19
75,345,229,11,13,2,0,34
76,306,307,19,30,2,0,43
77,268,219,47,33,1,0,22
78,391,235,29,21,2,0,47
79,285,259,35,29,3,0,26
80,181,197,23,27,3,0,28
81,452,382,26,13,3,0,38
82,399,242,7,11,28,0,22
83,399,258,25,36,64,0,64
84,368,319,10,42,2,0,47
85,158,276,10,33,2,0,27
86,227,214,17,21,5,0,16
87,367,174,12,13,1,0,18
88,484,330,33,30,2,0,18
89,314,196,2,58,2,0,12
90,296,420,35,34,6,0,26
91,269,411,49,34,6,0,35
92,393,220,10,45,3,0,9
93,390,265,9,17,4,0,16
94,316,271,6,5,1,0,15
95,352,269,10,19,2,0,29
96,370,218,7,12,7,0,18
97,523,230,2,6,0,0,53
98,325,212,16,4,19,0,29
99,377,203,4,14,1,0,42
100,387,285,8,15,2,0,37
101,339,284,20,20,5,0,19
102,288,215,18,9,7,0,13
103,406,329,9,18,5,0,22
104,226,154,9,13,22,0,10
105,309,246,10,17,1,0,17
106,272,341,55,19,4,0,62
107,314,263,22,20,3,0,25
108,333,294,21,16,4,0,38
109,380,480,13,14,2,0,54
110,385,407,23,12,0,0,22
111,409,303,20,30,22,0,34
112,235,312,7,16,6,0,29
113,97,121,15,8,0,0,16
114,383,393,21,17,2,0,46
115,326,404,13,29,4,0,50
116,612,298,21,16,12,0,50
117,377,221,25,11,1,0,25
118,348,189,21,18,4,0,113
119,178,155,8,16,0,0,13
120,202,239,26,21,3,0,52
121,152,221,22,14,3,0,31
122,260,260,32,16,3,0,36
123,277,439,15,43,5,0,44
124,387,255,21,25,4,0,33
125,187,93,8,10,3,0,21
126,384,348,38,23,12,0,110
127,352,247,36,10,47,0,27
128,311,334,30,25,5,0,29
129,317,290,24,10,7,0,57
130,243,344,23,23,2,0,53
131,313,399,18,27,4,0,42
132,193,213,20,30,5,0,22
133,272,152,18,35,7,0,28
134,365,439,44,19,5,0,106
135,111,240,28,15,1,0,115
136,311,351,29,14,3,0,60
137,383,255,12,9,2,0,32
138,379,415,12,11,5,0,38
139,286,284,23,8,10,0,63
140,457,316,24,7,14,0,91
141,349,333,19,26,1,0,39
142,181,183,12,14,4,0,13
143,233,176,16,17,3,0,71
144,194,212,22,6,4,0,47
145,217,250,9,5,2,0,35
146,291,266,6,3,2,0,21
147,271,185,15,5,1,0,26
148,398,196,14,15,5,0,29
149,297,199,15,20,2,0,21
150,505,166,14,14,4,0,25
151,296,187,27,10,4,0,39
152,326,199,12,11,6,0,20
153,163,262,9,13,8,0,30
154,357,270,7,42,2,0,84
155,406,424,20,33,6,0,42
156,331,172,30,16,4,0,23
157,388,395,22,21,2,0,37
158,353,312,29,25,4,0,43
159,331,366,47,25,4,0,42
160,352,326,42,26,8,0,42
161,263,221,17,11,1,0,20
162,288,199,18,8,3,0,23
163,252,386,29,8,3,0,16
164,313,308,25,3,6,0,15
165,99,313,21,6,5,0,10
166,261,371,29,13,12,0,57
167,413,367,35,21,4,0,27
168,174,79,46,10,9,0,19
169,284,285,43,20,8,0,44
170,420,303,50,6,14,0,34
171,533,301,18,15,3,0,37
172,292,237,21,13,3,0,19
173,258,131,15,6,2,0,9
174,261,276,19,24,4,0,54
175,284,271,21,5,3,0,40
176,442,229,48,8,5,0,40
177,391,260,47,2,3,0,29
178,217,145,13,20,3,0,9
179,335,330,9,14,3,0,26
180,320,191,37,22,108,0,27
181,353,261,28,12,33,0,22
182,344,145,38,17,5,0,21
183,225,178,26,10,6,0,12
184,420,322,59,32,6,0,50
185,419,365,34,31,5,0,32
186,429,315,41,21,5,0,22
187,344,313,52,55,8,0,29
188,359,331,36,16,4,0,21
189,274,280,54,17,11,0,16
190,238,106,23,34,63,0,19
191,251,235,17,59,6,0,17
192,248,217,24,27,20,0,26
193,408,268,22,33,6,0,24
194,316,145,17,19,5,0,48
195,311,372,18,9,2,0,40
196,307,316,37,11,41,0,27
197,406,186,36,12,5,0,38
198,298,253,41,30,6,0,32
199,228,207,22,14,2,0,27
200,461,338,39,55,55,0,30
201,231,126,11,5,135,0,22
202,356,472,15,40,9,0,36
203,473,438,27,29,65,0,26
204,258,182,30,21,4,0,29
205,235,172,26,23,4,0,8
206,352,214,35,12,2,0,18
207,286,464,70,24,19,0,60
208,347,413,75,39,2,0,47
209,378,340,50,30,3,0,25
210,169,176,31,27,4,0,19
211,185,185,34,17,4,0,12
212,231,334,38,47,4,0,22
213,219,229,23,30,1,0,16
214,186,286,20,26,4,0,12
215,191,260,38,40,4,0,19
216,302,244,55,23,2,0,24
217,297,304,47,32,3,0,38
218,327,274,41,25,5,0,20
219,186,194,16,15,1,0,15
220,205,296,29,36,0,0,15
221,81,130,15,19,2,0,14
222,373,350,33,19,4,0,19
223,118,187,20,40,4,0,15
224,285,238,21,38,1,0,15
225,131,167,24,46,4,0,24
226,368,373,30,30,4,0,27
227,172,255,31,39,1,0,16
228,381,404,32,51,6,0,32
229,259,422,41,104,11,0,38
230,345,219,16,13,5,0,10
231,214,271,23,52,5,0,15
232,237,299,18,35,3,0,21
233,136,128,16,39,6,0,7
234,151,225,45,87,2,0,23
235,115,182,15,82,3,0,19
236,281,285,46,85,3,0,36
237,78,303,22,90,4,0,20
238,151,276,38,94,3,0,19
239,154,287,31,94,6,0,22
240,298,355,29,34,0,0,26
241,191,357,22,18,2,0,20
242,168,317,18,12,5,0,11
243,339,373,25,16,1,0,21
244,205,146,10,55,1,0,19
245,259,320,19,17,58,0,18
246,224,230,24,12,28,0,9
247,185,296,28,11,15,0,12
248,228,320,26,16,22,0,11
249,447,378,20,43,7,0,43
250,299,473,37,24,11,0,33
251,244,244,22,43,4,0,14
252,206,240,24,55,4,0,23
253,218,209,38,72,3,0,36
254,184,222,28,40,5,0,11
