,AIADMK+,DMK,PWF,NDA,PMK,NTK,Others
0,,DMK,,,PMK,NTK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,0,270,0,0,7,8,406
1,0,270,0,0,1,5,336
2,0,418,0,0,10,6,596
3,0,425,0,0,4,2,495
4,0,404,0,0,6,6,514
5,0,243,0,0,3,11,463
6,0,194,0,0,2,3,362
7,0,191,0,0,2,4,288
8,0,223,0,0,2,1,362
9,0,391,0,0,3,5,534
10,0,241,0,0,1,4,315
11,0,320,0,0,0,4,386
12,0,133,0,0,1,2,167
13,0,336,0,0,3,4,336
14,0,475,0,0,0,5,913
15,0,365,0,0,4,6,771
16,0,298,0,0,0,1,572
17,0,295,0,0,5,2,515
18,0,362,0,0,2,1,738
19,0,409,0,0,2,2,600
20,0,334,0,0,2,1,606
21,0,260,0,0,4,1,564
22,0,206,0,0,2,3,487
23,0,142,0,0,3,3,496
24,0,267,0,0,1,3,709
25,0,372,0,0,3,2,708
26,0,192,0,0,2,3,503
27,0,198,0,0,0,2,564
28,0,331,0,0,1,4,610
29,0,474,0,0,2,4,417
30,0,476,0,0,0,0,188
31,0,539,0,0,1,8,361
32,0,458,0,0,0,1,510
33,0,322,0,0,2,6,455
34,0,132,0,0,2,2,200
35,0,201,0,0,0,2,197
36,0,189,0,0,0,5,375
37,0,299,0,0,2,2,329
38,0,209,0,0,1,3,409
39,0,307,0,0,4,17,397
40,0,283,0,0,3,0,485
41,0,356,0,0,3,47,393
42,0,202,0,0,34,2,279
43,0,382,0,0,8,5,368
44,0,406,0,0,31,3,526
45,0,299,0,0,2,3,418
46,0,344,0,0,34,3,524
47,0,373,0,0,1,2,577
48,0,247,0,0,4,1,549
49,0,211,0,0,1,4,169
50,0,452,0,0,8,8,477
51,0,145,0,0,2,3,298
52,0,249,0,0,46,6,452
