,AIADMK+,DMK,PWF,NDA,PMK,NTK,Others
0,ADMK,DMK,MDMK,BJP,PMK,NTK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,499,240,15,5,3,7,18
1,596,181,15,9,6,3,41
2,556,196,18,11,1,2,12
3,506,178,24,6,2,2,14
4,289,104,16,4,0,3,12
5,224,77,11,1,0,0,7
6,315,57,51,5,2,1,22
7,438,195,53,9,5,6,28
8,352,298,34,7,2,6,19
9,545,222,12,9,2,4,28
10,443,287,3,10,0,14,20
11,307,190,8,10,0,0,16
12,409,216,13,4,0,2,25
13,516,362,64,11,0,0,17
14,308,183,8,3,2,2,23
15,124,57,10,4,0,1,14
16,205,286,7,8,0,0,13
17,444,208,18,11,2,1,61
18,306,175,8,2,3,2,7
19,274,74,25,4,1,0,4
20,370,136,16,12,1,2,20
21,315,221,36,9,3,0,22
22,212,134,4,2,0,3,9
23,190,53,1,3,1,4,9
24,244,84,3,4,0,1,13
25,265,100,2,13,0,1,29
26,342,177,16,8,1,4,22
27,454,231,6,10,5,6,24
28,417,131,3,8,2,6,16
29,267,117,4,5,0,4,13
30,510,276,15,10,3,13,43
31,367,439,14,13,0,4,42
32,218,241,24,5,3,3,11
33,129,308,49,3,2,5,15
34,296,264,32,5,3,2,41
35,422,268,13,15,1,7,39
36,408,245,22,6,2,7,29
37,491,256,38,9,8,13,25
38,264,88,41,7,4,5,6
39,695,207,47,10,4,6,47
40,358,201,22,12,2,12,26
41,304,210,26,15,0,6,37
42,642,179,24,17,2,0,20
43,185,283,8,6,1,5,6
44,216,224,5,4,0,4,18
45,373,132,4,8,1,4,20
46,351,257,14,9,0,3,21
47,274,153,7,11,0,2,34
48,330,161,18,11,3,9,16
49,283,208,9,9,1,7,28
50,384,98,4,6,3,14,16
51,483,234,11,3,0,9,22
52,336,231,20,6,2,12,15
53,199,256,12,17,1,12,24
54,289,365,17,16,2,15,35
55,277,303,40,11,2,11,13
56,286,327,29,19,6,30,28
57,363,369,30,7,0,8,17
58,446,387,31,9,0,5,19
59,275,323,12,17,5,21,28
60,342,371,19,13,0,17,30
61,218,207,18,15,1,11,19
62,161,177,8,8,1,8,13
63,224,175,11,12,2,8,22
64,410,197,13,7,2,11,18
65,236,217,20,12,3,16,16
66,377,310,17,19,1,11,20
67,426,361,34,17,4,27,31
68,292,180,12,5,0,5,20
69,291,237,11,5,2,5,17
70,377,217,19,3,1,1,31
71,520,237,20,4,3,3,23
72,258,157,6,9,1,12,13
73,329,210,21,7,1,9,23
74,427,306,14,12,1,14,36
75,213,130,6,2,3,8,24
76,513,275,20,10,2,6,33
77,356,184,8,13,0,3,13
78,293,215,17,10,1,6,10
79,529,341,18,12,0,6,27
80,464,197,20,19,2,18,38
81,300,173,11,6,1,1,18
82,292,154,11,11,1,4,16
83,269,230,4,6,1,4,81
