,AIADMK+,DMK,PWF,NDA,PMK,NTK,Others
0,ADMK,DMK,MDMK,BJP,PMK,NTK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,135,234,32,76,22,10,36
1,158,252,17,101,29,16,54
2,296,263,21,18,22,16,20
3,212,269,20,12,16,10,14
4,196,234,28,12,20,12,16
5,169,175,28,7,15,11,20
6,235,271,31,1,13,6,20
7,390,319,28,45,26,9,26
8,151,193,20,20,25,9,11
9,188,338,15,120,29,11,77
10,93,171,10,47,17,4,20
11,168,261,23,47,8,18,28
12,231,240,31,80,22,7,50
13,164,230,17,62,26,10,39
14,165,259,24,90,19,12,56
15,182,267,19,91,25,8,40
16,115,162,11,74,14,13,48
17,179,242,13,82,10,10,37
18,332,298,23,16,11,13,38
19,223,257,39,54,22,9,34
20,207,222,24,78,19,7,39
21,181,189,15,74,24,12,38
22,134,317,34,34,33,21,21
23,190,293,26,117,15,11,52
24,375,343,24,18,24,10,34
25,432,306,8,9,15,11,21
26,295,352,21,13,15,5,16
27,316,325,13,13,21,12,21
28,447,373,30,35,16,5,30
29,295,354,23,28,23,7,18
30,189,256,14,10,17,11,12
31,402,394,26,5,15,2,19
32,337,388,29,14,22,14,19
33,367,401,24,22,43,5,32
34,358,270,38,9,3,14,30
35,386,253,53,5,4,4,12
36,435,400,12,6,23,8,22
37,164,191,26,29,22,8,20
38,462,174,17,10,8,25,17
39,272,264,23,23,12,14,16
40,353,207,35,6,7,14,17
41,325,215,25,44,13,16,13
42,202,275,11,65,42,9,41
43,480,362,40,29,13,8,20
44,280,377,31,31,12,8,21
45,493,342,34,29,17,5,28
46,236,273,25,86,29,14,32
47,174,276,33,55,23,15,42
48,153,248,13,131,23,21,59
49,467,301,36,9,35,14,21
50,405,350,30,21,38,5,38
51,122,210,13,65,23,8,32
52,191,204,19,83,30,4,50
53,107,154,5,69,9,6,29
54,171,253,16,79,36,11,37
55,168,196,23,54,19,15,21
56,124,184,11,47,24,9,23
57,77,159,14,41,8,6,27
58,225,321,18,76,26,15,46
59,196,276,8,74,21,9,40
60,191,272,32,96,25,10,46
61,332,425,31,27,28,9,32
62,459,296,32,10,13,13,17
63,316,261,11,19,14,7,17
64,436,326,40,5,39,13,15
65,387,333,23,9,18,14,25
66,399,298,28,11,32,21,32
67,322,304,28,19,26,9,34
68,307,328,33,19,8,7,29
69,354,286,18,10,20,11,14
70,192,166,12,21,5,4,13
71,221,270,71,21,35,14,15
72,265,253,44,9,30,11,18
73,389,289,46,20,52,11,13
74,336,315,41,11,57,12,21
75,306,318,28,33,72,22,23
76,420,331,45,12,50,20,23
77,252,327,19,8,77,20,15
78,248,311,39,23,33,11,34
79,367,318,46,19,31,12,18
