,AIADMK+,DMK,PWF,NDA,PMK,NTK,Others
0,ADMK,DMK,VCK,BJP,PMK,NTK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,208,377,6,12,4,5,25
1,259,394,10,20,2,6,33
2,199,463,9,13,6,2,29
3,331,587,9,11,1,7,26
4,287,335,7,3,1,0,40
5,241,223,3,7,0,2,30
6,372,538,9,16,58,1,29
7,311,475,10,5,8,1,32
8,296,644,4,5,4,5,35
9,312,259,2,1,7,2,46
10,289,404,7,2,1,8,31
11,217,421,9,3,1,7,34
12,217,412,9,1,0,7,26
13,244,475,5,4,1,4,40
14,380,479,6,3,5,2,18
15,373,566,32,14,12,1,50
16,441,457,2,28,12,5,19
17,331,478,10,31,20,9,37
18,286,424,7,28,18,0,6
19,295,385,7,26,9,4,21
20,327,545,3,48,11,25,33
21,426,419,15,21,12,8,35
22,225,352,11,18,13,4,23
23,270,400,9,15,19,13,25
24,324,604,8,8,7,8,21
25,185,468,11,7,1,6,19
26,190,363,8,18,90,8,20
27,196,253,8,12,60,3,27
28,120,380,16,49,51,4,30
29,142,247,4,22,33,2,21
30,280,469,30,2,5,8,24
31,251,423,15,6,16,3,27
32,353,227,10,25,77,4,26
33,95,156,3,5,145,2,14
34,540,436,10,25,75,7,26
35,304,376,2,24,29,10,14
36,297,355,7,13,72,2,17
37,301,359,3,6,10,0,21
38,475,272,5,21,30,2,42
39,353,544,8,24,6,1,29
40,195,295,0,30,8,0,23
41,309,502,8,42,15,13,37
42,249,276,5,20,2,1,23
43,137,239,1,115,15,2,21
44,299,518,7,37,5,3,59
45,239,256,7,20,11,6,30
46,219,217,5,12,4,0,21
47,309,525,3,8,5,2,25
48,267,252,8,14,4,1,16
49,338,351,7,80,18,10,29
50,251,333,7,232,17,3,41
51,240,498,4,11,5,4,59
52,293,573,2,4,7,0,70
53,269,329,9,2,0,2,23
54,239,273,3,1,0,1,11
55,279,252,7,0,0,0,35
56,144,254,4,1,2,1,34
57,182,258,3,85,7,1,12
58,144,174,3,53,11,1,11
59,199,524,2,2,3,1,102
60,293,392,10,108,23,4,29
61,301,273,4,2,1,0,33
62,339,271,3,1,0,1,29
63,455,416,14,17,7,1,42
64,211,231,4,22,16,1,10
65,285,506,16,8,14,3,18
66,219,247,18,12,4,2,20
67,262,470,9,28,18,4,29
68,241,336,5,30,24,4,27
69,371,431,10,49,31,5,20
70,212,293,12,2,0,0,22
71,330,375,13,8,2,3,13
72,340,399,25,11,5,13,30
73,494,309,24,3,4,9,22
74,264,395,19,14,4,6,24
75,227,276,7,14,2,12,22
76,156,248,6,35,15,8,15
77,264,362,6,3,10,5,21
78,304,376,7,8,7,3,27
79,234,336,3,9,5,9,14
80,156,403,7,0,2,1,57
81,290,472,19,4,8,8,65
82,198,330,7,11,2,9,22
83,164,243,15,12,10,5,19
84,208,489,0,21,9,5,28
85,209,488,3,9,9,3,37
86,343,541,9,6,9,5,32
87,342,568,21,6,6,9,29
