,AIADMK+,DMK,PWF,NDA,PMK,NTK,Others
0,ADMK,DMK,MDMK,,PMK,NTK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,242,333,55,0,77,13,35
1,157,211,62,0,8,8,8
2,289,333,67,0,33,6,33
3,189,155,46,0,84,7,26
4,249,209,63,0,64,9,13
5,292,255,56,0,18,14,18
6,475,479,64,0,25,10,31
7,357,273,37,0,13,13,38
8,153,301,82,0,6,8,9
9,318,176,82,0,10,9,26
10,277,192,28,0,15,7,26
11,270,160,29,0,13,9,30
12,213,153,35,0,4,9,19
13,336,218,33,0,13,21,50
14,422,302,45,0,12,6,26
15,256,197,23,0,13,11,30
16,244,206,19,0,13,8,14
17,309,405,39,0,22,11,64
18,151,334,23,0,17,9,17
19,173,302,31,0,12,12,28
20,187,264,51,0,17,8,51
21,354,579,94,0,73,25,49
22,258,370,76,0,8,5,21
23,192,290,40,0,9,4,22
24,346,320,32,0,11,16,38
25,456,369,51,0,15,10,32
26,418,283,44,0,14,13,27
27,245,263,28,0,15,9,17
28,324,270,45,0,8,12,12
29,417,204,19,0,5,10,7
30,191,269,75,0,9,8,17
31,303,288,54,0,15,21,51
32,206,161,21,0,22,21,52
33,238,215,24,0,13,7,35
34,345,356,71,0,21,9,35
35,350,392,65,0,80,10,40
36,208,278,51,0,41,8,21
37,227,293,81,0,129,5,25
38,107,126,8,0,229,2,5
39,181,122,118,0,435,2,36
40,276,161,37,0,215,2,14
41,136,128,41,0,62,6,17
42,260,301,60,0,25,10,19
43,235,291,61,0,26,13,23
44,297,289,94,0,23,8,42
45,231,267,54,0,38,5,13
46,179,206,85,0,18,5,19
47,229,171,119,0,17,17,69
48,236,261,151,0,23,19,22
49,152,194,57,0,28,2,21
50,220,200,57,0,29,11,78
51,303,281,183,0,8,8,38
52,227,117,25,0,1,3,5
53,312,156,71,0,3,4,10
54,187,134,46,0,44,8,13
55,255,195,96,0,26,7,47
56,397,238,64,0,4,8,6
57,218,137,92,0,2,2,9
58,297,188,106,0,2,5,9
59,181,193,78,0,53,5,14
60,290,184,41,0,3,0,6
61,180,133,16,0,245,3,9
62,130,154,19,0,363,1,11
63,319,374,156,0,82,10,14
64,164,183,48,0,16,5,24
65,136,150,51,0,7,15,12
66,327,350,83,0,17,9,31
67,180,232,48,0,10,16,32
68,141,217,70,0,17,5,24
69,243,208,64,0,33,16,72
70,160,206,93,0,8,11,22
71,90,150,44,0,18,6,21
72,210,255,83,0,20,12,17
73,295,165,43,0,12,3,10
74,374,240,152,0,9,10,24
75,214,244,144,0,3,9,10
76,168,205,84,0,10,9,12
77,224,232,64,0,19,9,23
78,174,161,95,0,13,5,11
79,274,102,47,0,8,7,19
80,419,329,172,0,6,11,35
81,406,345,110,0,3,9,20
82,285,214,128,0,8,4,22
83,253,209,117,0,5,3,16
84,90,126,38,0,281,0,12
85,159,220,135,0,218,6,11
86,281,184,128,0,188,1,17
87,271,239,71,0,22,7,43
88,209,193,126,0,0,2,14
89,240,244,95,0,8,9,29
90,206,146,32,0,12,6,31
91,406,280,137,0,39,4,22
92,416,299,32,0,52,7,14
93,358,329,111,0,30,0,18
94,257,278,22,0,270,9,17
95,325,251,60,0,70,4,17
96,234,196,28,0,318,5,15
97,251,231,81,0,177,3,22
98,81,101,22,0,77,0,6
99,303,333,150,0,28,4,18
100,213,315,135,0,152,4,29
101,274,360,119,0,28,5,8
102,167,219,39,0,160,3,12
103,111,151,112,0,66,2,4
104,258,169,75,0,224,3,20
105,145,141,69,0,189,1,10
106,136,137,58,0,151,0,18
107,213,237,17,0,239,0,13
108,383,283,83,0,136,4,22
109,267,353,33,0,258,2,21
110,178,207,40,0,150,1,4
111,170,228,23,0,117,1,19
112,242,228,173,0,9,19,30
113,133,295,82,0,33,12,17
114,242,232,117,0,3,4,23
115,240,132,132,0,26,3,11
116,246,311,117,0,26,10,29
117,278,352,203,0,48,9,19
118,254,237,45,0,33,17,20
119,195,206,44,0,19,11,10
120,221,359,73,0,21,8,17
121,202,277,28,0,99,4,14
122,125,199,34,0,31,6,12
123,241,395,71,0,51,9,26
124,232,204,170,0,16,15,14
125,243,290,53,0,88,9,29
126,308,242,103,0,143,12,29
127,229,289,94,0,345,6,21
128,303,311,141,0,19,4,16
129,218,216,69,0,184,0,4
130,118,102,155,0,3,1,7
131,299,339,48,0,20,11,21
132,355,307,161,0,22,9,20
133,183,263,92,0,14,2,9
134,234,232,181,0,121,3,20
135,327,365,225,0,47,15,42
