,AIADMK+,DMK,PWF,NDA,PMK,NTK,Others
0,ADMK,DMK,DMDK,BJP,PMK,NTK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,206,310,16,6,5,4,18
1,349,301,17,7,3,11,22
2,274,335,19,6,3,4,23
3,313,307,29,12,8,5,11
4,351,465,44,11,6,8,26
5,201,380,8,2,1,16,23
6,326,287,47,9,4,7,27
7,215,327,25,4,34,15,31
8,246,292,12,3,2,5,12
9,182,309,23,3,9,3,19
10,256,398,31,5,1,7,17
11,210,220,13,4,2,2,9
12,354,280,44,5,2,12,19
13,152,292,24,4,5,4,6
14,344,542,43,6,4,1,22
15,263,287,14,6,4,5,16
16,278,395,27,3,1,9,23
17,107,338,12,0,2,4,4
18,161,407,17,1,1,1,12
19,321,301,65,5,3,2,8
20,247,191,42,5,5,3,22
21,174,384,13,6,2,4,13
22,323,542,55,9,3,4,40
23,411,586,27,2,1,3,28
24,263,304,39,1,0,7,27
25,359,293,31,6,4,2,13
26,393,494,36,9,4,15,25
27,157,343,24,0,1,0,5
28,269,448,29,4,1,4,10
29,199,282,20,2,5,3,4
30,312,220,16,8,2,19,13
31,284,171,45,4,3,6,9
32,251,246,65,2,0,2,12
33,289,214,23,3,1,3,5
34,137,410,36,2,2,4,20
35,240,348,35,6,7,26,20
36,200,373,25,2,1,20,19
37,468,390,96,10,3,23,30
38,208,246,15,7,2,12,19
39,262,347,53,8,4,25,28
40,227,215,39,7,3,19,12
41,255,324,35,6,3,9,19
42,313,188,42,12,3,12,14
43,233,297,22,5,2,20,19
44,332,471,56,8,5,26,31
45,201,357,35,10,2,23,21
46,121,290,29,0,0,12,6
47,181,366,39,15,3,29,16
48,185,195,20,13,5,17,16
49,155,275,32,6,6,18,12
50,187,288,20,12,2,19,8
51,374,522,54,15,14,21,30
52,331,620,61,16,10,21,34
53,253,374,40,12,2,19,29
54,402,503,37,11,7,18,26
55,251,192,26,7,1,3,14
56,249,480,56,3,1,6,31
57,283,426,66,7,9,29,31
58,316,392,65,2,1,10,22
59,321,294,23,2,6,6,7
60,289,302,24,8,8,8,13
61,375,352,44,7,1,16,15
62,238,524,20,5,1,14,18
63,273,359,10,2,1,4,5
64,249,401,26,4,1,2,19
65,181,328,6,0,1,0,4
66,270,321,22,5,4,4,10
67,224,326,28,3,4,5,10
68,272,499,30,9,4,5,31
69,456,490,75,3,10,3,20
70,279,430,39,6,13,9,29
71,283,352,23,2,18,2,25
72,281,262,15,3,19,1,13
73,212,262,22,3,15,3,14
74,358,293,39,3,47,3,29
75,424,551,33,11,1,6,21
76,394,382,61,8,21,5,20
77,395,561,21,9,6,14,28
78,304,339,11,5,3,4,22
79,527,352,13,11,8,0,19
80,346,438,18,7,1,7,18
81,283,373,7,3,3,3,17
82,147,233,11,6,2,6,15
83,325,298,20,7,2,15,16
84,234,389,18,7,0,6,16
85,289,471,35,3,1,10,14
86,239,362,34,4,4,3,23
87,245,383,18,2,0,3,18
88,342,353,33,7,6,5,25
89,212,319,47,1,2,3,23
90,294,411,34,7,1,3,25
91,356,438,34,11,3,5,41
92,238,378,20,7,3,10,23
93,321,340,22,16,1,8,13
94,282,382,9,3,0,2,22
95,291,423,18,6,5,6,21
96,169,289,16,6,0,0,22
97,307,434,18,4,2,7,11
98,175,185,13,1,0,2,16
99,233,246,30,7,3,5,16
100,247,403,18,8,10,5,22
101,277,175,33,8,2,5,31
102,234,245,37,5,13,1,18
103,569,314,26,9,3,5,23
104,315,323,31,5,0,13,29
105,169,188,26,4,0,0,13
106,243,434,38,3,0,7,9
107,368,273,28,10,4,4,28
108,292,363,35,4,2,2,25
109,250,364,19,4,6,2,40
110,169,263,10,4,2,3,11
111,311,412,23,3,3,6,35
112,371,373,18,4,5,1,32
113,431,394,42,4,4,0,36
114,151,185,9,2,0,1,7
115,357,433,24,6,3,13,37
116,408,289,35,4,2,11,27
117,170,215,7,3,4,5,12
118,231,278,12,7,1,4,22
119,350,389,14,6,3,6,29
120,441,413,46,12,6,6,48
121,174,275,28,5,0,3,16
122,268,319,19,6,1,5,22
123,238,440,24,1,4,2,16
124,311,473,26,10,1,9,28
125,212,409,30,7,4,6,36
126,235,377,28,9,4,6,32
127,305,482,56,15,4,5,34
128,348,257,29,3,2,9,42
129,171,236,8,6,1,5,12
130,280,234,28,5,0,2,17
131,275,293,15,4,0,1,24
132,239,329,16,7,2,6,22
133,299,371,39,4,8,7,39
134,277,277,13,7,0,4,36
135,224,226,9,6,3,1,20
136,269,283,20,8,3,2,17
137,385,337,25,3,2,3,31
138,334,351,38,9,11,25,32
139,232,278,16,4,0,1,28
140,268,274,18,3,2,2,36
141,291,341,25,9,2,5,35
142,236,241,33,3,1,3,15
143,310,234,34,2,1,2,24
144,301,269,26,3,4,4,14
145,491,366,33,7,5,6,46
146,324,347,27,6,0,4,33
147,263,412,20,5,1,7,27
148,275,180,19,4,0,3,16
149,322,279,11,6,3,2,10
150,423,411,37,3,2,3,16
151,313,235,14,2,1,2,19
152,263,236,41,5,5,6,17
153,402,424,21,16,1,9,22
154,378,427,62,6,3,12,41
155,416,344,38,8,3,3,18
156,242,299,10,7,3,6,12
157,288,262,11,3,2,2,21
158,288,377,13,4,1,4,17
159,352,469,17,6,2,6,27
160,311,269,15,5,1,6,18
161,443,329,26,7,2,2,36
162,428,354,35,5,7,8,31
163,279,398,17,3,4,4,15
164,277,240,9,4,4,4,10
165,317,283,34,3,1,5,18
166,273,194,9,6,3,0,12
167,430,419,34,4,4,2,20
168,293,677,31,5,4,3,18
169,185,790,15,1,0,5,6
170,574,357,31,10,2,13,43
171,295,300,8,4,1,2,26
172,292,236,15,2,2,6,33
173,423,565,30,10,1,6,24
174,212,276,18,4,3,3,15
175,244,278,33,5,1,8,19
176,311,392,29,3,4,8,19
177,425,410,44,0,3,4,17
178,216,390,20,5,1,4,19
179,229,199,12,1,3,1,17
