,AIADMK+,DMK,PWF,NDA,PMK,NTK,Others
0,ADMK,DMK,CPI,BJP,PMK,NTK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,512,282,39,9,9,0,63
1,101,70,4,0,2,0,16
2,72,155,6,4,2,3,5
3,477,361,32,17,11,5,71
4,207,402,21,2,8,11,27
5,168,211,44,4,2,10,39
6,208,204,50,3,4,3,31
7,406,271,41,11,16,3,86
8,358,286,97,50,3,4,48
9,194,262,101,17,2,6,17
10,273,168,34,37,2,3,36
11,218,166,52,35,1,1,27
12,441,237,33,70,4,6,45
13,402,313,19,19,5,2,42
14,293,185,30,19,3,0,19
15,289,142,8,28,1,0,24
16,295,159,32,27,6,3,39
17,274,294,38,19,7,5,42
18,438,178,30,43,9,0,56
19,263,192,32,19,2,6,42
20,301,151,48,38,2,0,31
21,309,120,26,18,7,2,41
22,291,127,7,17,6,3,35
23,326,195,35,16,2,5,25
24,121,73,10,2,0,1,7
25,239,155,32,5,2,1,23
26,180,213,24,24,3,0,14
27,51,66,57,8,4,1,27
28,350,348,103,9,3,9,44
29,226,158,248,6,8,2,46
30,216,138,55,2,4,0,29
31,216,223,132,6,2,1,37
32,238,143,106,10,3,2,28
33,238,282,24,12,0,1,17
34,411,174,34,16,3,4,40
35,143,180,14,7,5,4,25
36,328,227,30,8,4,5,19
37,226,201,64,9,6,3,63
38,173,188,34,20,8,0,41
39,387,175,62,14,7,4,49
40,169,298,51,16,8,5,44
41,401,209,161,12,5,3,60
42,367,265,67,8,12,5,58
43,338,294,21,7,7,0,45
44,373,258,58,7,13,5,27
45,350,414,50,15,15,3,54
46,398,186,58,7,5,1,36
47,250,258,15,13,8,1,22
48,180,219,29,7,2,4,26
49,337,190,32,6,7,2,49
50,281,192,18,7,5,2,39
51,201,79,7,1,8,2,20
52,219,194,28,5,1,2,17
53,111,33,45,2,3,1,38
54,261,329,29,3,4,2,31
55,191,90,15,1,1,2,20
56,354,100,38,7,2,1,20
57,92,23,29,4,0,0,3
58,115,96,30,1,1,0,12
59,316,205,31,9,7,1,27
60,207,69,25,12,2,0,16
61,390,236,164,20,9,3,59
62,406,297,43,27,3,1,39
63,166,65,215,3,1,1,26
64,53,15,50,0,0,0,7
65,269,214,21,2,2,2,20
66,427,304,71,8,6,1,59
67,318,387,92,7,1,4,44
68,287,258,127,7,3,5,24
69,307,165,121,5,0,0,18
70,366,512,61,9,2,9,25
71,132,120,23,0,1,0,12
72,297,433,48,10,4,6,39
73,454,311,92,23,6,3,34
74,345,508,71,15,1,4,38
75,426,300,49,10,10,6,59
76,398,283,102,5,3,1,38
77,306,224,63,8,6,1,30
78,289,254,81,11,4,5,34
79,465,279,158,5,1,5,46
80,338,364,71,4,10,4,56
81,264,279,84,5,3,1,25
82,322,348,107,8,4,9,55
83,245,218,90,14,12,14,14
84,335,146,81,18,3,5,27
85,547,213,116,17,9,6,43
86,288,209,83,13,5,8,30
87,295,245,86,23,2,6,31
88,153,266,92,15,9,5,6
89,272,226,75,11,83,11,18
90,450,316,103,9,11,11,34
91,280,317,131,7,2,10,55
92,244,318,165,17,9,4,33
93,427,275,98,15,7,9,17
94,290,289,89,20,7,9,13
95,269,197,87,36,14,13,22
96,284,208,83,52,8,10,25
97,413,249,80,11,43,3,23
98,327,359,40,28,8,7,67
99,261,247,114,20,11,13,35
100,182,206,69,12,3,10,27
101,226,121,61,19,2,4,16
