,AIADMK+,DMK,PWF,NDA,PMK,NTK,Others
0,ADMK,DMK,DMDK,IJK,PMK,NTK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,454,462,18,3,49,4,18
1,147,223,11,0,17,0,7
2,324,302,9,0,30,0,16
3,361,305,33,1,10,2,19
4,382,200,24,0,17,1,9
5,279,187,22,0,7,3,6
6,124,181,8,0,2,3,13
7,314,333,24,0,95,1,15
8,270,221,16,1,5,0,12
9,443,458,6,1,3,5,15
10,509,445,24,0,35,4,51
11,194,237,16,2,181,1,15
12,252,210,8,1,71,2,6
13,288,355,27,0,7,1,19
14,275,248,15,0,116,2,13
15,254,154,25,0,24,0,13
16,302,384,25,0,35,1,17
17,324,207,21,4,299,2,23
18,158,208,7,0,20,0,2
19,331,363,17,1,35,8,18
20,455,471,17,0,7,1,9
21,368,529,22,7,27,0,16
22,391,507,26,5,24,2,32
23,463,337,15,28,52,3,12
24,414,381,32,2,19,0,10
25,293,460,16,2,43,0,26
26,169,152,20,1,15,0,3
27,331,295,9,0,9,3,9
28,134,139,8,3,124,2,3
29,192,218,15,1,77,1,15
30,348,277,15,1,91,0,13
31,274,251,9,0,67,1,4
32,371,365,27,1,59,1,16
33,298,515,33,2,121,1,10
34,544,274,8,0,66,2,18
35,323,225,22,1,121,3,7
36,496,332,14,1,96,4,15
37,473,230,17,0,180,1,14
38,170,205,3,0,8,0,15
39,222,185,1,1,62,0,7
40,249,341,2,0,30,0,12
41,321,274,17,9,180,3,30
42,245,219,30,7,71,0,16
43,473,392,31,16,57,8,10
44,427,469,20,7,69,5,11
45,290,342,32,20,46,8,6
46,515,502,19,6,66,1,17
47,458,351,12,10,138,2,9
48,355,384,22,4,97,7,6
49,487,393,32,5,126,3,2
50,202,219,6,28,205,5,10
51,282,293,22,2,182,2,24
52,164,90,40,1,126,0,6
53,406,381,18,3,35,2,7
54,489,259,12,6,280,2,16
55,392,362,8,1,12,6,11
56,269,262,5,1,28,2,17
57,146,205,4,0,155,1,6
58,268,236,4,2,51,4,4
59,245,276,4,2,49,1,7
60,466,474,21,0,36,14,15
61,345,298,17,1,128,1,20
62,125,197,13,0,8,0,7
63,349,449,24,1,168,2,21
64,410,567,31,1,35,8,45
65,375,342,18,0,28,2,14
66,383,417,16,7,48,0,14
67,215,125,8,1,64,1,8
68,380,331,14,1,6,2,9
69,296,278,29,0,92,10,12
70,343,394,16,1,47,0,13
71,127,177,9,5,239,1,12
72,337,369,29,4,252,2,16
73,133,209,30,1,33,2,4
74,471,309,23,3,152,0,26
75,199,398,25,0,80,1,20
76,292,219,11,2,92,2,8
77,378,191,7,1,133,3,3
78,255,263,10,1,73,2,14
79,254,261,7,0,72,0,5
80,306,104,12,1,121,0,15
81,299,161,12,2,80,2,11
82,190,134,10,1,213,0,10
83,448,145,29,3,118,1,10
84,220,230,48,1,46,4,20
85,263,219,14,3,33,0,9
86,217,522,12,0,16,3,15
87,246,311,13,0,115,0,16
88,251,604,9,3,20,4,27
89,295,239,17,0,9,3,14
90,407,393,3,0,122,1,10
91,157,276,3,1,49,1,13
92,402,296,5,1,76,2,11
93,379,394,19,2,21,1,30
94,104,94,4,0,58,2,5
95,403,426,16,0,145,2,21
96,373,228,19,0,107,3,11
97,290,207,18,6,194,5,16
98,306,194,11,0,147,0,17
99,412,186,19,3,267,2,13
100,133,179,8,1,151,1,23
101,178,270,31,0,19,0,6
102,267,277,30,1,119,5,22
103,175,240,7,0,3,2,5
104,309,325,18,1,12,2,13
105,173,114,4,1,140,0,7
106,227,313,21,0,12,0,14
107,230,263,13,2,220,1,17
108,221,189,11,0,5,2,9
109,608,253,28,1,0,0,3
110,380,310,26,0,22,7,7
111,314,248,29,0,66,0,8
112,237,222,35,4,135,1,7
113,264,419,27,2,120,2,13
114,500,474,28,0,55,1,18
115,278,315,33,0,4,1,11
116,214,284,6,0,26,3,7
117,275,381,70,1,104,1,18
118,201,219,14,0,73,1,6
119,223,318,13,1,114,0,11
120,298,239,9,1,59,0,8
121,327,307,20,2,117,4,6
122,422,316,20,0,178,0,16
123,342,111,8,3,169,1,8
124,356,208,19,3,151,1,12
125,346,399,3,3,119,3,11
126,378,165,17,0,99,1,15
127,341,347,39,0,46,3,12
128,315,264,14,0,65,2,8
129,288,175,10,1,36,2,3
130,338,228,22,0,318,1,23
131,235,288,14,0,46,2,3
132,298,295,28,1,9,3,14
133,294,256,22,0,61,1,9
134,335,500,28,2,59,8,8
135,297,289,9,3,26,1,3
136,509,236,21,0,136,4,7
137,501,168,21,1,77,1,4
138,242,174,34,1,96,0,11
139,444,355,28,0,77,0,10
140,299,190,7,0,120,2,17
141,285,351,25,0,42,1,12
142,330,443,32,2,164,1,17
143,319,286,20,1,14,3,9
144,210,200,9,5,206,1,19
145,364,362,17,2,190,4,14
146,293,395,19,0,39,1,7
147,277,200,19,1,84,1,11
148,399,415,23,2,117,3,23
149,332,136,4,2,89,4,7
150,402,294,34,3,69,2,3
151,363,172,27,1,64,4,3
152,215,162,42,1,130,1,7
153,200,234,35,0,170,3,4
154,364,252,26,0,332,0,18
155,356,182,35,0,233,3,15
156,178,172,15,1,86,3,3
157,316,337,20,1,352,3,15
158,364,105,61,2,221,1,6
159,407,296,24,0,390,4,8
160,399,189,38,1,177,3,5
161,429,384,15,1,126,5,7
162,271,207,12,1,143,1,4
163,397,542,21,1,136,5,2
164,416,633,5,1,36,1,11
165,211,473,6,0,24,2,7
166,495,176,17,1,202,0,9
167,244,245,7,0,70,2,6
168,357,363,22,1,64,1,12
169,353,353,23,2,174,3,5
170,266,311,21,1,142,4,5
171,197,348,24,3,76,4,4
172,241,541,8,0,98,2,9
173,213,386,0,0,7,1,5
174,163,413,10,0,14,0,1
175,174,363,5,0,9,0,11
176,250,151,15,1,201,2,12
177,219,211,23,1,77,1,15
178,329,346,26,1,293,2,13
179,222,274,21,4,143,1,10
180,374,282,19,2,173,9,11
181,115,74,6,1,123,5,1
182,88,173,18,2,128,2,10
183,318,322,17,0,181,0,10
184,193,162,29,0,197,3,19
185,214,209,15,1,164,1,11
186,217,199,11,0,167,1,10
187,134,147,23,0,94,1,15
188,138,135,25,3,233,2,9
189,108,103,11,1,188,0,11
190,242,98,13,3,334,1,20
191,169,79,23,1,308,2,9
192,161,75,12,1,228,1,16
193,308,430,12,0,48,3,22
194,294,158,23,1,159,2,10
195,178,270,9,0,38,1,9
196,255,218,18,3,364,3,13
197,198,359,7,0,48,1,12
198,342,422,21,0,13,0,16
199,339,485,20,0,51,0,13
200,143,179,17,2,202,1,9
201,384,366,10,0,147,0,16
202,193,315,22,4,414,1,19
203,244,262,10,2,268,3,14
204,328,98,10,1,396,7,8
205,128,137,14,0,164,1,2
206,385,132,21,1,226,3,4
207,272,177,16,2,83,2,9
208,383,417,15,1,109,6,12
209,241,458,30,2,134,0,17
210,399,239,13,2,98,0,4
211,264,83,10,0,68,0,8
212,355,185,7,0,64,0,3
213,687,119,11,1,127,0,6
214,261,110,0,0,108,0,6
215,382,147,8,0,90,1,4
216,319,252,4,0,91,0,6
217,237,314,23,1,149,0,19
218,229,151,12,2,122,0,7
219,207,239,21,0,221,1,7
220,313,144,8,3,240,1,12
221,230,345,5,1,23,0,11
222,299,424,21,1,159,2,18
223,230,95,9,3,246,0,12
224,333,124,14,0,182,6,12
225,250,148,33,9,486,3,19
226,318,204,14,2,205,0,18
227,102,191,18,1,145,1,7
228,189,288,4,1,307,4,7
229,50,97,3,2,191,1,8
230,287,227,48,2,132,0,9
231,194,359,25,2,189,1,14
232,234,81,9,2,276,0,5
233,175,268,31,1,109,3,7
234,296,283,35,3,237,1,20
235,347,90,22,0,40,0,5
236,228,323,39,4,28,1,6
237,428,187,34,0,97,4,12
238,248,288,23,0,87,4,15
239,165,142,13,4,383,1,25
240,141,164,2,3,289,7,25
241,368,266,19,2,330,3,17
242,352,206,52,5,218,2,15
243,413,391,37,1,120,4,14
244,240,323,14,1,16,1,7
245,175,331,10,1,360,1,10
246,419,251,34,3,309,2,17
247,506,239,151,6,34,0,14
248,258,224,28,2,393,1,9
249,174,146,0,3,313,0,9
250,398,202,34,9,424,3,20
251,290,223,25,4,431,0,30
252,200,186,5,1,352,3,29
253,133,89,23,1,274,4,16
254,286,238,27,0,406,2,20
255,293,156,97,2,189,3,15
Total,75918,69661,4899,462,31480,502,3091
