,AIADMK+,DMK,PWF,NDA,PMK,NTK,Others
0,ADMK,INC,CPI(M),BJP,PMK,NTK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,87,220,181,144,0,3,52
1,77,239,40,77,0,3,12
2,106,387,106,143,0,1,31
3,72,111,141,75,0,1,13
4,149,212,107,130,1,1,34
5,157,229,110,130,1,5,23
6,135,287,57,84,1,1,13
7,181,231,289,43,0,4,30
8,150,349,70,74,0,1,37
9,81,132,91,34,0,6,21
10,118,267,217,100,0,15,9
11,57,274,41,18,1,5,11
12,113,285,89,13,2,5,10
13,207,303,82,44,2,5,12
14,90,183,86,16,1,2,7
15,159,316,132,205,3,7,20
16,74,97,47,122,0,0,13
17,260,336,156,110,3,14,33
18,105,164,193,59,3,3,31
19,107,148,237,56,1,0,14
20,95,153,290,55,1,2,18
21,164,332,143,92,0,0,24
22,101,267,40,14,1,1,11
23,90,248,43,20,0,2,12
24,114,301,68,100,0,0,20
25,137,229,132,79,0,0,20
26,163,441,61,109,2,1,12
27,197,193,66,176,1,1,12
28,47,121,19,23,0,1,3
29,71,458,73,107,0,1,26
30,99,203,42,189,0,1,20
31,73,278,57,69,1,0,15
32,116,268,91,96,0,1,17
33,53,201,47,71,1,2,9
34,59,164,55,86,1,0,8
35,61,153,58,40,0,2,13
36,54,215,82,142,0,0,32
37,132,286,85,107,1,1,24
38,97,159,88,89,0,1,13
39,70,249,24,77,0,1,6
40,112,215,73,116,1,3,12
41,69,319,133,214,0,0,39
42,70,384,116,108,0,5,28
43,102,503,100,78,0,3,36
44,94,340,256,79,2,2,31
45,63,469,42,25,0,7,60
46,75,510,81,46,0,4,13
47,101,418,146,72,0,1,34
48,60,177,132,69,0,1,15
49,121,360,102,100,1,9,71
50,121,318,80,62,2,1,51
51,138,259,98,197,1,10,31
52,111,207,108,109,3,3,23
53,77,198,54,111,1,1,16
54,154,418,96,110,2,3,62
55,113,173,104,203,1,1,10
56,92,395,190,99,2,1,42
57,118,217,220,250,4,1,39
58,65,201,52,97,0,1,20
59,84,195,30,149,0,3,16
60,122,216,210,262,3,5,29
61,58,272,77,105,2,2,23
62,50,193,69,94,0,0,25
63,79,191,45,215,0,2,8
64,114,228,121,268,0,0,16
65,138,167,126,169,0,2,27
66,60,169,45,90,0,2,9
67,99,146,57,80,2,2,26
68,91,248,35,165,0,0,21
69,211,151,124,284,2,0,42
70,144,367,64,147,2,1,21
71,137,368,126,214,0,3,35
72,174,481,89,192,0,0,10
73,163,311,91,116,0,0,17
74,183,330,191,83,0,2,16
75,83,345,110,162,0,5,19
76,39,266,119,20,1,1,10
77,91,207,77,197,1,2,9
78,59,354,75,28,1,3,23
79,27,281,96,31,1,4,12
80,45,473,102,47,2,21,24
81,63,268,89,117,3,0,32
82,84,426,66,86,0,9,18
83,56,390,53,131,0,4,34
84,57,444,48,57,0,4,32
85,25,192,30,20,0,1,6
86,79,242,151,167,2,6,13
87,86,181,93,66,0,0,20
88,93,227,227,65,0,1,19
89,80,209,141,96,0,4,42
90,74,263,122,69,1,2,26
91,87,290,184,47,0,1,25
92,81,209,137,64,1,3,16
93,94,167,112,94,2,4,15
94,125,259,143,272,3,0,29
95,75,118,122,38,1,1,12
96,90,274,154,130,0,1,17
97,120,212,139,303,3,1,18
98,81,266,97,182,1,7,27
99,90,404,147,50,0,1,24
100,111,162,86,161,4,3,44
101,139,265,82,146,2,2,35
102,113,264,112,88,0,5,33
103,55,151,58,217,1,1,32
104,148,264,93,232,0,1,45
105,102,232,244,201,1,3,28
106,122,270,222,144,4,6,38
107,70,61,81,82,2,2,12
108,61,217,181,137,1,0,14
109,93,295,257,134,2,1,24
110,75,289,179,115,0,0,26
111,64,168,166,179,0,2,14
112,126,139,128,106,0,0,14
113,52,229,140,20,0,1,29
114,116,170,185,81,1,1,6
115,104,201,99,32,0,4,11
116,86,303,38,23,0,1,10
117,73,29,9,108,1,0,11
118,150,235,95,141,0,3,38
119,72,196,18,142,6,5,6
120,146,71,13,181,3,1,10
121,125,151,49,177,0,3,18
122,129,107,43,153,1,1,31
123,97,82,46,203,1,5,28
124,53,48,22,109,1,0,12
125,132,180,57,216,4,4,25
126,49,144,15,83,0,1,11
127,63,46,5,176,2,1,5
128,152,162,33,301,2,18,20
129,142,155,36,408,1,5,17
