,AIADMK+,DMK,PWF,NDA,PMK,NTK,Others
0,ADMK,DMK,,BJP,,,"['BAHUJAN SAMAJ PARTY', 'BHARATIYA JANATA PARTY', 'ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM', 'DRAVIDA MUNNETRA KAZHAGAM', 'INDEPENDENT']"
0,489,275,0,4,0,0,36
1,254,267,0,0,0,0,11
2,318,309,0,3,0,0,13
3,520,330,0,9,0,0,35
4,456,282,0,9,0,0,19
5,655,335,0,16,0,0,26
6,512,398,0,3,0,0,22
7,440,273,0,3,0,0,34
8,452,392,0,6,0,0,16
9,333,279,0,3,0,0,36
10,362,257,0,10,0,0,23
11,290,125,0,29,0,0,9
12,360,270,0,3,0,0,35
13,257,409,0,11,0,0,19
14,507,257,0,8,0,0,24
15,432,191,0,69,0,0,28
16,555,168,0,28,0,0,27
17,421,253,0,31,0,0,32
18,364,470,0,7,0,0,43
19,254,261,0,6,0,0,46
20,398,262,0,23,0,0,37
21,378,312,0,14,0,0,44
22,523,276,0,16,0,0,33
23,472,98,0,11,0,0,16
24,419,153,0,26,0,0,22
25,332,194,0,6,0,0,17
26,458,226,0,15,0,0,34
27,209,371,0,3,0,0,24
28,208,426,0,5,0,0,24
29,392,149,0,8,0,0,28
30,305,276,0,4,0,0,29
31,521,229,0,20,0,0,23
32,282,110,0,17,0,0,9
33,202,178,0,25,0,0,7
34,373,220,0,58,0,0,15
35,212,120,0,6,0,0,6
36,285,151,0,9,0,0,9
37,47,30,0,0,0,0,0
38,622,294,0,26,0,0,21
39,478,234,0,22,0,0,14
40,310,181,0,11,0,0,14
41,335,170,0,9,0,0,23
42,151,63,0,2,0,0,3
43,671,306,0,16,0,0,34
44,576,208,0,23,0,0,13
45,506,256,0,23,0,0,18
46,667,349,0,19,0,0,37
47,244,159,0,5,0,0,8
48,385,201,0,6,0,0,18
49,331,563,0,12,0,0,40
50,524,458,0,10,0,0,27
51,463,262,0,7,0,0,47
52,424,408,0,23,0,0,21
53,503,425,0,24,0,0,28
54,479,587,0,12,0,0,34
55,159,218,0,5,0,0,7
56,263,508,0,15,0,0,15
57,390,278,0,8,0,0,21
58,266,513,0,5,0,0,16
59,297,279,0,27,0,0,21
60,208,255,0,1,0,0,24
61,335,532,0,4,0,0,23
62,143,284,0,2,0,0,14
63,233,511,0,6,0,0,18
64,497,369,0,15,0,0,65
65,414,412,0,17,0,0,21
66,518,327,0,20,0,0,30
67,344,173,0,22,0,0,19
68,339,227,0,8,0,0,20
69,374,214,0,10,0,0,40
70,172,178,0,8,0,0,8
71,301,227,0,19,0,0,12
72,464,390,0,35,0,0,41
73,226,214,0,16,0,0,16
74,301,206,0,15,0,0,18
75,465,186,0,23,0,0,27
76,224,147,0,3,0,0,13
77,243,146,0,15,0,0,9
78,254,128,0,8,0,0,4
79,253,175,0,20,0,0,9
80,630,260,0,10,0,0,21
81,534,256,0,19,0,0,12
82,473,186,0,2,0,0,12
83,544,151,0,4,0,0,20
84,606,267,0,7,0,0,17
85,349,197,0,17,0,0,6
86,284,226,0,18,0,0,6
87,360,279,0,35,0,0,12
88,255,188,0,31,0,0,7
89,439,167,0,10,0,0,13
90,259,109,0,37,0,0,11
91,594,360,0,17,0,0,28
92,173,136,0,5,0,0,16
93,240,172,0,9,0,0,20
94,233,219,0,21,0,0,7
95,339,232,0,27,0,0,17
96,412,303,0,31,0,0,13
97,621,425,0,17,0,0,18
98,298,174,0,8,0,0,17
99,419,425,0,1,0,0,28
100,562,313,0,12,0,0,31
101,322,524,0,4,0,0,30
102,396,306,0,7,0,0,29
103,578,114,0,1,0,0,11
104,502,148,0,4,0,0,19
105,428,216,0,12,0,0,15
106,390,286,0,3,0,0,12
107,472,178,0,8,0,0,14
108,449,274,0,22,0,0,18
109,492,158,0,11,0,0,29
110,339,179,0,14,0,0,4
111,306,220,0,8,0,0,20
112,536,227,0,37,0,0,12
113,561,278,0,41,0,0,17
114,639,296,0,28,0,0,29
115,506,233,0,19,0,0,16
116,421,171,0,12,0,0,12
117,723,314,0,24,0,0,36
118,216,222,0,61,0,0,19
119,298,157,0,26,0,0,24
120,429,206,0,25,0,0,26
121,293,91,0,15,0,0,10
122,580,194,0,24,0,0,21
123,643,149,0,13,0,0,20
124,668,240,0,14,0,0,27
125,292,147,0,15,0,0,8
126,401,38,0,3,0,0,18
127,610,137,0,4,0,0,30
128,361,266,0,16,0,0,11
129,356,310,0,10,0,0,18
130,289,157,0,22,0,0,7
131,291,181,0,14,0,0,16
132,695,355,0,15,0,0,25
133,382,265,0,25,0,0,20
134,205,93,0,46,0,0,7
135,458,189,0,36,0,0,17
136,718,185,0,24,0,0,20
137,438,119,0,10,0,0,12
138,398,157,0,13,0,0,11
139,698,216,0,15,0,0,14
140,518,219,0,14,0,0,96
141,460,177,0,8,0,0,22
142,434,225,0,111,0,0,21
143,305,115,0,74,0,0,13
144,470,253,0,84,0,0,27
145,396,123,0,53,0,0,15
146,376,146,0,47,0,0,28
147,557,367,0,61,0,0,27
148,391,209,0,38,0,0,13
149,325,210,0,23,0,0,23
150,487,370,0,14,0,0,23
151,361,181,0,13,0,0,13
152,352,214,0,7,0,0,21
153,512,315,0,23,0,0,26
154,565,386,0,27,0,0,39
155,552,531,0,26,0,0,26
156,294,288,0,11,0,0,15
157,555,285,0,59,0,0,23
158,482,287,0,57,0,0,45
159,659,177,0,30,0,0,41
160,365,135,0,1,0,0,34
161,365,214,0,17,0,0,29
162,386,240,0,8,0,0,10
163,407,287,0,3,0,0,29
164,341,218,0,7,0,0,9
165,246,208,0,3,0,0,6
166,364,406,0,6,0,0,17
167,452,353,0,40,0,0,11
168,504,312,0,50,0,0,36
169,540,357,0,37,0,0,43
170,392,140,0,29,0,0,8
171,457,253,0,62,0,0,25
172,486,214,0,33,0,0,27
173,150,71,0,9,0,0,3
174,432,217,0,52,0,0,18
175,605,290,0,63,0,0,38
176,661,255,0,58,0,0,38
177,449,285,0,51,0,0,17
178,615,283,0,50,0,0,30
179,435,238,0,35,0,0,27
180,614,164,0,53,0,0,25
181,397,82,0,12,0,0,8
182,404,134,0,20,0,0,12
183,489,166,0,35,0,0,14
184,449,137,0,10,0,0,7
185,480,132,0,8,0,0,18
186,556,205,0,56,0,0,14
187,426,258,0,56,0,0,18
188,332,163,0,48,0,0,10
189,454,168,0,45,0,0,19
190,504,206,0,26,0,0,11
191,258,289,0,8,0,0,31
192,468,288,0,16,0,0,9
193,382,209,0,5,0,0,12
194,435,259,0,12,0,0,16
195,404,333,0,8,0,0,18
196,407,267,0,22,0,0,36
197,229,65,0,21,0,0,6
198,535,277,0,10,0,0,30
199,404,120,0,17,0,0,25
200,493,300,0,5,0,0,24
201,688,266,0,20,0,0,36
202,334,131,0,9,0,0,11
203,438,201,0,3,0,0,10
204,530,362,0,16,0,0,16
205,578,321,0,28,0,0,25
206,346,189,0,15,0,0,8
207,406,176,0,11,0,0,14
208,555,187,0,34,0,0,10
209,576,157,0,21,0,0,29
Total,87276,51310,0,4184,0,0,4392
