,AIADMK+,DMK,Others
0,ADMK,,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,274,0,138
1,343,0,236
2,296,0,224
3,282,0,185
4,328,0,194
5,297,0,279
6,264,0,308
7,221,0,357
8,258,0,305
9,546,0,261
10,445,0,374
11,474,0,477
12,572,0,237
13,245,0,265
14,638,0,219
15,443,0,150
16,512,0,226
17,320,0,173
18,475,0,227
19,298,0,160
20,434,0,164
21,270,0,156
22,427,0,146
23,401,0,389
24,511,0,237
25,431,0,158
26,388,0,121
27,531,0,308
28,507,0,222
29,502,0,380
30,584,0,347
31,263,0,266
32,305,0,192
33,289,0,321
34,288,0,383
35,348,0,373
36,366,0,146
37,368,0,283
38,517,0,470
39,352,0,339
40,338,0,256
41,491,0,242
42,279,0,273
43,579,0,321
44,446,0,121
45,258,0,211
46,239,0,249
47,587,0,374
48,352,0,234
49,474,0,257
50,370,0,167
51,383,0,301
52,280,0,239
53,471,0,291
54,470,0,335
55,521,0,271
56,384,0,263
57,312,0,204
58,630,0,296
59,325,0,148
60,357,0,183
61,270,0,208
62,380,0,226
63,347,0,267
64,316,0,177
65,458,0,208
66,360,0,278
67,218,0,187
68,513,0,366
69,371,0,236
70,460,0,314
71,360,0,305
72,163,0,275
73,659,0,321
74,494,0,267
75,325,0,238
76,387,0,315
77,407,0,315
78,314,0,279
79,318,0,290
80,270,0,220
81,360,0,209
82,360,0,140
83,494,0,234
84,352,0,172
85,355,0,199
86,375,0,317
87,425,0,211
88,317,0,173
89,346,0,298
90,534,0,357
91,362,0,375
92,338,0,209
93,389,0,257
94,486,0,368
95,392,0,384
96,500,0,275
97,461,0,259
98,451,0,207
99,435,0,275
100,502,0,234
101,359,0,220
102,457,0,359
103,417,0,395
104,278,0,198
105,362,0,357
106,403,0,195
107,199,0,83
108,425,0,396
109,410,0,248
110,414,0,247
111,390,0,286
112,324,0,297
113,406,0,285
114,514,0,362
115,518,0,315
116,187,0,267
117,395,0,309
118,339,0,249
119,284,0,421
120,300,0,309
121,556,0,219
122,335,0,202
123,310,0,181
124,536,0,324
125,270,0,191
126,637,0,281
127,332,0,161
128,307,0,165
129,448,0,103
130,306,0,164
131,583,0,355
132,374,0,277
133,465,0,305
134,403,0,109
135,504,0,288
136,482,0,238
137,423,0,201
138,454,0,266
139,629,0,278
140,341,0,286
141,367,0,215
142,197,0,230
143,379,0,275
144,499,0,276
145,577,0,337
146,452,0,278
147,550,0,251
148,554,0,292
149,308,0,278
150,327,0,257
151,462,0,174
152,414,0,141
153,228,0,124
154,340,0,308
155,456,0,173
156,449,0,157
157,563,0,221
158,515,0,235
159,527,0,233
160,560,0,202
161,453,0,234
162,440,0,258
163,365,0,229
164,610,0,294
165,332,0,217
166,475,0,222
167,352,0,254
168,353,0,228
169,465,0,224
170,404,0,191
171,338,0,198
172,311,0,196
173,605,0,250
174,308,0,134
175,485,0,347
176,542,0,418
177,426,0,199
178,444,0,181
179,439,0,329
180,402,0,300
181,422,0,256
182,451,0,230
183,427,0,251
184,500,0,310
185,483,0,284
186,194,0,118
187,203,0,94
188,270,0,165
189,287,0,147
190,327,0,266
191,524,0,330
192,476,0,263
193,501,0,316
194,274,0,168
195,242,0,190
196,278,0,168
197,470,0,320
198,347,0,219
199,299,0,197
200,290,0,189
201,177,0,65
202,526,0,319
203,359,0,234
204,206,0,247
205,256,0,218
206,297,0,225
207,369,0,324
208,506,0,348
209,357,0,267
210,254,0,134
211,330,0,293
212,253,0,184
213,297,0,234
214,334,0,279
215,623,0,309
216,396,0,366
217,389,0,209
218,331,0,221
219,390,0,227
220,265,0,147
221,279,0,139
222,203,0,158
223,182,0,152
224,325,0,182
225,183,0,133
226,185,0,124
227,307,0,208
228,293,0,211
229,534,0,356
230,287,0,179
231,271,0,163
232,314,0,272
233,505,0,333
234,370,0,222
235,372,0,232
236,220,0,182
237,222,0,177
238,369,0,238
239,473,0,327
240,544,0,368
241,300,0,260
242,195,0,164
243,302,0,185
244,285,0,209
245,354,0,244
246,162,0,88
Total,95348,0,60866
