,AIADMK+,DMK,Others
0,DMDK,INC,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,6,3,54
1,139,87,316
2,168,108,377
3,210,206,230
4,325,171,386
5,198,188,278
6,115,85,145
7,127,197,143
8,160,153,213
9,134,271,173
10,122,461,317
11,112,362,211
12,194,271,213
13,73,323,256
14,104,347,131
15,95,271,101
16,124,243,96
17,175,398,199
18,79,177,130
19,203,324,174
20,113,193,298
21,179,180,151
22,114,243,98
23,177,287,136
24,106,405,321
25,152,369,355
26,130,303,253
27,131,256,428
28,145,277,207
29,78,204,187
30,104,122,456
31,72,323,234
32,128,275,479
33,233,374,340
34,224,280,155
35,186,95,117
36,176,206,242
37,167,377,292
38,75,190,218
39,57,196,181
40,180,423,303
41,158,315,138
42,141,221,159
43,134,179,169
44,118,180,146
45,142,83,106
46,136,187,110
47,243,375,283
48,107,132,115
49,242,336,212
50,316,352,148
51,102,519,213
52,42,563,68
53,164,319,348
54,246,308,308
55,107,475,150
56,77,119,74
57,141,224,90
58,95,390,442
59,247,529,229
60,112,283,306
61,101,450,240
62,45,147,129
63,70,359,437
64,126,403,501
65,57,364,261
66,96,359,197
67,81,357,211
68,63,508,186
69,38,526,183
70,80,370,589
71,146,202,315
72,64,162,348
73,131,140,268
74,212,457,292
75,47,263,112
76,179,177,148
77,77,358,161
78,30,283,215
79,43,410,273
80,71,362,172
81,166,334,480
82,57,186,165
83,231,269,320
84,124,320,194
85,271,263,214
86,117,197,117
87,153,219,99
88,188,244,240
89,232,251,246
90,144,239,219
91,95,68,68
92,205,265,215
93,158,147,126
94,231,337,274
95,267,586,174
96,265,283,165
97,193,318,119
98,186,445,287
99,121,181,158
100,238,391,245
101,443,368,221
102,278,284,224
103,312,282,230
104,219,148,163
105,139,134,170
106,279,189,187
107,208,191,224
108,220,171,137
109,402,174,253
110,123,149,119
111,348,317,362
112,227,184,185
113,228,157,247
114,193,146,266
115,212,455,263
116,264,266,187
117,195,408,275
118,317,357,289
119,459,230,248
120,458,319,203
121,272,130,189
122,177,191,159
123,165,136,215
124,150,335,148
125,98,247,172
126,61,113,149
127,263,346,359
128,79,173,118
129,122,253,166
130,140,202,248
131,222,223,184
132,161,217,156
133,180,317,180
134,207,220,306
135,175,236,267
136,104,165,296
137,169,253,297
138,225,303,265
139,172,278,244
140,212,223,202
141,144,302,188
142,181,244,242
143,229,238,352
144,171,174,244
145,217,215,265
146,290,327,184
147,260,186,225
148,206,300,220
149,342,340,293
150,163,251,170
151,211,355,217
152,287,388,381
153,317,373,327
154,232,345,214
155,172,181,137
156,329,264,305
157,197,177,208
158,332,366,322
159,74,104,170
160,222,336,238
161,319,324,363
162,94,220,145
163,149,168,182
164,427,284,211
165,459,331,252
166,465,280,329
167,243,367,196
168,298,378,274
169,268,252,357
170,253,254,293
171,312,320,273
172,219,221,315
173,157,163,293
174,277,223,245
175,194,220,220
176,200,147,193
177,202,154,153
178,280,291,350
179,278,219,332
180,282,191,123
181,218,152,144
182,415,249,195
183,315,184,198
184,235,198,136
185,321,183,138
186,248,320,196
187,259,273,125
188,218,130,108
189,164,132,84
190,178,115,114
191,281,171,137
192,286,267,187
193,255,272,161
194,260,231,152
195,370,317,190
196,259,215,282
197,246,176,116
198,186,194,110
199,191,241,139
200,243,138,77
201,171,109,66
202,427,272,184
203,100,155,98
204,309,192,111
205,235,191,103
206,347,251,149
207,121,134,82
208,290,206,166
209,359,153,137
210,187,181,125
211,305,210,143
212,243,223,99
213,389,237,128
214,426,259,193
215,180,162,127
216,108,122,85
217,252,238,181
218,170,149,111
219,273,206,255
220,204,115,254
221,143,109,219
222,254,120,334
223,50,160,343
224,295,195,404
225,117,107,84
226,220,288,419
227,229,169,172
228,433,352,226
229,214,236,192
230,299,218,338
231,93,134,185
232,204,115,168
233,240,367,190
234,147,310,124
235,331,239,247
236,220,228,152
237,242,324,240
238,532,189,140
239,261,438,277
240,129,549,243
241,282,352,269
242,139,222,265
243,153,258,217
244,273,443,260
245,295,236,265
246,145,258,262
247,160,329,249
248,149,229,385
249,318,177,257
250,0,1,0
251,164,230,397
252,232,74,363
253,286,234,239
254,118,157,404
255,155,125,261
Total,50855,64571,56121
