,AIADMK+,DMK,Others
0,ADMK,DMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,274,286,85
1,208,296,90
2,262,337,65
3,184,208,100
4,247,290,92
5,426,250,103
6,320,147,78
7,232,211,64
8,205,218,41
9,323,276,125
10,303,405,65
11,304,191,113
12,354,309,50
13,247,203,80
14,378,410,89
15,240,366,30
16,326,300,68
17,321,330,25
18,337,117,23
19,330,171,57
20,357,318,48
21,205,244,102
22,268,333,146
23,299,289,71
24,308,359,142
25,522,294,162
26,317,385,39
27,342,299,51
28,259,287,77
29,308,297,155
30,347,420,68
31,163,191,30
32,209,188,8
33,168,193,71
34,295,265,25
35,437,402,82
36,414,365,153
37,198,245,19
38,516,187,39
39,208,276,47
40,206,291,132
41,105,130,53
42,337,306,102
43,380,344,134
44,258,347,56
45,649,355,151
46,364,323,69
47,283,222,50
48,390,402,148
49,228,313,30
50,278,192,38
51,264,204,34
52,224,292,40
53,413,316,78
54,241,297,29
55,390,482,11
56,399,395,82
57,113,255,9
58,305,347,105
59,218,211,29
60,427,415,161
61,267,361,24
62,456,435,88
63,348,407,83
64,498,492,47
65,366,508,33
66,215,228,32
67,413,280,76
68,430,420,79
69,185,188,37
70,605,409,150
71,469,464,84
72,391,499,84
73,264,220,46
74,217,193,45
75,296,266,94
76,390,252,72
77,241,191,19
78,349,237,80
79,590,267,126
80,447,345,122
81,397,181,58
82,274,416,94
83,283,324,25
84,211,203,53
85,276,326,63
86,192,196,67
87,304,301,78
88,229,187,48
89,277,188,40
90,268,231,57
91,324,131,65
92,292,311,54
93,262,246,124
94,272,274,63
95,373,310,55
96,510,373,104
97,390,324,78
98,308,223,84
99,504,351,97
100,542,196,180
101,338,236,73
102,362,456,60
103,349,442,60
104,469,414,121
105,301,360,75
106,380,345,136
107,262,205,137
108,227,280,55
109,305,205,87
110,483,362,186
111,257,275,143
112,350,262,110
113,395,195,160
114,178,154,113
115,361,323,86
116,288,269,32
117,468,221,79
118,348,115,78
119,400,214,122
120,252,391,58
121,133,176,46
122,406,232,120
123,730,121,192
124,526,204,223
125,330,170,233
126,539,131,259
127,346,215,232
128,215,326,25
129,259,240,139
130,387,170,150
131,329,242,53
132,356,108,171
133,199,62,149
134,217,237,51
135,238,169,75
136,220,92,85
137,241,127,260
138,234,242,174
139,194,41,162
140,395,82,206
141,289,94,255
142,287,205,186
143,209,89,106
144,250,123,191
145,275,125,132
146,229,186,109
147,233,194,115
148,334,183,291
149,288,174,168
150,154,122,199
151,260,133,206
152,228,102,82
153,463,154,296
154,388,239,95
155,219,300,5
156,189,153,3
157,400,232,10
158,180,207,11
159,288,187,60
160,295,179,6
161,332,226,14
162,184,155,13
163,234,207,22
164,362,240,184
165,494,302,211
166,345,249,250
167,338,243,188
168,293,109,72
169,417,402,166
170,353,118,140
171,446,169,202
172,304,124,166
173,461,365,24
174,270,195,15
175,352,221,17
176,286,150,5
177,345,169,9
178,333,376,176
179,367,403,90
180,200,81,55
181,328,204,111
182,289,320,44
183,334,438,106
184,425,223,93
185,438,256,174
186,377,173,84
187,603,284,132
188,310,208,41
189,322,282,136
190,193,149,148
191,294,360,23
192,300,231,36
193,370,461,60
194,238,431,28
195,251,286,19
196,473,380,134
197,460,436,134
198,326,295,75
199,287,453,61
200,433,279,93
201,331,266,123
202,408,379,69
203,293,325,81
204,355,253,74
205,318,207,68
206,296,305,67
207,411,308,147
208,206,133,77
209,423,243,153
210,241,225,147
211,576,382,198
212,165,229,55
213,326,190,232
214,362,227,81
215,362,357,111
216,264,459,65
217,218,243,50
218,314,328,58
219,395,290,73
220,469,410,128
221,436,296,76
222,416,381,112
223,305,165,13
224,355,152,24
225,241,369,83
226,182,179,74
227,326,124,149
228,222,144,195
229,288,318,112
230,318,321,96
231,235,319,25
232,351,268,105
233,390,272,251
234,408,363,197
235,416,192,212
236,274,173,143
237,451,387,133
238,458,227,155
239,390,239,101
240,567,208,184
241,449,177,97
242,321,146,5
243,510,310,21
244,522,330,24
245,346,208,53
246,553,349,37
247,249,325,26
248,697,317,33
249,672,303,18
250,419,404,29
251,698,248,33
252,442,276,20
253,652,515,19
254,346,149,120
255,456,282,138
256,320,189,150
257,549,404,120
Total,86813,68484,24120
