,AIADMK+,DMK,Others
0,DMDK,PMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,361,295,40
1,263,276,71
2,160,277,50
3,213,97,49
4,268,429,51
5,536,327,120
6,272,385,68
7,257,318,82
8,426,380,95
9,576,274,123
10,478,170,56
11,388,119,73
12,119,460,8
13,79,462,14
14,337,391,99
15,425,332,95
16,545,251,175
17,510,315,146
18,304,228,98
19,201,96,62
20,255,212,77
21,428,170,50
22,343,128,124
23,516,354,176
24,511,318,113
25,372,168,49
26,287,168,120
27,387,324,74
28,300,217,59
29,232,202,117
30,566,350,85
31,303,261,32
32,239,230,68
33,425,295,148
34,446,186,102
35,394,110,97
36,361,298,112
37,278,267,64
38,431,261,92
39,391,488,112
40,339,204,107
41,553,241,198
42,305,424,81
43,359,400,178
44,573,202,94
45,306,172,80
46,350,482,79
47,450,432,158
48,265,173,96
49,426,314,109
50,265,228,46
51,496,417,123
52,368,238,60
53,373,227,69
54,414,216,58
55,313,447,43
56,384,376,58
57,146,431,41
58,235,259,67
59,173,295,60
60,417,529,135
61,475,532,87
62,264,221,61
63,476,287,152
64,426,314,85
65,405,323,70
66,261,182,29
67,198,210,44
68,216,237,28
69,379,359,57
70,209,198,17
71,216,218,32
72,361,304,58
73,169,201,35
74,333,396,46
75,263,250,19
76,233,280,44
77,221,263,35
78,153,237,35
79,137,177,22
80,245,390,43
81,334,169,59
82,506,181,70
83,653,205,149
84,449,426,87
85,324,303,41
86,277,340,38
87,293,355,52
88,405,310,44
89,416,327,81
90,191,278,73
91,241,577,41
92,464,465,101
93,355,415,69
94,210,264,40
95,364,483,79
96,314,378,95
97,442,454,104
98,169,198,47
99,461,433,81
100,236,204,46
101,206,222,44
102,151,211,38
103,279,293,38
104,479,423,82
105,387,321,89
106,204,253,97
107,439,342,94
108,331,292,72
109,276,306,122
110,307,413,74
111,292,305,47
112,451,300,82
113,364,253,52
114,258,334,48
115,387,552,79
116,218,230,44
117,202,216,43
118,72,164,24
119,291,289,81
120,330,504,62
121,247,231,40
122,202,257,43
123,412,389,90
124,497,393,117
125,507,437,99
126,275,237,55
127,247,315,39
128,238,346,54
129,315,420,69
130,352,444,57
131,362,233,58
132,228,259,29
133,246,400,29
134,188,458,40
135,367,293,78
136,296,233,44
137,222,179,91
138,405,284,71
139,434,382,93
140,401,332,114
141,355,249,78
142,136,266,32
143,172,253,34
144,278,374,50
145,239,274,30
146,197,276,51
147,124,225,35
148,186,257,23
149,142,247,46
150,337,348,94
151,355,197,36
152,289,228,65
153,380,222,73
154,216,278,45
155,189,323,74
156,328,333,83
157,350,342,58
158,265,200,63
159,149,306,52
160,244,246,26
161,195,243,71
162,406,250,54
163,344,409,78
164,293,405,70
165,341,237,42
166,261,267,38
167,312,218,85
168,228,198,62
169,283,382,90
170,463,289,150
171,238,709,88
172,383,362,81
173,233,346,63
174,206,580,57
175,458,335,111
176,511,382,62
177,93,168,27
178,217,346,61
179,288,393,38
180,212,285,64
181,234,532,118
182,155,118,46
183,116,142,34
184,362,154,92
185,112,75,28
186,356,285,93
187,398,344,176
188,248,371,81
189,198,455,103
190,120,266,27
191,208,350,34
192,254,233,58
193,178,258,95
194,483,455,138
195,214,370,47
196,190,166,45
197,298,212,52
198,205,285,90
199,400,383,70
200,230,162,86
201,273,255,34
202,205,258,67
203,326,224,60
204,337,349,61
205,400,216,101
206,373,254,116
207,398,268,108
208,360,296,100
209,328,330,97
210,379,261,83
211,283,217,79
212,244,158,66
213,295,212,36
214,206,194,103
215,446,280,151
216,217,232,67
217,407,207,136
218,316,241,44
219,223,251,96
220,156,297,55
221,195,269,101
222,366,286,125
223,353,217,70
224,356,284,66
225,155,158,61
226,230,173,85
227,239,199,68
228,281,212,89
229,249,253,83
230,431,475,100
231,287,309,73
232,268,134,31
233,187,128,66
234,305,501,140
235,331,356,60
236,356,217,82
237,271,233,119
238,254,112,62
239,262,211,214
240,262,234,134
241,378,398,101
242,248,301,80
243,389,237,114
244,366,264,75
245,479,243,81
246,445,216,72
Total,76772,72169,18369
