,AIADMK+,DMK,PWF,NDA,PMK,NTK,Others
0,,,DMDK,"['BJP', 'IJK']",PMK,,"['BJP', 'PMK', 'IJK', 'DMDK', 'IND']"
0,0,0,121,17,428,0,29
1,0,0,89,33,375,0,62
2,0,0,94,17,646,0,13
3,0,0,61,14,545,0,14
4,0,0,161,11,440,0,24
5,0,0,97,28,376,0,35
6,0,0,57,11,945,0,22
7,0,0,179,28,451,0,72
8,0,0,276,40,424,0,68
9,0,0,206,8,264,0,43
10,0,0,206,15,253,0,50
11,0,0,407,19,241,0,113
12,0,0,99,9,421,0,26
13,0,0,57,30,363,0,35
14,0,0,314,31,552,0,86
15,0,0,168,22,400,0,84
16,0,0,48,11,562,0,16
17,0,0,219,10,111,0,105
18,0,0,211,10,310,0,90
19,0,0,262,6,168,0,69
20,0,0,228,16,159,0,87
21,0,0,270,10,128,0,58
22,0,0,546,11,137,0,91
23,0,0,304,6,172,0,66
24,0,0,149,9,419,0,30
25,0,0,102,27,321,0,45
26,0,0,299,8,141,0,76
27,0,0,231,20,155,0,72
28,0,0,385,19,414,0,129
29,0,0,572,26,240,0,147
30,0,0,528,19,367,0,86
31,0,0,632,33,217,0,180
32,0,0,443,21,308,0,77
33,0,0,581,21,339,0,173
34,0,0,230,13,107,0,123
35,0,0,314,19,305,0,97
36,0,0,396,30,430,0,99
37,0,0,288,35,231,0,123
38,0,0,198,13,111,0,67
39,0,0,246,12,176,0,99
40,0,0,246,15,158,0,81
41,0,0,502,30,280,0,149
42,0,0,344,13,164,0,112
43,0,0,245,21,248,0,66
44,0,0,352,15,240,0,107
45,0,0,266,20,475,0,87
46,0,0,438,19,277,0,134
47,0,0,326,16,298,0,84
48,0,0,275,3,178,0,47
49,0,0,209,25,164,0,77
50,0,0,362,28,275,0,138
51,0,0,353,22,233,0,87
52,0,0,357,18,222,0,54
53,0,0,216,21,207,0,77
54,0,0,264,20,242,0,75
55,0,0,220,12,235,0,49
56,0,0,240,42,214,0,121
57,0,0,286,18,173,0,153
58,0,0,235,9,95,0,97
59,0,0,382,27,295,0,41
60,0,0,489,22,231,0,80
61,0,0,288,14,210,0,68
62,0,0,302,18,166,0,58
63,0,0,326,11,265,0,45
64,0,0,372,18,172,0,68
65,0,0,446,24,358,0,105
66,0,0,218,9,322,0,59
67,0,0,212,10,231,0,62
68,0,0,280,24,268,0,81
69,0,0,229,19,282,0,69
70,0,0,515,18,429,0,65
71,0,0,306,15,301,0,51
72,0,0,411,18,308,0,76
73,0,0,351,13,277,0,66
74,0,0,232,12,245,0,46
75,0,0,264,10,265,0,34
76,0,0,406,10,241,0,43
77,0,0,219,8,184,0,20
78,0,0,275,11,321,0,41
79,0,0,396,10,412,0,79
80,0,0,370,17,282,0,80
81,0,0,469,22,395,0,59
82,0,0,339,21,485,0,66
83,0,0,340,22,415,0,38
84,0,0,163,33,308,0,21
85,0,0,219,30,354,0,17
86,0,0,298,5,152,0,40
87,0,0,201,14,202,0,39
88,0,0,241,19,414,0,28
89,0,0,360,20,479,0,36
90,0,0,106,12,200,0,16
91,0,0,485,25,365,0,58
92,0,0,388,16,410,0,44
93,0,0,257,17,319,0,44
94,0,0,348,18,340,0,41
95,0,0,435,10,393,0,36
96,0,0,250,15,344,0,12
97,0,0,254,12,459,0,23
98,0,0,107,24,235,0,5
99,0,0,341,14,431,0,28
100,0,0,293,22,447,0,33
101,0,0,351,16,364,0,41
102,0,0,171,12,317,0,38
103,0,0,258,17,215,0,42
104,0,0,213,12,284,0,36
105,0,0,237,13,285,0,38
106,0,0,252,8,376,0,52
107,0,0,423,42,492,0,70
108,0,0,303,18,286,0,37
109,0,0,377,20,287,0,43
110,0,0,300,14,216,0,35
111,0,0,293,15,225,0,34
112,0,0,174,10,165,0,14
113,0,0,177,9,126,0,20
114,0,0,184,8,319,0,36
115,0,0,129,14,275,0,39
116,0,0,452,24,410,0,100
117,0,0,155,8,334,0,23
118,0,0,171,14,393,0,38
119,0,0,285,16,354,0,60
120,0,0,300,26,293,0,48
121,0,0,250,19,390,0,57
122,0,0,197,14,398,0,43
123,0,0,290,23,535,0,58
124,0,0,298,24,398,0,82
125,0,0,424,38,428,0,99
126,0,0,223,15,513,0,50
127,0,0,161,13,252,0,35
128,0,0,162,13,337,0,17
129,0,0,132,13,342,0,23
130,0,0,398,13,254,0,75
131,0,0,280,12,361,0,50
132,0,0,365,34,503,0,49
133,0,0,414,32,541,0,46
134,0,0,343,23,361,0,46
135,0,0,361,28,410,0,40
136,0,0,412,10,385,0,53
137,0,0,422,16,346,0,41
138,0,0,278,10,270,0,31
139,0,0,231,16,306,0,40
140,0,0,374,10,334,0,33
141,0,0,328,27,333,0,91
142,0,0,352,22,272,0,100
143,0,0,244,23,338,0,89
144,0,0,253,9,271,0,48
145,0,0,170,23,286,0,46
146,0,0,388,17,350,0,68
147,0,0,266,19,370,0,80
148,0,0,476,16,418,0,70
149,0,0,231,3,209,0,20
150,0,0,198,9,242,0,22
151,0,0,343,7,233,0,50
152,0,0,314,11,142,0,48
153,0,0,324,12,317,0,41
154,0,0,143,16,222,0,31
155,0,0,276,5,229,0,15
156,0,0,222,6,234,0,41
157,0,0,437,31,463,0,101
158,0,0,233,24,282,0,36
159,0,0,149,34,227,0,56
160,0,0,286,56,371,0,71
161,0,0,332,61,193,0,77
162,0,0,262,8,284,0,41
163,0,0,363,12,273,0,48
164,0,0,252,12,439,0,49
165,0,0,299,41,333,0,108
166,0,0,541,63,225,0,112
167,0,0,464,29,380,0,64
168,0,0,289,47,353,0,120
169,0,0,274,18,288,0,116
170,0,0,302,11,293,0,19
171,0,0,206,15,270,0,43
172,0,0,317,41,324,0,82
173,0,0,248,14,222,0,17
174,0,0,233,10,258,0,47
175,0,0,151,19,206,0,90
176,0,0,325,33,276,0,86
177,0,0,217,20,175,0,62
178,0,0,257,15,154,0,63
179,0,0,214,14,268,0,68
180,0,0,297,22,235,0,68
181,0,0,262,32,157,0,87
182,0,0,291,16,146,0,74
183,0,0,276,11,137,0,74
184,0,0,378,22,358,0,116
185,0,0,276,14,223,0,76
186,0,0,385,9,166,0,56
187,0,0,317,23,299,0,121
188,0,0,289,13,208,0,75
189,0,0,248,21,215,0,71
190,0,0,277,15,189,0,40
191,0,0,207,29,197,0,70
192,0,0,418,20,313,0,83
193,0,0,464,23,345,0,89
194,0,0,273,10,199,0,59
195,0,0,327,12,162,0,68
196,0,0,286,14,187,0,53
197,0,0,309,18,241,0,83
198,0,0,238,11,335,0,38
199,0,0,198,20,276,0,60
200,0,0,307,11,208,0,61
201,0,0,265,35,323,0,141
202,0,0,313,20,268,0,116
203,0,0,304,16,387,0,61
204,0,0,576,26,181,0,91
205,0,0,471,22,209,0,116
206,0,0,450,14,177,0,101
207,0,0,283,14,270,0,55
208,0,0,257,9,174,0,49
209,0,0,280,5,315,0,61
210,0,0,222,15,250,0,91
211,0,0,395,23,403,0,99
212,0,0,309,6,307,0,50
213,0,0,450,5,151,0,65
214,0,0,340,24,110,0,112
215,0,0,449,15,130,0,104
216,0,0,387,17,162,0,51
217,0,0,425,27,329,0,83
218,0,0,607,23,424,0,74
219,0,0,659,27,333,0,53
220,0,0,744,22,332,0,77
221,0,0,312,33,214,0,57
222,0,0,346,51,211,0,75
223,0,0,421,129,202,0,126
224,0,0,359,35,284,0,53
225,0,0,225,16,231,0,32
226,0,0,187,25,197,0,71
227,0,0,343,36,486,0,38
228,0,0,340,16,308,0,56
229,0,0,372,28,369,0,57
230,0,0,460,25,352,0,104
231,0,0,319,18,240,0,73
232,0,0,269,14,216,0,53
233,0,0,260,20,245,0,76
234,0,0,271,22,439,0,34
235,0,0,352,19,290,0,82
236,0,0,375,6,148,0,68
237,0,0,346,12,179,0,87
238,0,0,590,18,252,0,136
239,0,0,225,11,268,0,35
240,0,0,182,12,360,0,41
241,0,0,422,32,435,0,97
242,0,0,483,24,243,0,105
243,0,0,428,11,159,0,37
244,0,0,319,19,127,0,67
245,0,0,424,21,372,0,102
246,0,0,394,11,132,0,49
247,0,0,450,12,162,0,53
Total,0,0,75575,4766,72597,0,16081
