,AIADMK+,DMK,Others
0,ADMK,DMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,347,381,39
1,202,152,24
2,372,201,42
3,263,254,28
4,307,278,19
5,315,396,26
6,149,602,15
7,56,405,6
8,323,518,43
9,282,439,30
10,191,299,11
11,429,407,52
12,105,305,8
13,383,278,26
14,254,520,33
15,359,522,24
16,360,218,34
17,527,434,27
18,554,176,13
19,390,192,22
20,408,490,38
21,553,360,37
22,446,491,45
23,643,434,42
24,343,276,36
25,322,211,21
26,540,267,33
27,405,353,27
28,364,464,23
29,631,294,48
30,438,292,27
31,419,214,43
32,345,240,47
33,461,282,56
34,202,254,21
35,307,269,43
36,338,332,42
37,357,385,54
38,320,482,49
39,468,457,47
40,424,459,62
41,389,340,35
42,343,253,29
43,411,524,49
44,370,445,76
45,264,272,28
46,242,181,46
47,414,332,41
48,612,433,58
49,375,411,36
50,389,406,62
51,484,448,50
52,521,385,74
53,381,314,58
54,471,362,84
55,541,394,67
56,339,322,49
57,225,277,45
58,529,523,65
59,473,411,60
60,296,351,36
61,522,279,34
62,562,328,31
63,378,204,28
64,554,419,62
65,407,455,36
66,542,289,43
67,321,321,48
68,284,289,23
69,258,299,29
70,237,246,44
71,204,265,22
72,358,311,28
73,428,423,33
74,339,481,50
75,681,318,63
76,520,404,44
77,377,256,57
78,351,390,70
79,348,316,57
80,389,264,63
81,397,217,25
82,283,232,47
83,245,247,38
84,336,164,24
85,307,153,24
86,414,258,39
87,450,280,30
88,434,226,40
89,525,315,50
90,352,269,62
91,376,224,61
92,245,241,34
93,261,244,37
94,313,222,32
95,334,267,44
96,470,294,64
97,408,378,59
98,418,365,47
99,465,326,45
100,357,212,54
101,523,387,78
102,313,305,34
103,304,187,48
104,376,336,27
105,305,295,48
106,525,227,68
107,489,251,53
108,344,242,39
109,240,161,29
110,360,233,45
111,237,158,19
112,374,244,46
113,416,237,50
114,369,353,50
115,369,303,42
116,348,337,36
117,356,305,30
118,297,228,33
119,480,286,46
120,401,177,30
121,579,251,41
122,590,205,59
123,597,264,29
124,392,195,17
125,288,443,23
126,654,269,49
127,145,152,14
128,367,295,34
129,267,247,30
130,463,340,36
131,196,267,19
132,218,391,33
133,254,209,30
134,605,215,47
135,532,307,37
136,420,237,22
137,344,386,36
138,518,253,24
139,410,251,38
140,342,140,13
141,186,212,18
142,206,219,21
143,422,293,31
144,723,188,46
145,451,299,42
146,258,311,25
147,183,350,26
148,337,238,24
149,359,178,25
150,509,449,45
151,403,217,12
152,356,281,34
153,10,138,3
154,448,513,113
155,501,279,25
156,189,344,19
157,457,121,25
158,529,353,34
159,186,126,11
160,424,290,62
161,383,154,13
162,546,154,35
163,483,138,35
164,646,276,41
165,447,245,40
166,470,363,56
167,464,430,62
168,446,257,46
169,415,243,53
170,403,244,22
171,284,192,44
172,426,210,29
173,393,238,28
174,418,303,18
175,359,200,25
176,545,237,33
177,632,359,41
178,784,259,35
179,790,288,50
180,124,130,9
181,365,326,31
182,488,392,60
183,356,203,9
184,459,276,45
185,494,225,38
186,383,262,58
187,384,167,31
188,296,160,26
189,221,249,65
190,425,311,43
191,317,328,24
192,600,215,49
193,629,285,53
194,456,242,38
195,568,177,49
196,418,442,39
197,695,280,51
198,722,254,45
199,726,237,53
200,534,401,53
201,505,139,51
202,960,173,111
203,809,160,56
204,419,115,38
205,332,249,51
206,461,210,38
207,393,114,33
208,436,189,50
209,521,141,34
210,311,439,55
211,423,250,33
212,425,199,34
213,232,224,30
214,275,248,50
215,372,175,42
216,547,393,69
217,599,259,43
218,779,181,34
219,428,170,55
220,537,377,78
221,219,251,19
222,504,197,41
223,607,269,40
224,273,113,34
225,397,226,46
226,379,231,30
227,294,392,31
228,313,274,37
229,303,320,18
230,202,362,10
231,379,167,40
232,587,317,60
233,294,319,48
234,416,125,45
235,321,114,33
236,640,180,45
237,489,280,50
238,545,348,37
239,366,272,40
240,462,362,87
241,502,129,37
242,394,351,28
243,484,496,34
Total,99293,70178,9705
