,AIADMK+,DMK,Others
0,ADMK,DMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,271,184,51
1,297,329,38
2,402,394,245
3,252,418,35
4,325,514,35
5,357,455,59
6,253,374,29
7,406,372,27
8,219,684,28
9,272,588,20
10,396,515,36
11,517,324,45
12,192,569,27
13,300,410,22
14,386,505,23
15,386,300,33
16,353,375,28
17,343,412,13
18,173,259,24
19,159,163,35
20,345,227,39
21,373,296,32
22,417,409,88
23,296,275,35
24,253,307,29
25,526,398,37
26,145,438,11
27,380,291,29
28,454,340,60
29,480,420,61
30,323,463,27
31,488,498,65
32,196,245,16
33,653,460,54
34,308,276,23
35,313,170,13
36,71,260,9
37,272,520,15
38,235,297,9
39,264,312,16
40,281,565,11
41,479,210,23
42,414,358,31
43,245,243,42
44,294,304,30
45,292,274,36
46,393,290,113
47,279,276,17
48,393,349,38
49,396,298,44
50,414,412,30
51,282,231,39
52,113,124,16
53,323,310,28
54,511,262,36
55,232,220,25
56,162,174,42
57,429,458,83
58,233,217,199
59,668,395,139
60,486,299,144
61,326,322,45
62,452,218,39
63,315,218,41
64,549,454,84
65,356,292,43
66,361,326,54
67,493,442,75
68,290,352,25
69,403,356,36
70,480,354,42
71,394,233,34
72,359,246,21
73,362,570,35
74,581,355,51
75,300,195,22
76,351,292,107
77,363,330,27
78,406,232,21
79,423,397,11
80,522,203,42
81,267,339,29
82,271,325,30
83,390,342,28
84,144,425,4
85,480,237,45
86,141,474,10
87,51,238,3
88,57,525,3
89,162,611,13
90,53,370,6
91,41,420,3
92,52,291,7
93,40,511,3
94,165,288,3
95,70,562,5
96,227,581,16
97,142,390,8
98,104,356,2
99,334,583,10
100,543,425,31
101,205,390,14
102,349,642,25
103,140,350,6
104,392,348,27
105,386,304,28
106,382,214,31
107,185,328,9
108,288,354,37
109,202,539,12
110,220,231,9
111,427,210,12
112,413,354,48
113,254,386,28
114,376,405,52
115,489,476,58
116,476,421,63
117,351,319,26
118,306,262,32
119,500,453,43
120,396,414,48
121,314,206,14
122,243,191,48
123,132,344,74
124,383,613,58
125,212,278,27
126,250,177,18
127,333,453,86
128,553,400,55
129,510,307,53
130,528,363,46
131,489,237,138
132,331,115,29
133,361,155,168
134,387,223,73
135,240,306,15
136,562,458,45
137,563,459,84
138,348,137,90
139,346,280,72
140,520,122,258
141,322,177,442
142,426,267,184
143,607,398,74
144,431,410,22
145,309,222,8
146,233,263,21
147,286,325,29
148,447,387,19
149,186,327,49
150,227,179,22
151,281,255,29
152,425,468,72
153,314,434,35
154,167,325,9
155,208,202,15
156,166,134,17
157,297,236,60
158,260,174,33
159,299,195,28
160,287,209,70
161,177,192,27
162,286,215,36
163,224,160,12
164,246,229,23
165,127,241,6
166,245,403,19
167,308,375,24
168,361,342,95
169,316,231,33
170,135,303,6
171,133,371,34
172,305,225,33
173,216,282,38
174,514,227,43
175,244,194,72
176,425,403,33
177,344,193,29
178,323,372,28
179,369,209,23
180,221,102,10
181,423,351,48
182,398,356,49
183,370,229,96
184,357,197,46
185,383,283,44
186,210,361,19
187,480,195,104
188,342,243,67
189,223,418,12
190,422,253,66
191,484,227,81
192,323,181,30
193,423,267,57
194,443,303,32
195,351,292,25
196,285,163,170
197,289,292,23
198,169,169,222
199,197,136,141
200,426,431,26
201,252,298,15
202,218,231,14
203,462,438,6
204,495,440,15
205,403,393,14
206,295,273,18
207,239,194,27
208,239,215,56
209,226,157,41
Total,68056,68061,9286
