,AIADMK+,DMK,Others
0,ADMK,DMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,149,93,34
1,365,191,77
2,164,163,31
3,212,187,8
4,472,159,28
5,456,136,41
6,154,106,12
7,327,255,85
8,313,131,77
9,369,149,46
10,451,327,46
11,272,264,22
12,222,214,63
13,136,202,27
14,388,84,38
15,319,296,31
16,161,95,11
17,321,154,58
18,172,89,57
19,223,114,31
20,269,126,36
21,171,127,30
22,220,184,50
23,175,117,20
24,226,88,17
25,324,365,62
26,441,276,39
27,158,131,17
28,352,166,67
29,399,363,76
30,363,241,35
31,141,199,16
32,224,76,19
33,273,410,16
34,219,206,19
35,159,269,9
36,553,457,29
37,269,303,20
38,183,269,12
39,346,167,30
40,414,190,51
41,283,128,22
42,562,329,44
43,294,183,43
44,254,155,44
45,360,203,35
46,397,178,38
47,196,214,20
48,456,231,39
49,525,191,28
50,575,268,21
51,425,235,19
52,669,267,28
53,554,329,31
54,359,183,8
55,417,224,25
56,422,245,20
57,602,254,12
58,548,327,20
59,511,270,25
60,589,295,28
61,531,301,21
62,377,141,11
63,336,132,22
64,439,146,17
65,354,197,19
66,567,348,32
67,657,274,23
68,454,246,29
69,519,285,35
70,671,306,29
71,386,196,14
72,424,227,23
73,643,341,46
74,318,127,9
75,440,226,10
76,342,269,20
77,387,298,27
78,395,253,19
79,456,336,30
80,373,326,10
81,418,267,8
82,431,178,27
83,401,235,20
84,544,266,29
85,468,348,31
86,419,335,30
87,561,308,21
88,546,372,20
89,383,293,61
90,463,256,47
91,533,406,74
92,273,129,32
93,308,277,11
94,258,273,16
95,456,296,66
96,538,361,96
97,146,308,20
98,245,270,27
99,243,202,21
100,310,200,23
101,293,241,34
102,211,373,19
103,424,211,14
104,378,249,58
105,388,180,43
106,375,160,17
107,432,226,16
108,294,104,14
109,404,342,47
110,544,338,37
111,516,244,40
112,509,368,75
113,339,182,119
114,469,415,26
115,433,425,15
116,484,186,24
117,434,223,22
118,429,355,31
119,556,254,31
120,447,295,21
121,324,208,19
122,561,338,28
123,375,162,8
124,379,167,29
125,473,236,30
126,306,352,14
127,214,315,30
128,236,199,37
129,231,259,39
130,323,259,78
131,238,263,57
132,356,218,42
133,416,222,28
134,567,333,28
135,415,304,61
136,467,426,90
137,583,482,37
138,545,360,20
139,537,361,25
140,510,323,35
141,320,176,24
142,321,187,15
143,417,249,21
144,607,325,24
145,513,204,16
146,464,282,27
147,452,273,14
148,473,233,29
149,426,311,38
150,380,255,39
151,398,194,31
152,398,134,21
153,553,371,17
154,371,281,9
155,326,275,11
156,560,245,19
157,306,226,16
158,354,257,19
159,552,262,18
160,688,420,36
161,508,448,20
162,445,319,25
163,465,250,6
164,453,358,11
165,331,260,11
166,319,259,19
167,437,264,17
168,424,326,20
169,464,352,18
170,350,234,17
171,453,276,20
172,356,252,16
173,345,157,26
174,348,193,19
175,326,208,26
176,415,270,21
177,295,282,39
178,434,359,35
179,436,273,46
180,429,396,13
181,548,490,32
182,213,134,6
183,279,151,7
184,350,346,39
185,367,201,30
186,417,308,24
187,357,313,23
188,306,244,23
189,341,206,23
190,395,334,50
191,465,394,8
192,300,204,8
193,470,342,70
194,356,305,38
195,347,345,16
196,310,213,40
197,426,390,28
198,444,316,18
199,307,203,20
200,281,228,20
201,506,207,31
202,527,103,35
203,321,186,9
204,415,325,27
205,412,275,13
206,400,198,23
207,459,182,20
208,268,144,7
209,360,162,20
210,366,152,32
211,263,199,37
212,514,283,15
213,595,195,33
214,643,252,46
215,306,205,32
216,361,145,61
217,696,213,71
218,626,309,47
219,327,276,12
220,345,212,21
221,362,328,20
222,311,282,19
223,384,200,11
224,422,344,34
225,299,472,51
226,483,291,28
227,411,316,24
228,361,389,26
229,486,165,61
230,294,231,42
231,300,272,28
232,440,417,76
233,284,234,30
234,394,243,35
235,332,267,8
236,273,417,20
237,302,175,16
238,383,287,47
239,283,172,11
240,349,311,33
241,298,173,56
242,519,229,63
243,572,217,62
244,358,242,17
245,281,200,6
246,485,240,35
247,383,237,25
248,492,230,37
249,448,219,39
250,614,192,47
251,447,172,47
252,490,288,93
253,527,282,32
254,561,259,110
255,569,279,68
256,402,129,59
257,575,281,144
258,504,196,129
259,329,196,64
260,473,258,130
261,406,318,77
262,418,236,67
Total,104156,66233,8618
