,AIADMK+,DMK,Others
0,ADMK,PMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,310,186,18
1,301,168,32
2,386,466,75
3,580,313,17
4,339,460,79
5,536,257,62
6,400,180,29
7,326,173,40
8,394,285,25
9,559,268,62
10,327,142,31
11,190,180,27
12,314,291,42
13,262,243,14
14,293,331,48
15,347,328,43
16,541,354,38
17,375,424,75
18,266,205,34
19,173,257,31
20,496,228,52
21,311,151,40
22,503,388,56
23,459,425,40
24,519,374,53
25,247,183,20
26,267,346,24
27,491,233,19
28,236,224,15
29,404,249,26
30,297,471,28
31,366,332,26
32,376,314,44
33,525,242,15
34,359,152,28
35,436,370,35
36,424,354,43
37,366,295,41
38,433,332,53
39,425,248,26
40,314,289,25
41,467,370,50
42,235,342,22
43,278,282,39
44,432,385,35
45,373,285,35
46,400,230,23
47,379,246,31
48,184,266,35
49,470,450,44
50,346,303,19
51,433,220,51
52,490,315,42
53,215,208,17
54,381,429,54
55,423,469,51
56,328,208,25
57,357,304,64
58,280,366,104
59,346,290,28
60,325,213,37
61,238,271,15
62,395,373,20
63,416,277,31
64,374,263,17
65,344,268,19
66,303,341,34
67,553,330,28
68,352,267,20
69,203,165,7
70,394,274,28
71,504,247,116
72,427,348,69
73,344,239,75
74,614,296,139
75,356,363,13
76,379,222,13
77,303,211,24
78,498,213,15
79,284,128,7
80,579,314,26
81,413,323,33
82,377,305,21
83,271,287,9
84,392,237,20
85,439,342,17
86,342,233,3
87,399,417,19
88,339,308,11
89,408,297,16
90,406,421,23
91,395,300,20
92,267,186,13
93,295,200,5
94,416,233,14
95,505,233,14
96,410,213,13
97,579,141,13
98,322,195,12
99,340,196,17
100,426,292,17
101,186,187,9
102,582,213,24
103,679,185,28
104,499,285,41
105,405,258,16
106,337,288,25
107,502,371,35
108,278,282,16
109,332,328,19
110,517,228,45
111,463,446,35
112,529,379,32
113,434,380,19
114,473,461,46
115,310,252,28
116,427,186,17
117,443,296,36
118,383,331,42
119,456,315,49
120,402,287,36
121,441,314,39
122,131,76,15
123,417,294,47
124,248,209,24
125,330,299,20
126,414,321,49
127,430,226,26
128,294,255,32
129,392,211,16
130,405,223,21
131,443,397,38
132,441,233,30
133,389,391,63
134,351,240,57
135,412,222,60
136,426,304,42
137,265,173,35
138,357,300,35
139,344,223,30
140,468,245,69
141,413,307,17
142,427,200,25
143,478,419,33
144,418,239,39
145,215,180,17
146,356,364,36
147,171,237,23
148,336,367,39
149,219,298,29
150,285,195,31
151,239,181,18
152,320,344,39
153,337,282,15
154,316,370,26
155,306,245,22
156,392,201,27
157,495,353,46
158,429,343,30
159,313,118,18
160,497,200,31
161,418,346,30
162,289,223,11
163,350,174,23
164,326,244,23
165,205,255,12
166,318,254,40
167,556,232,45
168,354,244,27
169,450,120,30
170,611,184,34
171,414,305,29
172,564,267,53
173,387,227,14
174,298,163,16
175,389,290,37
176,365,182,20
177,385,262,23
178,627,366,38
179,406,441,23
180,318,217,15
181,417,354,29
182,387,272,18
183,310,199,13
184,425,228,32
185,405,387,37
186,323,256,20
187,202,384,12
188,516,378,34
189,611,343,26
190,536,296,36
191,327,379,34
192,550,356,64
193,340,213,21
194,327,228,25
195,336,232,27
196,341,268,21
197,431,238,25
198,361,329,43
199,234,178,17
200,343,217,9
201,565,302,24
202,423,432,30
203,381,379,35
204,303,249,8
205,264,175,23
206,332,221,17
207,545,302,34
208,476,359,22
209,324,176,19
210,439,301,14
211,508,201,14
212,653,318,24
213,462,352,45
214,481,443,41
215,396,356,29
216,311,238,17
217,529,336,37
218,401,413,37
219,479,333,20
220,459,460,20
221,375,561,25
Total,86071,62856,6891
