,AIADMK+,DMK,Others
0,ADMK,DMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,410,268,20
1,306,138,14
2,335,328,13
3,250,178,12
4,367,322,9
5,410,356,24
6,237,256,16
7,409,306,34
8,307,254,18
9,516,334,27
10,318,172,24
11,523,322,42
12,361,400,25
13,463,293,25
14,441,288,17
15,502,369,37
16,337,271,14
17,326,170,22
18,290,312,16
19,520,452,36
20,527,363,73
21,417,321,21
22,161,261,29
23,455,445,31
24,417,286,22
25,294,339,12
26,480,371,49
27,268,432,12
28,288,306,18
29,332,270,21
30,530,431,38
31,208,528,33
32,265,217,22
33,326,324,24
34,242,235,17
35,279,316,24
36,278,254,22
37,375,428,40
38,470,429,43
39,332,428,63
40,300,390,31
41,367,387,17
42,338,321,12
43,281,254,23
44,248,169,24
45,394,417,43
46,499,395,58
47,307,325,22
48,195,231,21
49,352,413,36
50,199,199,11
51,235,279,21
52,468,522,25
53,516,433,42
54,404,387,27
55,260,213,9
56,249,392,18
57,567,360,49
58,344,259,26
59,382,238,17
60,230,309,14
61,280,174,8
62,173,234,6
63,242,267,5
64,465,341,37
65,380,283,29
66,396,482,28
67,528,456,44
68,308,212,25
69,270,279,17
70,347,278,42
71,302,243,71
72,307,205,29
73,323,339,34
74,340,174,8
75,477,295,27
76,384,343,12
77,490,370,36
78,298,148,12
79,424,258,31
80,273,334,7
81,310,350,12
82,401,329,28
83,475,388,22
84,404,311,18
85,397,351,23
86,278,349,19
87,319,301,18
88,232,220,16
89,304,291,11
90,365,388,29
91,310,256,14
92,324,253,25
93,376,229,35
94,284,201,19
95,242,311,22
96,263,341,9
97,242,153,15
98,330,485,22
99,468,484,19
100,352,594,22
101,312,201,13
102,294,313,7
103,258,309,18
104,413,221,20
105,268,212,25
106,258,238,14
107,362,203,22
108,257,171,8
109,400,411,49
110,190,263,17
111,346,372,77
112,337,335,26
113,292,289,32
114,303,322,39
115,199,152,12
116,478,305,40
117,489,200,59
118,254,320,88
119,367,291,48
120,412,182,26
121,410,298,18
122,202,180,7
123,332,292,26
124,497,348,55
125,308,231,18
126,280,219,25
127,404,330,47
128,248,290,20
129,339,524,14
130,412,330,23
131,524,344,31
132,426,372,45
133,483,507,37
134,300,330,30
135,359,376,15
136,361,280,25
137,342,261,37
138,470,207,19
139,418,356,22
140,467,320,30
141,433,216,19
142,377,319,32
143,435,368,25
144,326,276,12
145,454,238,18
146,349,173,16
147,379,350,32
148,503,363,29
149,463,298,23
150,353,278,28
151,574,451,36
152,58,74,5
153,386,260,32
154,425,241,22
155,312,149,19
156,297,298,22
157,326,299,33
158,455,418,28
159,389,360,38
160,484,430,19
161,330,404,39
162,572,418,46
163,474,429,42
164,333,319,32
165,458,227,50
166,323,305,15
167,320,305,10
168,343,273,22
169,447,385,17
170,163,212,18
171,313,256,23
172,218,267,10
173,321,271,19
174,360,447,17
175,278,243,6
176,264,302,8
177,431,427,82
178,383,212,25
179,327,222,25
180,372,248,24
181,365,287,31
182,293,187,36
183,230,172,112
184,463,337,26
185,333,244,18
186,331,281,27
187,365,214,46
188,211,267,61
189,231,340,18
190,365,343,29
191,311,306,24
192,275,208,12
193,284,237,28
194,274,260,21
195,268,265,28
196,324,362,62
197,265,337,29
198,294,237,10
199,329,241,40
200,521,440,31
201,284,334,24
202,372,378,166
203,358,184,20
204,320,297,31
205,397,331,16
206,349,321,57
207,328,437,82
208,198,184,69
209,227,209,81
210,295,290,22
211,434,227,92
212,468,453,113
213,416,350,36
214,387,207,45
215,313,218,26
216,410,355,19
217,289,221,102
218,232,169,27
219,378,274,272
220,276,208,75
221,267,174,59
222,244,197,110
223,497,405,113
224,503,435,32
225,266,299,172
226,331,255,32
227,399,313,51
228,343,214,154
229,216,239,185
230,344,187,220
231,293,94,60
232,355,188,27
233,328,204,19
234,456,266,27
235,497,338,22
236,3,79,3
237,237,307,24
238,296,252,18
239,239,113,72
240,517,329,32
241,446,362,87
242,424,341,30
243,383,247,40
244,310,227,35
245,279,223,15
246,453,416,29
247,478,293,14
248,446,278,62
249,407,202,33
250,170,232,111
251,239,318,58
252,438,238,116
253,241,250,251
Total,88677,75429,9090
