,AIADMK+,DMK,Others
0,ADMK,INC,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,412,262,51
1,272,194,8
2,479,259,36
3,276,146,30
4,392,151,43
5,282,217,54
6,310,236,38
7,413,230,61
8,353,255,46
9,359,301,53
10,340,141,38
11,176,69,13
12,195,38,22
13,371,241,57
14,291,208,51
15,359,171,38
16,200,76,38
17,262,120,17
18,376,380,87
19,277,232,28
20,258,226,20
21,360,282,48
22,314,326,42
23,390,408,42
24,225,97,38
25,409,142,55
26,259,316,57
27,228,289,46
28,218,290,12
29,286,181,28
30,378,231,38
31,609,192,56
32,288,193,43
33,295,280,32
34,620,359,56
35,356,216,26
36,309,140,30
37,308,208,31
38,458,204,60
39,684,278,55
40,313,249,41
41,255,164,46
42,225,197,32
43,320,140,32
44,350,171,47
45,228,143,38
46,353,145,49
47,259,186,20
48,451,162,54
49,238,65,18
50,177,191,31
51,172,92,13
52,346,137,31
53,303,122,39
54,356,237,50
55,357,342,65
56,487,362,84
57,270,196,36
58,298,163,25
59,388,172,40
60,383,144,24
61,290,203,20
62,186,187,24
63,358,291,30
64,402,200,38
65,281,238,34
66,212,135,17
67,249,185,15
68,329,221,29
69,441,248,65
70,478,278,46
71,457,311,55
72,685,269,63
73,305,112,32
74,450,168,40
75,353,260,26
76,289,170,25
77,249,115,21
78,306,225,43
79,434,202,63
80,496,220,35
81,451,144,51
82,364,58,42
83,613,191,95
84,381,141,35
85,549,74,69
86,477,94,40
87,653,119,59
88,297,138,27
89,271,251,29
90,514,334,64
91,433,211,46
92,125,103,18
93,351,275,47
94,151,102,5
95,400,243,46
96,386,120,30
97,311,99,32
98,162,82,12
99,244,140,19
100,504,200,62
101,239,161,30
102,365,194,28
103,411,127,52
104,469,333,67
105,251,171,46
106,438,168,32
107,216,127,28
108,346,122,27
109,230,106,28
110,708,152,56
111,671,107,31
112,517,154,35
113,459,202,30
114,408,115,45
115,595,164,31
116,362,122,18
117,222,235,34
118,266,212,23
119,329,249,46
120,304,253,31
121,197,182,27
122,386,261,57
123,298,99,25
124,428,180,38
125,516,80,24
126,391,231,62
127,513,458,54
128,517,110,26
129,422,192,43
130,484,182,27
131,416,194,68
132,480,344,53
133,450,255,63
134,264,81,15
135,277,198,13
136,341,154,17
137,512,218,69
138,290,218,17
139,495,411,57
140,401,341,41
141,189,175,8
142,261,307,15
143,411,286,25
144,313,284,60
145,446,373,77
146,454,266,41
147,459,271,47
148,526,353,72
149,480,228,46
150,398,357,52
151,379,295,38
152,423,343,27
153,239,164,15
154,264,180,14
155,520,284,77
156,468,344,45
157,348,487,36
158,377,134,41
159,421,240,71
160,455,352,46
161,226,171,27
162,333,261,40
163,381,191,44
164,491,184,47
165,117,126,16
166,409,330,46
167,388,384,34
168,379,297,41
169,465,481,36
170,365,487,55
171,659,247,95
172,491,256,43
173,472,275,53
174,324,165,45
175,340,121,47
176,269,354,18
177,292,187,22
178,400,215,49
179,462,172,45
180,396,326,66
181,376,238,38
182,240,150,27
183,571,272,77
184,346,177,34
185,331,270,38
186,224,201,33
187,268,257,34
188,237,249,21
189,352,149,17
190,392,320,38
191,252,162,22
192,467,227,41
193,248,157,37
194,295,203,50
195,390,300,41
196,99,143,7
197,278,81,26
198,410,301,95
199,431,116,40
200,589,201,48
201,386,275,55
202,318,186,33
203,258,156,22
204,186,247,26
205,351,261,69
206,175,236,32
207,337,249,29
208,319,251,37
209,371,350,39
210,220,254,34
211,269,322,56
212,328,275,42
213,432,345,50
214,426,347,68
215,180,117,17
216,334,260,40
217,296,231,58
218,379,239,37
Total,78798,47513,8732
