,AIADMK+,DMK,Others
0,ADMK,DMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,381,362,36
1,445,296,35
2,252,296,37
3,292,284,33
4,224,254,33
5,427,358,40
6,287,170,25
7,324,219,36
8,527,417,56
9,205,335,18
10,240,207,27
11,327,375,25
12,94,241,17
13,496,366,40
14,239,286,37
15,177,399,16
16,226,236,11
17,253,327,37
18,416,317,38
19,539,353,70
20,403,253,30
21,338,292,28
22,267,257,31
23,262,312,38
24,424,310,55
25,407,399,33
26,327,356,31
27,397,312,30
28,282,298,32
29,273,253,34
30,246,470,29
31,399,480,48
32,407,472,38
33,183,216,16
34,286,335,47
35,388,483,32
36,340,203,42
37,208,196,20
38,436,308,32
39,412,203,32
40,268,308,39
41,309,317,24
42,356,539,39
43,429,505,57
44,173,195,11
45,385,450,61
46,415,441,70
47,447,386,47
48,390,364,47
49,336,280,29
50,266,315,30
51,237,208,32
52,262,291,20
53,341,254,25
54,299,215,8
55,427,397,38
56,358,252,22
57,202,215,12
58,280,255,8
59,249,333,27
60,384,361,20
61,590,336,46
62,309,236,14
63,236,201,24
64,264,335,33
65,329,346,22
66,353,213,26
67,402,189,53
68,539,267,82
69,534,357,54
70,374,201,45
71,289,272,21
72,302,322,17
73,317,306,15
74,218,224,12
75,392,445,38
76,344,313,30
77,268,269,36
78,254,193,21
79,295,469,43
80,431,280,50
81,199,183,17
82,153,308,21
83,350,410,23
84,411,363,28
85,387,382,38
86,280,234,20
87,325,221,28
88,329,258,30
89,431,390,39
90,211,173,24
91,283,285,22
92,312,356,26
93,379,244,22
94,427,316,31
95,344,409,25
96,162,176,19
97,269,342,16
98,307,612,18
99,409,369,27
100,309,218,19
101,257,186,39
102,382,350,49
103,362,363,67
104,295,180,42
105,281,279,38
106,219,212,15
107,258,301,23
108,138,260,22
109,348,308,25
110,275,229,5
111,450,407,33
112,298,135,19
113,233,279,15
114,220,305,22
115,273,262,18
116,218,258,22
117,327,208,33
118,350,369,69
119,363,553,35
120,360,443,42
121,340,494,53
122,291,252,19
123,228,342,11
124,450,141,35
125,297,129,11
126,266,437,17
127,353,333,26
128,195,376,21
129,257,251,37
130,316,429,29
131,373,361,31
132,255,277,34
133,254,247,18
134,396,411,29
135,276,318,23
136,225,204,28
137,473,433,26
138,246,243,30
139,212,308,9
140,222,272,44
141,390,308,52
142,341,248,52
143,363,256,38
144,282,364,28
145,326,268,34
146,346,309,26
147,280,341,18
148,203,334,23
149,255,241,30
150,319,210,9
151,269,306,12
152,221,182,28
153,202,113,16
154,218,300,11
155,262,239,19
156,253,240,10
157,378,296,13
158,522,455,22
159,162,280,21
160,272,280,12
161,259,302,16
162,162,153,5
163,253,346,10
164,332,393,24
165,235,272,11
166,202,256,13
167,291,282,17
168,291,383,15
169,490,362,25
170,335,343,16
171,207,188,8
172,344,284,17
173,408,420,18
174,324,530,32
175,233,393,24
176,328,332,38
177,243,384,37
178,142,215,8
179,166,180,10
180,266,217,8
181,201,107,7
182,206,209,13
183,180,203,11
184,414,270,36
185,372,479,38
186,80,179,12
187,207,205,11
188,341,282,22
189,245,271,23
190,413,301,48
191,270,175,22
192,359,431,24
193,358,374,22
194,165,140,33
195,103,134,6
196,310,209,11
197,160,136,7
198,122,176,11
199,114,130,15
200,381,326,37
201,313,224,17
202,332,300,32
203,208,187,20
204,263,169,12
205,243,254,21
206,207,223,27
207,245,170,28
208,246,196,23
209,234,184,22
210,258,324,21
211,405,170,75
212,168,187,20
213,180,281,17
214,218,297,24
215,372,441,28
216,87,142,16
217,189,274,27
218,230,232,27
219,198,273,11
220,227,357,30
221,161,180,27
222,405,278,66
223,207,276,15
224,203,376,24
225,223,384,45
226,273,235,31
227,396,434,37
228,253,349,32
229,318,406,23
230,313,476,45
231,308,499,51
232,400,449,26
233,428,459,37
234,222,288,33
235,251,104,53
236,326,471,24
237,309,308,16
238,295,438,22
239,200,128,7
240,245,289,24
241,332,230,21
242,218,222,29
243,306,214,22
244,281,286,37
245,218,400,16
246,313,357,30
247,257,353,20
248,291,268,43
249,338,209,27
250,321,449,31
251,290,504,41
252,147,251,9
253,137,287,13
254,193,211,12
255,256,290,20
256,265,318,10
257,268,305,29
258,235,262,17
259,323,247,25
260,442,435,25
261,248,311,23
262,210,235,13
263,310,276,26
264,216,211,33
265,416,310,22
266,186,260,23
267,326,380,30
268,421,286,45
269,114,243,13
270,205,300,24
271,277,326,26
272,225,379,32
273,205,328,27
274,264,302,21
275,194,319,32
276,260,178,13
277,178,278,17
278,188,347,13
Total,81827,83176,7631
