,AIADMK+,DMK,Others
0,DMDK,DMK,"['Others', 'Others', 'Others', 'Others', 'Others']"
0,222,270,37
1,179,203,54
2,350,387,51
3,178,105,48
4,233,269,95
5,143,157,68
6,148,178,31
7,289,413,67
8,228,309,76
9,123,241,53
10,125,227,75
11,174,411,37
12,52,153,8
13,332,445,85
14,236,389,32
15,216,238,126
16,37,116,63
17,204,289,18
18,176,399,40
19,203,240,12
20,251,315,24
21,305,349,40
22,309,566,22
23,142,154,6
24,285,388,36
25,131,185,8
26,267,539,18
27,152,309,11
28,120,299,23
29,210,500,23
30,205,618,26
31,139,492,26
32,92,301,16
33,193,465,32
34,123,407,18
35,100,472,22
36,142,494,24
37,103,282,14
38,195,335,36
39,182,355,106
40,274,368,66
41,122,342,83
42,183,271,96
43,210,235,74
44,375,275,114
45,319,227,89
46,156,170,54
47,157,389,101
48,128,325,63
49,81,188,48
50,133,280,25
51,97,307,29
52,178,332,31
53,94,261,29
54,180,237,92
55,139,275,21
56,278,400,34
57,128,283,7
58,175,304,19
59,179,379,21
60,70,232,13
61,204,387,33
62,133,234,16
63,136,236,25
64,204,364,13
65,94,247,17
66,174,386,22
67,205,336,49
68,97,255,75
69,255,483,91
70,240,90,73
71,44,248,35
72,207,210,80
73,141,113,60
74,179,306,64
75,130,196,97
76,95,114,94
77,178,322,5
78,98,304,17
79,135,239,34
80,97,257,28
81,229,379,66
82,343,329,89
83,390,452,76
84,339,395,40
85,320,415,62
86,188,277,34
87,147,342,46
88,203,228,59
89,140,227,50
90,225,555,77
91,204,304,29
92,155,297,13
93,219,258,9
94,306,499,34
95,304,439,48
96,164,346,23
97,315,402,34
98,287,411,32
99,222,355,20
100,202,336,51
101,143,341,11
102,86,375,22
103,69,241,6
104,44,268,5
105,317,538,50
106,285,494,32
107,225,536,49
108,271,631,50
109,311,513,59
110,208,560,25
111,233,467,17
112,194,376,22
113,207,328,26
114,214,404,43
115,117,349,19
116,228,541,43
117,336,624,47
118,266,371,34
119,309,532,35
120,374,516,32
121,190,311,6
122,137,351,25
123,283,327,30
124,308,533,23
125,257,481,22
126,291,502,20
127,195,565,38
128,239,504,34
129,234,360,35
130,296,441,56
131,246,402,39
132,205,275,34
133,392,469,62
134,310,289,65
135,99,326,20
136,336,452,34
137,268,447,35
138,296,380,46
139,412,458,44
140,324,534,77
141,295,355,64
142,279,629,56
143,271,244,48
144,188,289,65
145,231,235,37
146,145,259,49
147,267,247,27
148,221,302,33
149,385,399,60
150,253,484,45
151,243,579,22
152,309,569,50
153,315,633,36
154,307,695,36
155,150,389,32
156,176,364,27
157,163,482,51
158,117,267,11
159,92,288,20
160,160,233,20
161,0,0,0
162,222,491,22
163,239,351,33
164,319,505,41
165,393,545,37
166,256,416,26
167,195,306,34
168,169,323,36
169,340,339,29
170,194,263,17
171,96,181,7
172,278,477,48
173,93,332,23
174,141,287,13
175,163,262,21
176,154,287,68
177,168,220,23
178,258,189,32
179,175,167,36
180,241,278,49
181,108,276,42
182,26,170,18
183,103,245,20
184,193,488,61
185,227,195,9
186,164,146,28
187,106,150,15
188,151,284,14
189,366,358,43
190,249,316,32
191,153,200,18
192,94,227,16
Total,39454,66545,7608
