,AIADMK+,DMK,Others
0,ADMK,DMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,489,275,40
1,254,267,11
2,318,309,16
3,520,330,44
4,456,282,28
5,655,335,42
6,512,398,25
7,440,273,37
8,452,392,22
9,333,279,39
10,362,257,33
11,290,125,38
12,360,270,38
13,257,409,30
14,507,257,32
15,432,191,97
16,555,168,55
17,421,253,63
18,364,470,50
19,254,261,52
20,398,262,60
21,378,312,58
22,523,276,49
23,472,98,27
24,419,153,48
25,332,194,23
26,458,226,49
27,209,371,27
28,208,426,29
29,392,149,36
30,305,276,33
31,521,229,43
32,282,110,26
33,202,178,32
34,373,220,73
35,212,120,12
36,285,151,18
37,47,30,0
38,622,294,47
39,478,234,36
40,310,181,25
41,335,170,32
42,151,63,5
43,671,306,50
44,576,208,36
45,506,256,41
46,667,349,56
47,244,159,13
48,385,201,24
49,331,563,52
50,524,458,37
51,463,262,54
52,424,408,44
53,503,425,52
54,479,587,46
55,159,218,12
56,263,508,30
57,390,278,29
58,266,513,21
59,297,279,48
60,208,255,25
61,335,532,27
62,143,284,16
63,233,511,24
64,497,369,80
65,414,412,38
66,518,327,50
67,344,173,41
68,339,227,28
69,374,214,50
70,172,178,16
71,301,227,31
72,464,390,76
73,226,214,32
74,301,206,33
75,465,186,50
76,224,147,16
77,243,146,24
78,254,128,12
79,253,175,29
80,630,260,31
81,534,256,31
82,473,186,14
83,544,151,24
84,606,267,24
85,349,197,23
86,284,226,24
87,360,279,47
88,255,188,38
89,439,167,23
90,259,109,48
91,594,360,45
92,173,136,21
93,240,172,29
94,233,219,28
95,339,232,44
96,412,303,44
97,621,425,35
98,298,174,25
99,419,425,29
100,562,313,43
101,322,524,34
102,396,306,36
103,578,114,12
104,502,148,23
105,428,216,27
106,390,286,15
107,472,178,22
108,449,274,40
109,492,158,40
110,339,179,18
111,306,220,28
112,536,227,49
113,561,278,58
114,639,296,57
115,506,233,35
116,421,171,24
117,723,314,60
118,216,222,80
119,298,157,50
120,429,206,51
121,293,91,25
122,580,194,45
123,643,149,33
124,668,240,41
125,292,147,23
126,401,38,21
127,610,137,34
128,361,266,27
129,356,310,28
130,289,157,29
131,291,181,30
132,695,355,40
133,382,265,45
134,205,93,53
135,458,189,53
136,718,185,44
137,438,119,22
138,398,157,24
139,698,216,29
140,518,219,110
141,460,177,30
142,434,225,132
143,305,115,87
144,470,253,111
145,396,123,68
146,376,146,75
147,557,367,88
148,391,209,51
149,325,210,46
150,487,370,37
151,361,181,26
152,352,214,28
153,512,315,49
154,565,386,66
155,552,531,52
156,294,288,26
157,555,285,82
158,482,287,102
159,659,177,71
160,365,135,35
161,365,214,46
162,386,240,18
163,407,287,32
164,341,218,16
165,246,208,9
166,364,406,23
167,452,353,51
168,504,312,86
169,540,357,80
170,392,140,37
171,457,253,87
172,486,214,60
173,150,71,12
174,432,217,70
175,605,290,101
176,661,255,96
177,449,285,68
178,615,283,80
179,435,238,62
180,614,164,78
181,397,82,20
182,404,134,32
183,489,166,49
184,449,137,17
185,480,132,26
186,556,205,70
187,426,258,74
188,332,163,58
189,454,168,64
190,504,206,37
191,258,289,39
192,468,288,25
193,382,209,17
194,435,259,28
195,404,333,26
196,407,267,58
197,229,65,27
198,535,277,40
199,404,120,42
200,493,300,29
201,688,266,56
202,334,131,20
203,438,201,13
204,530,362,32
205,578,321,53
206,346,189,23
207,406,176,25
208,555,187,44
209,576,157,50
Total,87276,51310,8576
