,AIADMK+,DMK,Others
0,ADMK,DMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,663,362,25
1,240,310,11
2,279,280,10
3,339,385,30
4,470,510,22
5,298,268,18
6,334,130,31
7,479,405,19
8,329,239,17
9,343,214,17
10,255,288,21
11,386,241,13
12,313,413,45
13,612,376,38
14,185,264,23
15,424,455,19
16,321,476,35
17,383,397,36
18,246,238,17
19,298,293,22
20,272,237,28
21,166,312,35
22,422,522,35
23,321,462,36
24,275,349,15
25,263,186,24
26,312,266,24
27,320,247,15
28,362,335,25
29,250,376,20
30,420,302,34
31,425,334,15
32,476,245,31
33,453,210,27
34,271,142,5
35,255,174,18
36,214,227,10
37,181,250,8
38,357,284,19
39,268,259,3
40,489,408,12
41,481,371,9
42,294,209,11
43,621,258,39
44,255,258,9
45,319,276,9
46,387,329,6
47,435,322,20
48,341,272,13
49,397,325,17
50,289,301,6
51,345,378,17
52,508,475,16
53,497,309,21
54,378,196,5
55,347,205,20
56,546,182,37
57,586,236,35
58,292,272,2
59,263,267,18
60,459,548,32
61,357,485,20
62,549,504,25
63,404,266,26
64,475,382,22
65,520,168,9
66,404,204,13
67,543,337,19
68,283,169,9
69,300,291,17
70,249,218,13
71,291,306,23
72,250,356,22
73,225,261,12
74,174,201,5
75,278,167,13
76,319,268,11
77,426,237,16
78,409,270,16
79,340,303,18
80,310,313,17
81,354,276,40
82,349,291,20
83,417,419,20
84,223,311,13
85,173,300,15
86,402,495,41
87,399,528,24
88,565,329,29
89,270,367,22
90,509,305,22
91,480,484,13
92,512,306,15
93,400,527,26
94,401,198,4
95,324,209,4
96,429,470,29
97,392,374,27
98,547,451,33
99,641,562,33
100,519,497,23
101,347,349,22
102,446,333,23
103,629,374,34
104,431,626,24
105,503,418,11
106,532,341,40
107,566,448,33
108,590,444,21
109,419,298,14
110,507,368,8
111,300,225,15
112,416,215,17
113,552,385,13
114,590,358,18
115,165,288,3
116,387,453,17
117,278,324,9
118,282,201,10
119,310,498,16
120,445,666,28
121,392,588,11
122,307,188,6
123,226,268,7
124,198,344,8
125,201,353,4
126,323,274,11
127,257,283,6
128,514,435,10
129,448,258,11
130,392,409,16
131,409,358,14
132,379,315,16
133,550,479,33
134,338,266,14
135,376,338,20
136,215,318,13
137,327,318,7
138,342,340,13
139,390,383,12
140,610,301,14
141,566,295,10
142,310,171,10
143,379,220,7
144,395,331,22
145,445,281,17
146,253,246,6
147,362,448,13
148,544,394,23
149,418,227,10
150,297,283,16
151,273,444,63
152,424,413,35
153,593,310,17
154,353,250,12
155,260,381,12
156,256,273,20
157,368,340,22
158,466,259,51
159,521,508,27
160,410,257,32
161,284,359,13
162,284,302,15
163,461,459,28
164,388,270,9
165,381,293,16
166,452,209,15
167,408,272,11
168,632,306,26
169,562,469,20
170,615,459,44
171,378,185,7
172,346,214,16
173,674,334,20
174,627,349,28
175,350,206,10
176,327,233,12
177,433,318,15
178,540,244,23
179,527,185,12
180,646,502,30
181,429,381,14
182,378,215,4
183,364,409,12
184,405,204,9
185,353,243,28
186,337,145,20
187,359,255,29
188,272,221,11
189,303,306,15
190,431,258,18
191,383,180,25
192,278,225,16
193,470,313,42
194,305,339,15
195,306,346,28
196,386,307,18
197,276,254,36
198,404,281,56
199,402,394,41
200,344,228,27
201,302,241,40
202,382,468,27
203,228,177,17
204,443,315,26
205,371,213,19
206,345,291,24
207,380,248,18
208,265,273,14
209,203,359,15
210,414,406,20
211,372,277,29
212,368,290,19
213,623,322,36
214,687,294,46
215,352,313,9
216,315,280,9
Total,83753,69263,4278
