,AIADMK+,DMK,Others
0,CPI,DMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,338,321,133
1,90,342,115
2,157,385,97
3,147,370,55
4,123,631,109
5,189,286,180
6,269,282,77
7,164,304,39
8,397,330,118
9,348,266,129
10,312,238,54
11,359,412,148
12,254,179,90
13,184,313,76
14,329,204,142
15,231,206,90
16,353,304,135
17,425,340,152
18,215,192,53
19,241,227,74
20,279,209,55
21,342,146,81
22,411,279,106
23,225,626,110
24,286,227,79
25,304,369,90
26,261,294,276
27,304,142,136
28,150,264,45
29,320,260,81
30,308,210,110
31,186,311,96
32,152,359,105
33,285,353,134
34,316,163,104
35,179,202,70
36,436,370,162
37,425,217,86
38,243,211,97
39,402,376,107
40,515,136,72
41,236,173,120
42,159,93,39
43,357,257,157
44,201,291,175
45,309,140,63
46,161,250,36
47,340,324,100
48,308,334,73
49,335,233,42
50,339,158,27
51,527,347,74
52,366,264,84
53,523,270,83
54,511,332,51
55,428,352,49
56,338,190,33
57,246,191,22
58,301,226,41
59,456,187,44
60,282,257,77
61,176,204,25
62,398,280,69
63,279,161,38
64,263,212,60
65,329,145,30
66,335,157,104
67,274,178,18
68,234,185,33
69,261,234,31
70,186,266,28
71,345,212,42
72,285,213,82
73,367,331,60
74,450,402,53
75,284,222,21
76,233,222,38
77,380,164,28
78,479,326,48
79,316,348,58
80,432,329,75
81,260,191,19
82,235,226,30
83,295,214,22
84,277,227,40
85,443,242,40
86,374,196,21
87,436,320,67
88,380,379,80
89,281,263,45
90,215,220,71
91,267,179,23
92,269,181,34
93,318,232,35
94,265,175,56
95,365,182,52
96,204,167,25
97,453,225,63
98,599,309,101
99,664,317,68
100,343,130,26
101,396,139,36
102,331,167,34
103,326,139,64
104,428,329,72
105,552,324,108
106,261,226,62
107,275,196,42
108,340,251,69
109,260,179,62
110,369,284,38
111,323,177,42
112,307,200,66
113,271,193,88
114,321,177,83
115,350,190,129
116,286,408,57
117,286,275,78
118,471,235,109
119,285,194,87
120,309,279,98
121,239,273,95
122,413,298,117
123,338,269,44
124,380,296,141
125,317,284,139
126,235,448,74
127,397,402,87
128,256,515,83
129,460,322,71
130,394,306,77
131,326,495,102
132,433,556,83
133,340,216,113
134,386,394,45
135,461,389,95
136,402,363,52
137,475,371,71
138,418,241,52
139,483,291,53
140,497,268,57
141,517,304,57
142,380,338,114
143,388,160,47
144,348,173,30
145,479,303,101
146,546,345,122
147,321,207,38
148,393,150,45
149,569,284,79
150,382,234,58
151,432,260,113
152,302,175,109
153,286,182,63
154,250,235,43
155,322,206,34
156,432,250,42
157,480,285,69
158,546,288,52
159,232,413,42
160,418,504,55
161,354,385,47
162,344,192,69
163,237,237,26
164,302,281,84
165,246,196,60
166,240,202,64
167,333,285,69
168,386,237,51
169,208,81,51
170,374,182,56
171,412,198,110
172,217,262,58
173,251,196,57
174,429,216,40
175,481,359,128
176,361,264,58
177,365,179,61
178,257,161,24
179,538,299,92
180,485,219,104
181,522,343,112
182,533,259,104
183,315,208,52
184,384,161,74
185,255,172,66
186,394,169,80
187,478,313,67
188,474,201,68
189,379,220,53
190,543,288,80
191,457,275,51
192,480,475,72
193,465,296,119
194,265,168,30
195,278,172,41
196,317,303,41
197,455,392,49
198,353,366,48
199,459,427,48
200,380,336,59
201,363,392,52
202,285,185,27
203,265,224,36
204,582,264,108
205,522,211,35
206,462,290,44
207,447,263,92
208,316,169,31
209,474,237,70
210,305,295,21
211,231,277,52
212,203,289,65
213,290,414,96
214,258,226,33
215,213,185,73
216,349,148,44
217,284,119,91
218,363,291,41
219,280,262,37
220,413,272,60
221,624,336,99
222,303,233,60
223,233,222,60
224,271,264,61
225,514,319,132
226,216,150,43
227,338,219,90
228,227,212,127
229,287,376,91
230,365,235,54
231,203,251,40
232,258,272,77
233,183,168,22
234,445,246,75
235,354,209,100
236,362,206,78
237,451,278,49
238,235,263,56
239,395,123,59
240,351,209,50
241,492,288,70
242,82372,62925,17059
Total,165236,126138,34188
