,AIADMK+,DMK,Others
0,ADMK,INC,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,165,238,181
1,201,271,38
2,169,213,86
3,211,235,166
4,141,473,43
5,114,184,51
6,93,416,19
7,173,346,127
8,186,299,230
9,246,180,240
10,365,317,207
11,73,98,42
12,198,438,38
13,125,306,119
14,93,283,116
15,184,284,283
16,221,661,79
17,147,262,105
18,207,485,72
19,109,341,29
20,216,144,135
21,166,310,29
22,207,376,56
23,217,355,152
24,156,506,92
25,137,390,78
26,80,317,35
27,199,499,49
28,97,352,19
29,98,526,56
30,94,369,69
31,60,289,9
32,82,212,66
33,81,332,161
34,142,208,143
35,205,381,152
36,69,248,13
37,103,299,59
38,141,422,44
39,147,269,64
40,158,266,150
41,89,226,82
42,101,216,159
43,222,452,148
44,126,201,123
45,155,199,281
46,66,33,477
47,105,274,86
48,143,238,221
49,92,349,124
50,90,283,88
51,112,275,171
52,96,183,142
53,140,338,210
54,171,101,131
55,141,130,195
56,124,180,197
57,120,271,126
58,78,259,46
59,116,314,52
60,371,237,27
61,372,168,30
62,215,211,17
63,448,238,24
64,80,25,7
65,227,144,17
66,322,133,16
67,383,332,42
68,375,218,54
69,215,121,11
70,197,207,22
71,131,147,12
72,212,188,24
73,178,408,107
74,63,239,29
75,239,218,16
76,266,202,26
77,178,109,18
78,236,239,41
79,136,122,306
80,108,44,9
81,173,116,19
82,200,111,28
83,143,116,224
84,188,169,270
85,230,284,321
86,124,247,124
87,72,155,64
88,92,270,10
89,198,206,160
90,237,195,58
91,302,209,50
92,264,338,322
93,72,215,246
94,155,378,270
95,118,295,25
96,138,606,118
97,143,415,88
98,89,241,142
99,160,332,216
100,231,330,259
101,122,275,63
102,137,227,107
103,253,185,431
104,111,450,111
105,126,346,101
106,113,448,189
107,116,362,274
108,179,205,192
109,208,492,114
110,114,349,46
111,170,376,117
112,220,440,158
113,106,382,38
114,279,297,236
115,160,122,348
116,121,267,169
117,90,160,224
118,123,186,363
119,94,129,358
120,335,285,72
121,285,247,14
122,50,28,273
123,282,224,486
124,125,147,276
125,145,101,344
126,186,394,307
127,176,441,91
128,175,338,378
129,168,213,424
130,126,156,80
131,396,235,53
132,302,110,61
133,181,255,238
134,172,195,372
135,68,223,70
136,307,353,21
137,488,232,14
138,606,235,33
139,165,74,4
140,317,250,14
141,217,228,14
142,256,171,18
143,213,44,17
144,533,167,30
145,298,98,9
146,379,122,11
147,316,207,10
148,499,267,27
149,153,135,382
150,224,145,507
151,223,127,479
152,148,126,380
153,153,116,209
154,226,147,195
155,456,220,380
156,191,226,259
157,153,120,381
158,135,58,264
159,130,147,166
160,207,200,132
161,227,157,366
162,202,75,302
163,256,227,225
164,117,59,246
165,155,287,47
166,255,177,144
167,293,114,199
168,204,180,264
169,303,232,193
170,189,235,272
171,299,223,261
172,311,176,217
173,138,106,255
174,243,164,247
175,115,68,310
176,312,196,265
177,117,238,158
178,157,156,134
179,53,168,13
180,206,372,44
181,204,80,586
182,238,278,190
183,191,274,245
184,63,90,76
185,203,136,295
186,118,150,98
187,180,228,105
188,179,126,380
189,258,203,219
190,229,166,168
191,204,395,122
192,158,102,292
193,261,286,245
194,228,269,172
195,155,52,154
196,221,190,388
197,220,356,193
198,162,95,140
199,194,415,111
200,103,337,73
201,111,200,386
202,137,490,108
203,108,177,225
204,51,80,189
205,171,166,369
206,144,56,543
207,110,135,96
208,215,116,284
209,173,132,231
210,228,90,196
211,187,83,258
212,146,140,246
213,149,367,43
214,152,405,21
215,97,257,17
216,110,105,470
217,122,209,96
218,209,195,173
219,62,242,44
220,162,143,277
221,307,216,198
222,121,104,264
223,88,10,393
224,281,335,146
225,153,360,72
226,187,97,183
227,198,364,157
228,167,478,22
229,226,258,61
230,216,272,67
231,197,200,276
232,311,113,362
233,121,182,138
234,310,180,292
235,247,52,443
236,150,10,355
237,179,20,445
238,228,158,292
239,153,272,33
240,81,265,22
241,366,247,328
242,326,372,268
243,225,343,312
244,208,186,161
245,296,118,155
246,164,99,92
247,269,222,102
248,183,115,77
Total,46574,57879,40366
