,AIADMK+,DMK,Others
0,,PMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,0,197,357
1,0,269,281
2,0,136,455
3,0,172,495
4,0,430,327
5,0,190,291
6,0,378,497
7,0,368,500
8,0,513,342
9,0,304,257
10,0,264,252
11,0,462,345
12,0,319,214
13,0,291,374
14,0,338,210
15,0,303,184
16,0,147,331
17,0,382,414
18,0,421,504
19,0,224,458
20,0,294,410
21,0,177,325
22,0,284,305
23,0,250,284
24,0,146,209
25,0,110,260
26,0,69,129
27,0,75,104
28,0,117,291
29,0,114,245
30,0,155,182
31,0,141,150
32,0,134,208
33,0,99,271
34,0,161,194
35,0,210,222
36,0,179,228
37,0,162,227
38,0,243,191
39,0,252,286
40,0,247,274
41,0,397,436
42,0,181,257
43,0,263,456
44,0,275,347
45,0,112,198
46,0,120,191
47,0,177,388
48,0,158,309
49,0,168,258
50,0,149,264
51,0,263,297
52,0,226,292
53,0,167,410
54,0,288,474
55,0,276,471
56,0,346,424
57,0,127,262
58,0,364,450
59,0,389,473
60,0,382,190
61,0,506,443
62,0,317,657
63,0,231,402
64,0,376,472
65,0,339,382
66,0,257,647
67,0,297,396
68,0,195,299
69,0,384,516
70,0,380,389
71,0,340,282
72,0,248,423
73,0,219,503
74,0,315,541
75,0,222,398
76,0,231,512
77,0,296,316
78,0,281,311
79,0,219,332
80,0,201,391
81,0,416,570
82,0,321,493
83,0,242,254
84,0,129,465
85,0,321,595
86,0,319,326
87,0,392,323
88,0,120,349
89,0,143,440
90,0,285,389
91,0,179,397
92,0,164,549
93,0,298,276
94,0,333,524
95,0,147,330
96,0,164,441
97,0,158,229
98,0,362,657
99,0,411,375
100,0,302,332
101,0,226,511
102,0,349,437
103,0,209,281
104,0,256,258
105,0,198,333
106,0,182,348
107,0,257,481
108,0,267,316
109,0,404,389
110,0,281,154
111,0,359,324
112,0,307,217
113,0,403,426
114,0,293,249
115,0,276,493
116,0,239,256
117,0,226,595
118,0,130,179
119,0,418,347
120,0,317,232
121,0,335,249
122,0,417,503
123,0,360,598
124,0,324,431
125,0,216,248
126,0,320,315
127,0,480,528
128,0,321,587
129,0,149,205
130,0,411,559
131,0,410,327
132,0,388,341
133,0,458,365
134,0,263,140
135,0,393,381
136,0,288,362
137,0,242,388
138,0,577,350
139,0,189,351
140,0,175,365
141,0,351,301
142,0,297,341
143,0,417,572
144,0,260,179
145,0,428,528
146,0,288,506
147,0,264,319
148,0,466,551
149,0,343,369
150,0,506,263
151,0,312,353
152,0,375,352
153,0,249,284
154,0,152,406
155,0,338,318
156,0,118,283
157,0,300,435
158,0,226,311
159,0,222,336
160,0,191,344
161,0,204,339
162,0,206,432
163,0,378,499
164,0,227,329
165,0,228,364
166,0,205,340
167,0,185,274
168,0,164,344
169,0,203,383
170,0,193,391
171,0,214,327
172,0,222,295
173,0,226,464
174,0,201,452
175,0,350,575
176,0,273,324
177,0,446,260
178,0,335,466
179,0,521,236
180,0,469,286
181,0,528,286
182,0,540,302
183,0,304,456
184,0,274,387
185,0,397,426
186,0,426,533
187,0,370,321
188,0,370,429
189,0,319,298
190,0,391,511
191,0,271,159
192,0,276,399
193,0,214,333
194,0,194,324
195,0,162,374
196,0,116,365
197,0,335,392
198,0,201,291
199,0,181,312
200,0,393,148
201,0,518,127
202,0,214,201
203,0,226,414
204,0,375,199
205,0,252,208
206,0,334,463
207,0,290,470
208,0,287,480
209,0,225,240
210,0,286,400
211,0,80,384
212,0,338,372
213,0,171,284
214,0,234,428
215,0,265,407
216,0,176,245
217,0,287,391
218,0,160,364
219,0,477,336
220,0,151,235
221,0,263,261
222,0,263,231
223,0,469,452
224,0,326,400
225,0,172,163
226,0,377,262
227,0,472,399
228,0,380,649
229,0,330,651
230,0,168,323
231,0,173,346
232,0,175,416
233,0,191,465
234,0,429,282
235,0,280,393
236,0,249,283
237,0,244,287
238,0,203,351
239,0,199,326
240,0,372,470
241,0,255,316
242,0,241,523
243,0,378,446
244,0,235,394
245,0,207,287
246,0,136,453
247,0,199,543
248,0,161,336
249,0,493,383
250,0,273,294
251,0,224,307
252,0,240,246
253,0,208,284
254,0,164,383
255,0,453,567
256,0,266,399
257,0,299,289
258,0,240,217
259,0,330,240
260,0,255,313
261,0,302,240
262,0,389,532
263,0,118,371
264,0,259,386
265,0,359,486
266,0,402,517
Total,0,73910,95862
