,AIADMK+,DMK,Others
0,DMDK,DMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,531,348,106
1,411,309,99
2,496,287,92
3,407,344,103
4,381,254,107
5,526,243,86
6,333,314,74
7,302,248,72
8,378,240,88
9,501,254,85
10,414,207,141
11,235,138,74
12,429,181,99
13,440,240,139
14,308,153,68
15,294,175,98
16,322,368,82
17,468,216,91
18,302,440,48
19,353,554,125
20,358,302,113
21,298,306,117
22,363,224,58
23,309,153,75
24,356,334,62
25,332,181,45
26,247,174,90
27,517,366,115
28,466,200,89
29,421,337,97
30,311,203,46
31,297,222,66
32,480,312,69
33,360,236,73
34,365,361,70
35,321,315,67
36,263,277,57
37,355,262,58
38,432,414,112
39,552,341,81
40,396,304,96
41,416,407,103
42,282,184,23
43,263,204,52
44,266,250,42
45,229,284,70
46,1,80,2
47,358,306,30
48,332,480,74
49,377,267,62
50,299,172,51
51,352,268,66
52,301,263,36
53,568,327,72
54,407,301,64
55,369,249,69
56,422,326,45
57,306,191,28
58,260,347,49
59,405,291,45
60,273,259,163
61,456,161,188
62,445,342,69
63,340,199,82
64,359,302,83
65,223,222,57
66,190,294,70
67,351,337,64
68,261,203,60
69,271,207,61
70,341,424,71
71,474,436,116
72,298,353,145
73,224,495,64
74,328,228,146
75,265,360,90
76,226,402,86
77,331,173,58
78,290,259,23
79,241,276,49
80,462,400,75
81,367,357,88
82,217,191,49
83,292,321,67
84,479,343,117
85,265,298,165
86,268,271,124
87,272,188,119
88,343,413,66
89,347,359,106
90,239,180,91
91,353,438,88
92,459,354,95
93,260,213,98
94,367,209,55
95,285,196,184
96,346,156,60
97,432,214,55
98,418,319,122
99,311,244,79
100,365,247,170
101,224,195,96
102,289,244,105
103,328,347,102
104,480,330,111
105,224,223,28
106,223,287,49
107,288,174,55
108,257,186,81
109,306,337,249
110,543,293,125
111,226,298,37
112,190,326,45
113,307,237,29
114,283,246,54
115,413,353,67
116,348,160,63
117,275,325,42
118,362,93,56
119,250,293,46
120,646,212,125
121,509,277,83
122,407,191,163
123,182,178,125
124,156,179,116
125,270,294,143
126,263,386,66
127,338,267,124
128,219,285,97
129,368,323,61
130,353,382,69
131,369,589,109
132,275,416,43
133,482,334,98
134,376,399,76
135,385,272,66
136,261,242,75
137,199,398,35
138,387,237,71
139,485,366,151
140,450,270,99
141,316,361,101
142,245,222,32
143,227,302,40
144,491,346,88
145,482,251,147
146,518,335,88
147,549,309,117
148,348,244,100
149,287,165,40
150,287,190,83
151,371,215,78
152,243,250,44
153,210,267,85
154,262,358,56
155,286,234,40
156,224,163,67
157,287,250,56
158,317,240,62
159,301,284,80
160,236,325,79
161,179,460,79
162,166,168,27
163,449,397,123
164,403,270,87
165,440,385,67
166,288,383,94
167,312,152,80
168,283,158,62
169,353,464,76
170,483,326,100
171,539,299,144
172,273,166,70
173,218,240,45
174,394,208,86
175,366,141,81
176,392,268,66
177,360,299,56
178,432,253,94
179,454,300,59
180,469,391,93
181,561,253,78
182,390,219,69
183,311,462,50
184,211,403,31
185,285,169,50
186,241,185,89
187,285,151,112
188,377,175,64
189,280,491,61
190,534,294,95
191,249,267,32
192,333,361,116
193,503,355,134
194,366,289,114
195,398,326,76
196,314,135,34
197,317,146,63
198,355,454,108
199,318,228,78
200,564,393,135
201,317,200,40
202,250,191,68
203,349,320,105
204,387,250,97
205,293,195,68
206,338,206,107
207,351,137,92
208,206,126,158
209,370,158,88
210,265,213,229
211,235,130,75
212,159,137,97
Total,72825,58879,17654
