,AIADMK+,DMK,PWF,NDA,PMK,NTK,Others
0,ADMK,,VCK,,,,"['BAHUJAN SAMJ PARTY', 'ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM', 'PURATCHI BHARATHAM', 'INDIYA JANAYAKA KATCHI', 'VIDUTHALAI CHIRUTHAIGAL KATCHI', 'INDEPENDENT']"
0,269,0,215,0,0,0,58
1,401,0,267,0,0,0,82
2,524,0,250,0,0,0,40
3,203,0,199,0,0,0,48
4,296,0,338,0,0,0,45
5,238,0,174,0,0,0,27
6,218,0,52,0,0,0,10
7,558,0,211,0,0,0,66
8,546,0,281,0,0,0,41
9,541,0,218,0,0,0,67
10,310,0,258,0,0,0,75
11,503,0,265,0,0,0,37
12,499,0,274,0,0,0,28
13,388,0,291,0,0,0,24
14,434,0,211,0,0,0,35
15,477,0,139,0,0,0,30
16,329,0,186,0,0,0,33
17,271,0,352,0,0,0,61
18,341,0,345,0,0,0,33
19,98,0,317,0,0,0,10
20,365,0,478,0,0,0,51
21,384,0,492,0,0,0,22
22,454,0,110,0,0,0,38
23,384,0,240,0,0,0,39
24,749,0,203,0,0,0,69
25,602,0,299,0,0,0,61
26,354,0,289,0,0,0,14
27,277,0,309,0,0,0,32
28,344,0,287,0,0,0,74
29,341,0,241,0,0,0,29
30,633,0,246,0,0,0,50
31,580,0,225,0,0,0,62
32,340,0,152,0,0,0,20
33,316,0,331,0,0,0,76
34,494,0,171,0,0,0,34
35,335,0,205,0,0,0,13
36,318,0,221,0,0,0,28
37,329,0,135,0,0,0,10
38,296,0,139,0,0,0,17
39,332,0,212,0,0,0,13
40,299,0,198,0,0,0,27
41,561,0,371,0,0,0,78
42,420,0,199,0,0,0,23
43,738,0,275,0,0,0,84
44,725,0,284,0,0,0,69
45,623,0,351,0,0,0,75
46,590,0,314,0,0,0,66
47,591,0,276,0,0,0,80
48,471,0,182,0,0,0,44
49,360,0,139,0,0,0,7
50,339,0,106,0,0,0,47
51,562,0,238,0,0,0,57
52,329,0,198,0,0,0,39
53,703,0,132,0,0,0,49
54,448,0,244,0,0,0,26
55,300,0,199,0,0,0,19
56,305,0,157,0,0,0,24
57,454,0,202,0,0,0,29
58,414,0,221,0,0,0,57
59,344,0,334,0,0,0,69
60,293,0,186,0,0,0,33
61,376,0,330,0,0,0,42
62,322,0,192,0,0,0,28
63,419,0,126,0,0,0,25
64,288,0,244,0,0,0,34
65,291,0,160,0,0,0,65
66,602,0,312,0,0,0,57
67,346,0,191,0,0,0,43
68,445,0,258,0,0,0,45
69,485,0,155,0,0,0,42
70,399,0,114,0,0,0,13
71,369,0,237,0,0,0,40
72,151,0,239,0,0,0,17
73,385,0,196,0,0,0,20
74,202,0,116,0,0,0,4
75,484,0,248,0,0,0,46
76,230,0,166,0,0,0,20
77,336,0,122,0,0,0,51
78,540,0,356,0,0,0,54
79,325,0,472,0,0,0,82
80,241,0,211,0,0,0,18
81,409,0,248,0,0,0,42
82,449,0,490,0,0,0,79
83,203,0,126,0,0,0,45
84,224,0,238,0,0,0,35
85,531,0,348,0,0,0,68
86,524,0,229,0,0,0,70
87,357,0,300,0,0,0,50
88,212,0,272,0,0,0,13
89,392,0,228,0,0,0,63
90,264,0,226,0,0,0,45
91,566,0,328,0,0,0,57
92,259,0,366,0,0,0,57
93,298,0,209,0,0,0,35
94,284,0,189,0,0,0,56
95,290,0,182,0,0,0,24
96,255,0,135,0,0,0,40
97,246,0,205,0,0,0,31
98,371,0,286,0,0,0,106
99,475,0,193,0,0,0,74
100,184,0,134,0,0,0,35
101,513,0,212,0,0,0,49
102,447,0,210,0,0,0,33
103,296,0,345,0,0,0,29
104,269,0,280,0,0,0,36
105,339,0,155,0,0,0,40
106,307,0,125,0,0,0,38
107,290,0,395,0,0,0,29
