,AIADMK+,DMK,Others
0,ADMK,DMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,255,369,45
1,459,499,65
2,243,234,19
3,223,263,26
4,211,195,52
5,487,350,55
6,268,446,55
7,127,295,62
8,58,388,62
9,169,299,66
10,317,329,108
11,134,245,69
12,0,0,0
13,184,215,45
14,389,693,75
15,113,198,16
16,152,379,55
17,234,408,68
18,149,285,31
19,88,405,17
20,343,408,49
21,222,295,62
22,282,427,55
23,318,321,47
24,183,315,32
25,146,475,75
26,125,387,58
27,97,196,30
28,163,166,31
29,46,217,18
30,45,68,5
31,228,390,90
32,63,184,31
33,140,685,108
34,435,437,50
35,379,506,42
36,333,395,65
37,505,360,75
38,256,210,18
39,298,290,36
40,340,300,22
41,495,270,33
42,547,390,34
43,302,213,11
44,340,185,17
45,498,347,49
46,253,222,11
47,258,281,17
48,385,287,39
49,512,254,62
50,304,426,30
51,500,220,14
52,227,245,13
53,267,226,38
54,380,341,18
55,357,226,29
56,292,234,26
57,327,202,29
58,252,352,32
59,451,433,28
60,300,194,12
61,231,192,22
62,270,264,12
63,323,220,36
64,381,358,27
65,346,417,57
66,352,256,28
67,452,382,34
68,472,334,38
69,298,299,27
70,467,342,25
71,254,287,21
72,476,384,21
73,420,414,23
74,366,220,28
75,267,302,25
76,400,402,22
77,358,307,28
78,547,302,57
79,374,285,46
80,237,220,26
81,222,321,16
82,200,349,19
83,450,386,29
84,496,254,36
85,233,124,7
86,281,336,19
87,326,244,32
88,371,366,34
89,324,352,23
90,418,375,25
91,338,239,19
92,401,284,22
93,399,247,20
94,337,293,21
95,293,296,27
96,435,404,33
97,276,262,7
98,284,338,22
99,472,238,42
100,531,271,26
101,357,270,11
102,309,294,13
103,323,259,29
104,383,279,48
105,381,284,39
106,355,371,50
107,261,319,15
108,226,220,25
109,316,168,40
110,415,259,36
111,361,314,27
112,356,340,41
113,372,238,21
114,411,226,21
115,327,325,22
116,251,422,25
117,343,325,33
118,342,160,15
119,320,180,42
120,127,122,14
121,286,156,25
122,485,427,31
123,240,197,13
124,307,211,20
125,259,266,30
126,316,314,23
127,344,303,17
128,288,448,30
129,380,131,22
130,427,116,39
131,337,132,10
132,348,121,52
133,450,283,29
134,303,187,23
135,511,209,20
136,563,195,36
137,401,225,13
138,302,148,18
139,536,121,20
140,605,192,49
141,337,171,23
142,182,363,20
143,444,185,9
144,454,175,12
145,373,270,49
146,493,373,31
147,564,358,37
148,355,372,23
149,374,431,44
150,319,297,15
151,287,211,41
152,414,358,26
153,387,117,20
154,325,291,9
155,341,412,37
156,501,199,21
157,290,268,19
158,406,181,18
159,397,246,50
160,529,481,22
161,395,239,23
162,313,176,28
163,421,158,30
164,340,327,37
165,546,515,42
166,451,467,41
167,321,222,17
168,508,437,21
169,410,449,47
170,270,231,27
171,459,420,28
172,506,405,17
173,355,551,44
174,452,301,44
175,229,225,13
176,249,298,19
177,349,218,24
178,429,251,47
179,378,231,30
180,332,183,38
181,251,223,45
182,328,249,22
183,323,342,30
184,581,336,31
185,426,245,26
186,210,319,45
187,350,383,28
188,463,335,26
189,265,231,25
190,267,274,26
191,447,575,31
192,462,552,43
193,283,308,18
194,260,332,27
195,437,304,17
196,235,372,34
197,271,259,10
198,509,388,32
199,396,600,25
200,324,354,13
201,390,218,26
202,391,223,23
203,507,441,21
204,525,486,17
205,374,415,32
206,337,225,34
207,306,291,14
208,218,235,19
209,481,335,27
210,318,248,19
211,417,271,59
212,354,237,23
213,420,394,50
214,279,264,26
215,383,194,26
216,213,335,19
217,409,429,24
218,489,296,39
219,385,291,30
220,321,258,35
221,523,251,51
222,360,316,32
223,474,182,31
224,555,362,49
225,507,325,51
226,355,405,34
227,385,319,42
228,392,270,52
229,323,204,17
230,339,299,23
231,541,363,41
232,337,239,33
233,360,191,24
234,241,617,61
235,534,409,46
236,618,365,46
237,550,242,33
238,359,321,33
239,368,219,21
240,352,261,33
241,430,287,36
242,493,320,46
243,260,205,15
244,248,222,19
245,410,220,32
246,541,197,39
247,394,317,21
248,381,189,28
249,657,357,28
Total,87433,74602,7978
