,AIADMK+,DMK,Others
0,ADMK,INC,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,366,303,35
1,230,247,32
2,448,301,131
3,285,217,26
4,472,110,170
5,386,303,100
6,211,172,44
7,245,395,33
8,284,273,154
9,469,62,136
10,389,111,96
11,235,180,35
12,285,349,84
13,239,182,37
14,216,239,32
15,422,193,321
16,270,262,96
17,226,279,30
18,413,236,107
19,300,283,103
20,145,502,14
21,258,271,326
22,458,161,66
23,299,365,111
24,437,325,125
25,224,385,39
26,136,235,17
27,218,240,133
28,459,330,70
29,278,262,90
30,422,346,89
31,378,240,98
32,340,260,50
33,418,288,230
34,446,382,50
35,447,378,43
36,298,292,154
37,439,291,96
38,357,355,105
39,270,387,101
40,310,337,49
41,391,531,61
42,358,330,370
43,381,335,244
44,208,165,58
45,219,223,72
46,263,444,41
47,246,187,120
48,399,317,188
49,321,363,56
50,212,155,134
51,221,171,201
52,328,124,282
53,201,202,57
54,282,197,15
55,338,272,28
56,293,162,11
57,398,146,73
58,260,131,77
59,212,170,64
60,390,335,47
61,529,272,105
62,278,274,141
63,323,227,25
64,239,168,28
65,178,131,40
66,448,72,135
67,336,504,28
68,278,360,86
69,246,80,308
70,315,133,157
71,384,404,164
72,360,166,51
73,408,103,120
74,269,289,309
75,262,300,203
76,261,339,56
77,348,164,228
78,310,125,9
79,441,116,91
80,198,196,122
81,356,199,111
82,205,186,71
83,267,365,75
84,192,366,72
85,224,361,104
86,136,318,47
87,199,319,75
88,298,441,103
89,504,347,61
90,333,289,53
91,323,213,100
92,465,217,247
93,332,361,87
94,166,253,54
95,356,178,103
96,223,356,22
97,280,202,83
98,381,217,164
99,374,232,140
100,213,220,30
101,64,44,7
102,555,238,146
103,423,114,42
104,206,265,37
105,513,311,52
106,536,110,143
107,292,195,40
108,262,98,200
109,85,280,29
110,536,87,26
111,217,307,22
112,377,208,63
113,269,200,195
114,326,264,40
115,245,303,14
116,349,224,58
117,283,272,27
118,313,95,256
119,464,319,82
120,123,196,33
121,91,199,32
122,235,329,97
123,196,331,50
124,223,314,54
125,267,340,55
126,401,299,79
127,292,114,83
128,367,206,38
129,339,374,149
130,258,333,26
131,317,395,96
132,317,89,81
133,302,87,66
134,335,279,74
135,247,176,314
136,182,376,79
137,284,447,85
138,219,117,105
139,182,270,229
140,134,210,22
141,385,312,150
142,245,344,145
143,188,196,185
144,243,153,130
145,355,246,166
146,348,253,61
147,238,228,245
148,265,206,15
149,199,250,123
150,249,276,91
151,240,231,110
152,218,314,51
153,375,216,140
154,138,216,23
155,212,79,105
156,396,303,205
157,479,213,169
158,550,379,122
159,346,239,69
160,274,300,45
161,115,72,118
162,160,119,39
163,341,171,97
164,287,197,97
165,292,353,145
166,309,388,48
167,314,295,126
168,254,216,113
169,281,211,90
170,254,289,184
171,162,117,336
172,306,202,171
173,277,230,314
174,180,180,347
175,150,177,69
176,256,82,169
177,331,157,404
178,239,122,59
179,107,120,93
180,264,358,22
181,217,111,195
182,358,115,232
183,394,198,98
184,426,215,386
185,364,240,331
186,188,300,39
187,300,162,77
188,316,247,182
189,237,157,47
190,216,101,98
191,171,148,27
192,205,154,75
193,267,159,48
194,123,116,99
195,260,137,166
196,188,224,13
197,197,273,239
198,271,194,145
199,224,141,99
200,304,242,40
201,361,225,43
202,392,227,39
203,126,106,21
204,517,303,72
205,311,221,221
206,133,195,38
207,438,268,128
208,162,94,24
209,177,76,83
210,88,81,138
211,317,286,43
212,196,235,53
213,274,341,32
214,172,109,92
215,246,154,422
216,378,227,138
217,306,225,34
218,338,253,35
219,258,156,123
220,199,127,95
221,122,140,344
222,151,89,27
223,168,139,17
224,375,283,42
Total,65466,52971,23922
