,AIADMK+,DMK,Others
0,CPI,DMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,547,231,41
1,509,267,36
2,221,379,87
3,91,535,24
4,94,259,14
5,302,558,75
6,267,450,26
7,214,410,57
8,75,343,19
9,472,281,34
10,277,193,8
11,344,220,20
12,428,383,36
13,134,355,16
14,236,229,45
15,137,268,88
16,161,258,15
17,282,116,25
18,396,215,39
19,440,248,21
20,162,151,10
21,151,374,46
22,203,188,26
23,331,172,28
24,265,241,44
25,361,298,175
26,436,392,52
27,195,364,24
28,333,295,140
29,270,446,27
30,471,387,94
31,341,495,60
32,170,160,116
33,385,319,63
34,110,215,10
35,444,375,98
36,136,183,36
37,175,96,22
38,334,282,44
39,429,248,35
40,274,284,34
41,69,204,6
42,281,729,67
43,335,292,370
44,335,236,22
45,338,189,19
46,289,215,24
47,636,302,54
48,236,214,19
49,111,319,9
50,81,486,27
51,289,539,17
52,279,294,31
53,244,251,19
54,248,273,20
55,207,239,21
56,188,212,29
57,236,133,12
58,347,437,141
59,151,118,558
60,186,263,130
61,517,339,57
62,526,352,66
63,226,297,286
64,238,227,24
65,253,185,34
66,228,245,22
67,48,17,2
68,418,378,30
69,272,381,24
70,181,320,13
71,210,649,57
72,121,382,321
73,110,344,18
74,391,397,46
75,269,410,31
76,287,412,38
77,381,442,24
78,103,116,442
79,99,164,193
80,306,375,80
81,392,390,99
82,68,44,6
83,356,321,68
84,160,403,23
85,139,270,36
86,134,81,20
87,218,331,23
88,266,271,324
89,349,185,64
90,300,323,107
91,225,373,199
92,250,314,25
93,280,311,68
94,288,247,26
95,250,336,54
96,359,332,43
97,521,218,54
98,398,410,100
99,664,308,59
100,479,188,28
101,327,255,25
102,360,243,30
103,470,364,81
104,346,385,72
105,583,229,56
106,22,23,5
107,308,229,45
108,232,225,28
109,240,122,15
110,406,276,36
111,498,371,31
112,221,288,18
113,403,311,57
114,545,219,70
115,141,170,152
116,275,401,28
117,172,127,20
118,277,411,27
119,270,263,131
120,362,273,34
121,193,268,20
122,43,104,7
123,449,320,47
124,395,394,79
125,358,273,49
126,430,392,59
127,219,352,46
128,133,173,75
129,358,253,25
130,312,470,42
131,163,403,30
132,260,479,39
133,204,300,24
134,350,336,42
135,497,412,27
136,528,461,55
137,253,227,19
138,115,204,15
139,365,256,51
140,220,257,34
141,264,120,22
142,139,165,10
143,423,580,43
144,463,342,57
145,317,202,37
146,686,221,50
147,386,159,41
148,469,149,26
149,628,256,63
150,406,307,34
151,505,272,53
152,499,155,42
153,534,262,192
154,692,331,78
155,483,230,28
156,453,290,31
157,422,373,33
158,201,181,14
159,382,230,36
160,251,234,18
161,156,163,205
162,402,462,71
163,409,296,36
164,357,335,42
165,305,259,19
166,277,191,17
167,68,63,11
168,48,374,253
169,423,524,36
170,390,188,19
171,375,280,34
172,256,229,55
173,361,291,35
174,326,273,7
175,329,310,37
176,125,97,17
177,224,270,24
178,205,292,13
179,299,291,31
180,138,216,191
181,282,334,19
182,350,411,232
183,290,219,32
184,317,411,26
185,441,637,43
186,4,20,2
187,305,396,33
188,384,265,20
189,272,290,19
190,480,273,43
191,286,144,25
192,156,352,322
193,525,277,52
194,261,96,30
195,668,349,41
196,360,241,45
197,536,244,25
198,412,296,30
199,354,326,26
200,449,429,43
201,321,377,51
202,264,278,44
203,378,366,63
204,231,286,21
205,565,336,31
206,479,226,34
207,504,341,81
208,443,184,82
209,509,230,49
210,275,84,21
211,203,356,30
212,72,291,24
213,209,178,12
214,220,263,24
215,381,483,75
216,405,204,35
217,329,406,33
218,224,165,27
219,365,212,36
220,216,200,33
221,430,137,64
222,286,161,25
223,234,246,34
224,539,391,47
225,354,151,41
226,416,95,24
227,399,279,38
228,391,236,47
229,243,249,41
230,435,392,48
231,514,231,33
232,329,256,42
233,366,135,33
234,401,248,25
Total,73410,66861,13002
