,AIADMK+,DMK,Others
0,ADMK,INC,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,530,363,53
1,341,285,47
2,363,217,45
3,438,291,45
4,384,274,27
5,340,391,56
6,376,314,40
7,497,494,60
8,427,194,34
9,412,291,60
10,435,341,44
11,254,189,12
12,422,271,30
13,368,292,34
14,523,306,65
15,385,397,30
16,569,444,41
17,428,324,30
18,429,326,32
19,290,247,16
20,479,346,31
21,376,287,37
22,423,305,48
23,641,285,53
24,474,275,45
25,491,235,30
26,335,225,45
27,369,249,42
28,349,256,33
29,526,356,29
30,372,303,50
31,295,320,28
32,353,278,65
33,431,316,73
34,477,465,54
35,346,323,36
36,197,303,32
37,248,162,28
38,293,308,26
39,295,212,42
40,568,406,57
41,592,320,28
42,593,345,31
43,280,139,11
44,454,228,24
45,430,116,33
46,393,220,47
47,557,306,23
48,393,286,15
49,335,216,31
50,517,386,45
51,376,256,16
52,267,209,21
53,587,269,52
54,634,386,32
55,451,147,40
56,377,253,23
57,261,275,14
58,492,256,17
59,546,355,49
60,399,228,24
61,275,288,46
62,499,422,84
63,235,209,32
64,457,212,36
65,378,368,18
66,609,316,115
67,297,161,28
68,335,202,18
69,316,241,5
70,323,238,23
71,402,408,19
72,588,486,62
73,641,470,38
74,460,322,47
75,398,417,19
76,233,170,18
77,345,290,32
78,436,252,38
79,376,310,28
80,421,384,40
81,343,241,12
82,508,573,25
83,454,399,31
84,334,309,25
85,241,280,16
86,551,347,46
87,352,351,38
88,383,324,27
89,348,280,30
90,523,273,54
91,521,363,71
92,567,385,69
93,268,294,39
94,283,243,34
95,419,402,69
96,320,522,53
97,347,603,26
98,281,355,19
99,491,362,61
100,333,262,63
101,590,391,79
102,343,231,34
103,211,155,19
104,576,396,65
105,398,361,58
106,293,245,47
107,334,359,52
108,278,425,36
109,403,243,58
110,468,242,60
111,438,316,65
112,241,225,19
113,341,412,58
114,471,511,45
115,374,396,55
116,216,162,19
117,257,305,39
118,189,190,31
119,261,217,31
120,428,444,79
121,378,234,27
122,248,218,35
123,287,237,15
124,274,264,18
125,337,442,43
126,543,400,52
127,488,468,72
128,384,384,46
129,526,433,50
130,327,300,12
131,361,384,21
132,399,507,66
133,503,328,64
134,457,380,26
135,297,220,21
136,222,331,21
137,271,479,41
138,355,299,34
139,404,253,43
140,322,348,65
141,360,264,30
142,620,321,68
143,253,200,33
144,418,366,59
145,282,300,10
146,168,135,13
147,407,390,23
148,304,361,23
149,264,268,49
150,302,353,34
151,266,308,20
152,266,248,24
153,295,240,14
154,292,226,25
155,191,265,31
156,503,415,39
157,216,106,14
158,248,311,29
159,322,229,32
160,474,296,17
161,400,351,49
162,469,255,50
163,599,259,61
164,584,258,55
165,449,292,66
166,236,176,11
167,468,213,48
168,341,181,65
169,431,146,21
170,377,160,17
171,589,270,46
172,470,243,26
173,416,302,42
174,331,262,28
175,353,179,16
176,445,269,26
177,574,419,54
178,416,195,46
179,356,175,27
180,447,317,31
181,383,383,38
182,378,148,40
183,200,111,15
184,321,168,42
185,311,216,20
186,263,280,40
187,412,223,40
188,428,309,45
189,337,273,37
190,390,368,44
191,247,197,20
192,233,296,11
193,355,191,26
194,316,227,39
195,533,315,40
196,246,297,13
197,255,217,33
198,516,273,86
199,465,328,25
200,450,191,25
201,387,111,36
202,318,298,35
203,325,418,66
Total,79138,60493,7724
