,AIADMK+,DMK,Others
0,ADMK,DMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,422,272,46
1,252,251,28
2,227,241,37
3,337,196,21
4,342,192,17
5,239,110,28
6,177,122,8
7,500,182,43
8,515,327,53
9,262,191,33
10,407,205,48
11,494,257,36
12,745,237,63
13,467,129,29
14,476,173,33
15,258,189,16
16,404,139,21
17,413,224,35
18,339,75,17
19,303,245,23
20,359,217,24
21,387,253,22
22,386,156,31
23,334,124,21
24,318,211,12
25,457,73,15
26,708,291,44
27,432,168,32
28,524,158,36
29,493,140,26
30,372,139,22
31,394,99,15
32,410,143,25
33,393,131,27
34,560,157,29
35,500,143,13
36,515,120,28
37,445,159,17
38,418,111,20
39,678,182,26
40,375,123,29
41,607,186,23
42,749,188,20
43,625,173,38
44,437,149,16
45,719,240,31
46,472,120,15
47,429,107,18
48,495,138,27
49,605,196,26
50,280,98,6
51,629,160,38
52,548,141,26
53,361,147,18
54,323,91,24
55,313,98,9
56,362,82,20
57,259,78,9
58,282,82,16
59,557,139,47
60,630,190,49
61,539,113,40
62,680,177,52
63,316,138,11
64,278,111,9
65,499,183,24
66,428,118,18
67,351,132,19
68,409,166,25
69,348,154,22
70,467,176,21
71,288,96,20
72,535,249,14
73,480,175,30
74,486,139,43
75,343,134,10
76,329,100,23
77,493,142,27
78,403,81,29
79,472,116,25
80,476,227,18
81,421,190,18
82,666,162,47
83,680,185,48
84,492,159,30
85,471,126,24
86,419,101,22
87,527,152,25
88,455,99,24
89,515,169,20
90,480,150,22
91,405,106,12
92,444,152,26
93,403,82,20
94,340,124,12
95,429,133,38
96,372,100,28
97,605,196,17
98,516,164,20
99,367,126,14
100,559,154,25
101,647,213,22
102,389,144,19
103,369,136,16
104,456,154,16
105,428,129,13
106,591,198,22
107,605,134,34
108,459,137,33
109,359,110,15
110,559,145,27
111,614,121,17
112,348,166,19
113,300,122,17
114,322,175,16
115,305,134,14
116,397,235,24
117,435,243,34
118,291,116,32
119,640,249,40
120,371,150,17
121,304,130,24
122,285,95,21
123,357,144,29
124,329,116,24
125,576,221,30
126,290,97,26
127,255,92,22
128,251,116,26
129,230,98,23
130,415,194,18
131,348,180,23
132,388,224,21
133,363,166,24
134,362,156,30
135,345,101,14
136,372,300,32
137,452,135,18
138,319,126,14
139,293,105,15
140,367,117,26
141,346,95,20
142,548,232,27
143,328,112,13
144,305,128,19
145,360,110,27
146,362,139,27
147,335,101,10
148,429,136,29
149,342,169,24
150,358,109,16
151,296,80,20
152,549,161,13
153,485,183,27
154,484,172,20
155,431,125,29
156,507,135,31
157,394,122,10
158,543,183,22
159,606,204,33
160,559,196,21
161,439,116,25
162,250,90,14
163,269,89,11
164,320,132,21
165,303,104,13
166,795,235,37
167,467,140,21
168,339,108,25
169,298,92,19
170,666,221,32
171,569,190,34
172,646,217,37
173,328,123,13
174,317,90,23
175,645,207,39
176,525,141,19
177,403,203,20
178,659,233,72
179,283,118,37
180,508,210,52
181,467,221,52
182,370,145,28
183,335,129,14
184,397,111,17
185,536,167,34
186,727,197,36
187,363,129,26
188,350,115,28
189,672,225,32
190,363,158,24
191,306,135,22
192,376,155,31
193,343,146,26
194,315,75,21
195,272,54,30
196,542,179,41
197,426,140,31
198,578,158,24
199,426,150,34
200,398,121,18
201,327,78,18
202,507,109,34
203,471,154,25
204,445,159,24
205,344,103,15
206,514,148,17
207,506,97,24
208,234,99,11
209,237,77,17
210,451,172,20
211,456,224,22
212,465,169,26
213,582,201,46
214,592,138,30
215,475,175,32
216,485,186,43
217,416,155,22
218,674,332,50
219,621,202,40
220,498,141,35
221,439,108,22
222,556,199,19
223,466,231,26
224,442,172,17
225,595,364,40
226,335,160,27
227,312,132,19
228,290,123,40
229,302,115,36
230,388,165,64
231,581,214,72
232,474,160,64
233,625,173,40
234,557,162,22
235,443,163,35
236,581,163,41
237,659,243,51
238,535,181,34
239,410,141,26
240,500,127,25
241,359,137,28
242,611,187,58
243,662,265,33
244,557,236,25
245,697,152,46
246,378,96,29
247,677,181,38
248,416,174,37
249,332,118,19
250,440,178,40
251,727,295,53
252,492,201,34
253,256,108,18
254,467,130,32
255,491,167,33
256,402,116,20
Total,113603,40156,6889
