,AIADMK+,DMK,Others
0,DMDK,,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,382,0,597
1,358,0,348
2,507,0,464
3,293,0,274
4,276,0,284
5,365,0,453
6,285,0,273
7,521,0,365
8,243,0,345
9,231,0,265
10,307,0,283
11,239,0,342
12,418,0,383
13,305,0,286
14,373,0,466
15,434,0,585
16,276,0,270
17,334,0,545
18,432,0,356
19,263,0,340
20,396,0,230
21,377,0,403
22,479,0,442
23,367,0,230
24,219,0,629
25,285,0,262
26,222,0,628
27,202,0,234
28,93,0,713
29,328,0,593
30,355,0,457
31,254,0,325
32,390,0,356
33,334,0,270
34,254,0,441
35,274,0,347
36,174,0,366
37,342,0,445
38,346,0,294
39,469,0,480
40,305,0,419
41,297,0,537
42,352,0,474
43,397,0,341
44,377,0,353
45,314,0,661
46,282,0,508
47,273,0,475
48,236,0,331
49,269,0,296
50,500,0,445
51,236,0,386
52,242,0,465
53,412,0,276
54,323,0,458
55,297,0,221
56,335,0,684
57,445,0,390
58,106,0,399
59,223,0,377
60,475,0,389
61,344,0,298
62,281,0,455
63,148,0,426
64,317,0,458
65,189,0,307
66,246,0,257
67,384,0,501
68,358,0,608
69,148,0,175
70,284,0,304
71,310,0,365
72,121,0,534
73,396,0,510
74,294,0,521
75,105,0,319
76,182,0,291
77,113,0,282
78,314,0,319
79,351,0,567
80,327,0,398
81,295,0,472
82,320,0,462
83,148,0,441
84,270,0,301
85,230,0,547
86,198,0,323
87,301,0,299
88,318,0,305
89,285,0,492
90,230,0,238
91,238,0,367
92,356,0,243
93,369,0,366
94,134,0,387
95,410,0,396
96,275,0,466
97,240,0,314
98,305,0,319
99,318,0,270
100,277,0,598
101,178,0,458
102,249,0,253
103,313,0,332
104,102,0,287
105,134,0,353
106,222,0,306
107,227,0,280
108,193,0,353
109,457,0,453
110,442,0,359
111,562,0,473
112,497,0,344
113,185,0,261
114,439,0,413
115,254,0,231
116,367,0,278
117,357,0,513
118,307,0,221
119,288,0,277
120,530,0,430
121,200,0,372
122,188,0,389
123,83,0,461
124,472,0,390
125,152,0,446
126,259,0,308
127,386,0,281
128,195,0,254
129,259,0,376
130,289,0,474
131,226,0,259
132,328,0,446
133,317,0,508
134,382,0,227
135,148,0,216
136,344,0,458
137,206,0,359
138,259,0,308
139,305,0,346
140,228,0,263
141,202,0,375
142,401,0,411
143,214,0,227
144,333,0,299
145,232,0,217
146,287,0,319
147,225,0,222
148,413,0,427
149,228,0,363
150,203,0,230
151,606,0,391
152,448,0,392
153,412,0,217
154,193,0,228
155,234,0,291
156,343,0,533
157,220,0,294
158,205,0,346
159,426,0,261
160,369,0,358
161,324,0,298
162,324,0,585
163,492,0,358
164,327,0,270
165,316,0,415
166,356,0,409
167,319,0,211
168,561,0,326
169,314,0,539
170,286,0,462
171,137,0,236
172,451,0,468
173,324,0,242
174,282,0,210
175,282,0,283
176,208,0,263
177,410,0,348
178,279,0,386
179,265,0,297
180,175,0,421
181,348,0,229
182,190,0,225
183,155,0,207
184,345,0,500
185,381,0,389
186,239,0,247
187,189,0,516
188,233,0,421
189,306,0,450
190,259,0,477
191,287,0,392
192,170,0,256
193,413,0,527
194,231,0,298
195,463,0,448
196,269,0,401
197,313,0,220
198,363,0,435
199,459,0,512
200,266,0,136
201,149,0,336
202,210,0,366
203,458,0,443
204,327,0,562
205,259,0,435
Total,61864,0,76927
