,AIADMK+,DMK,Others
0,ADMK,DMK,"['Others', 'Others', 'Others', 'Others', 'Others']"
0,459,358,17
1,280,184,22
2,465,221,25
3,341,238,20
4,387,270,15
5,199,190,9
6,523,265,11
7,298,211,4
8,397,214,8
9,479,460,34
10,369,252,31
11,248,314,14
12,325,190,15
13,486,266,31
14,344,232,17
15,513,350,34
16,518,213,30
17,633,374,15
18,176,212,15
19,455,211,19
20,470,210,17
21,191,162,9
22,337,263,20
23,421,226,18
24,437,377,16
25,261,347,27
26,475,228,7
27,354,351,32
28,296,210,2
29,580,417,25
30,384,380,14
31,454,408,18
32,283,248,9
33,277,295,14
34,388,308,13
35,163,324,9
36,213,395,50
37,141,453,24
38,96,361,25
39,280,160,16
40,365,141,18
41,498,212,32
42,269,152,32
43,367,366,22
44,332,330,7
45,338,387,18
46,317,321,12
47,333,298,13
48,465,279,15
49,324,234,11
50,243,229,3
51,592,271,12
52,247,427,34
53,491,461,35
54,411,477,37
55,315,235,9
56,444,209,8
57,771,286,16
58,300,178,2
59,313,161,13
60,496,394,19
61,567,299,11
62,439,393,15
63,310,433,28
64,285,444,36
65,259,434,52
66,397,334,42
67,322,358,31
68,185,195,14
69,445,472,50
70,488,396,32
71,260,366,38
72,313,544,65
73,488,347,38
74,412,377,6
75,138,266,36
76,224,369,47
77,237,321,135
78,237,144,38
79,256,280,37
80,206,276,16
81,126,290,16
82,429,404,21
83,201,297,26
84,352,335,34
85,411,301,40
86,576,274,17
87,514,352,31
88,584,489,19
89,363,193,17
90,363,178,4
91,358,210,10
92,563,315,38
93,618,232,69
94,386,251,52
95,406,171,34
96,272,236,18
97,358,257,15
98,320,499,26
99,436,402,19
100,332,303,6
101,377,217,26
102,557,383,22
103,301,197,3
104,295,324,14
105,297,187,4
106,446,272,11
107,369,272,11
108,317,185,10
109,380,153,12
110,384,222,10
111,352,170,25
112,274,182,9
113,234,208,5
114,596,294,13
115,438,438,12
116,396,193,8
117,399,204,7
118,239,135,6
119,549,376,25
120,688,310,40
121,286,221,8
122,258,200,15
123,423,145,13
124,449,149,16
125,451,242,20
126,595,247,20
127,526,264,22
128,424,258,19
129,546,318,21
130,397,409,14
131,727,314,20
132,415,177,11
133,544,198,39
134,371,334,23
135,637,344,30
136,395,247,19
137,191,83,12
138,309,186,4
139,242,159,29
140,459,255,26
141,360,213,16
142,529,322,48
143,439,282,30
144,314,267,14
145,369,266,17
146,256,113,14
147,531,266,21
148,455,227,35
149,253,176,13
150,519,415,29
151,473,369,39
152,145,109,11
153,445,427,53
154,331,358,18
155,316,266,19
156,220,352,14
157,551,294,20
158,318,250,19
159,468,254,5
160,452,345,6
161,398,279,7
162,272,204,6
163,123,287,3
164,449,366,30
165,393,298,18
166,292,329,14
167,179,228,2
168,265,194,11
169,605,243,21
170,445,401,31
171,263,177,10
172,365,386,16
173,251,152,22
174,322,385,15
175,200,400,18
176,311,203,13
177,330,361,10
178,219,367,30
179,594,347,27
180,537,282,39
181,360,332,17
182,406,251,17
183,428,553,15
184,462,315,16
185,298,218,4
186,391,277,11
187,451,377,27
188,458,366,59
189,283,287,6
190,269,213,9
191,478,312,21
192,294,137,10
193,319,361,21
194,444,249,32
195,258,235,9
196,234,228,21
197,276,228,15
198,229,232,33
199,312,518,49
200,597,424,38
201,447,438,15
202,339,386,25
203,280,105,2
204,324,224,16
205,314,216,28
206,327,382,6
207,560,239,21
208,444,329,9
209,351,327,17
210,249,193,10
211,302,214,23
212,536,341,17
213,331,298,16
214,113,426,7
215,177,357,26
Total,80494,62153,4504
