,AIADMK+,DMK,Others
0,CPI(M),,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,396,0,318
1,253,0,151
2,401,0,203
3,648,0,247
4,419,0,246
5,235,0,304
6,351,0,248
7,365,0,305
8,332,0,310
9,612,0,276
10,449,0,274
11,684,0,350
12,458,0,319
13,417,0,177
14,582,0,371
15,388,0,276
16,717,0,335
17,331,0,290
18,357,0,271
19,224,0,399
20,516,0,504
21,448,0,235
22,336,0,511
23,155,0,147
24,302,0,223
25,411,0,276
26,433,0,196
27,430,0,338
28,227,0,182
29,378,0,319
30,270,0,463
31,330,0,319
32,423,0,157
33,107,0,187
34,69,0,207
35,500,0,331
36,337,0,220
37,295,0,250
38,284,0,292
39,413,0,305
40,405,0,554
41,99,0,462
42,291,0,143
43,545,0,273
44,246,0,493
45,251,0,427
46,336,0,536
47,269,0,234
48,229,0,250
49,422,0,559
50,550,0,342
51,269,0,284
52,113,0,670
53,292,0,147
54,238,0,141
55,351,0,376
56,406,0,111
57,366,0,375
58,256,0,64
59,295,0,216
60,537,0,388
61,355,0,362
62,241,0,235
63,472,0,401
64,440,0,408
65,79,0,518
66,80,0,529
67,369,0,266
68,452,0,131
69,76,0,880
70,160,0,125
71,295,0,512
72,281,0,152
73,159,0,98
74,446,0,272
75,472,0,111
76,235,0,681
77,345,0,246
78,357,0,169
79,295,0,450
80,543,0,370
81,337,0,578
82,516,0,247
83,393,0,435
84,228,0,141
85,302,0,383
86,161,0,141
87,42,0,211
88,139,0,883
89,398,0,329
90,365,0,247
91,384,0,264
92,567,0,498
93,271,0,296
94,432,0,210
95,407,0,420
96,484,0,437
97,520,0,301
98,360,0,562
99,547,0,304
100,92,0,330
101,461,0,335
102,315,0,454
103,253,0,197
104,209,0,227
105,168,0,283
106,280,0,238
107,298,0,203
108,434,0,403
109,366,0,567
110,442,0,385
111,308,0,188
112,259,0,462
113,238,0,208
114,294,0,347
115,378,0,277
116,410,0,208
117,258,0,191
118,164,0,322
119,175,0,457
120,389,0,145
121,422,0,212
122,545,0,187
123,285,0,286
124,197,0,308
125,255,0,131
126,450,0,157
127,112,0,548
128,522,0,362
129,567,0,302
130,623,0,301
131,189,0,233
132,193,0,209
133,274,0,156
134,311,0,105
135,285,0,134
136,527,0,186
137,166,0,700
138,52,0,296
139,568,0,250
140,164,0,96
141,215,0,216
142,162,0,219
143,238,0,124
144,193,0,687
145,194,0,111
146,395,0,416
147,455,0,207
148,419,0,428
149,357,0,101
150,292,0,291
151,189,0,295
152,122,0,107
153,387,0,180
154,372,0,122
155,433,0,189
156,370,0,326
157,318,0,524
158,285,0,745
159,583,0,253
160,346,0,419
161,209,0,92
162,283,0,422
163,457,0,317
164,130,0,53
165,421,0,226
166,379,0,345
167,357,0,269
168,251,0,168
169,379,0,291
170,246,0,142
171,255,0,149
172,241,0,139
173,213,0,403
174,132,0,426
175,237,0,696
176,104,0,418
177,105,0,460
178,339,0,176
179,209,0,136
180,310,0,318
181,400,0,310
182,360,0,322
183,243,0,143
184,203,0,181
185,218,0,515
186,290,0,226
187,217,0,223
188,442,0,382
189,219,0,472
190,365,0,477
191,255,0,614
192,364,0,286
193,323,0,493
194,407,0,457
195,346,0,291
196,338,0,290
197,181,0,152
198,411,0,303
199,217,0,163
200,174,0,169
201,282,0,246
202,277,0,240
203,290,0,267
204,294,0,225
205,435,0,360
206,239,0,164
207,217,0,166
208,377,0,211
209,227,0,276
210,284,0,290
211,438,0,324
212,521,0,433
213,432,0,256
214,490,0,516
215,439,0,284
216,245,0,249
217,251,0,278
218,180,0,106
219,348,0,139
220,388,0,376
221,513,0,379
222,440,0,304
223,435,0,460
224,135,0,101
225,379,0,494
226,291,0,370
227,321,0,189
228,161,0,472
229,457,0,333
230,510,0,348
231,473,0,305
232,325,0,217
233,406,0,475
234,285,0,195
235,284,0,252
Total,77576,0,72141
