,AIADMK+,DMK,Others
0,DMDK,INC,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,279,133,86
1,276,288,132
2,349,457,151
3,300,309,105
4,236,194,60
5,308,303,113
6,323,190,112
7,239,182,68
8,407,164,86
9,208,224,43
10,182,206,64
11,346,382,56
12,334,393,102
13,172,203,37
14,167,193,43
15,196,200,42
16,165,210,68
17,163,309,116
18,356,231,86
19,239,271,83
20,388,355,197
21,235,164,91
22,251,226,79
23,279,250,88
24,360,229,72
25,303,213,89
26,307,246,102
27,281,278,69
28,375,364,145
29,217,153,61
30,287,285,77
31,223,246,73
32,213,208,51
33,190,193,35
34,197,176,71
35,397,217,94
36,267,212,70
37,324,171,118
38,332,243,101
39,270,205,60
40,329,285,70
41,299,278,89
42,264,297,147
43,225,251,76
44,148,225,71
45,335,384,116
46,309,303,81
47,236,182,51
48,189,367,69
49,347,306,111
50,345,396,93
51,313,389,120
52,279,215,114
53,169,326,90
54,252,298,36
55,442,307,117
56,283,379,72
57,380,406,105
58,385,309,171
59,280,305,83
60,341,249,46
61,320,399,137
62,211,261,68
63,354,179,74
64,187,253,68
65,217,227,43
66,382,339,162
67,250,312,70
68,215,386,49
69,283,234,86
70,266,220,87
71,223,188,78
72,295,202,63
73,181,268,80
74,225,297,43
75,248,226,82
76,355,303,81
77,241,216,31
78,205,236,31
79,407,444,137
80,440,353,170
81,288,229,55
82,197,260,43
83,392,349,116
84,391,328,101
85,444,364,114
86,217,200,91
87,264,142,76
88,493,342,112
89,344,401,72
90,280,415,91
91,285,312,73
92,235,305,90
93,287,279,72
94,318,232,80
95,317,305,87
96,377,217,174
97,337,213,85
98,223,161,98
99,336,437,138
100,310,311,112
101,413,412,107
102,431,419,137
103,387,338,101
104,448,386,88
105,149,229,40
106,235,373,94
107,290,392,68
108,241,207,52
109,205,214,84
110,208,199,76
111,270,201,91
112,209,181,66
113,406,273,122
114,310,234,112
115,208,175,68
116,290,290,58
117,271,299,66
118,132,253,69
119,250,241,62
120,231,146,58
121,255,481,105
122,224,293,41
123,268,429,84
124,173,224,57
125,311,217,58
126,294,407,100
127,340,266,82
128,391,351,92
129,213,289,49
130,471,383,117
131,413,301,98
132,90,176,49
133,341,267,80
134,303,169,69
135,159,262,48
136,265,293,50
137,224,360,70
138,257,272,43
139,229,203,60
140,334,246,73
141,495,347,88
142,185,183,36
143,341,409,109
144,356,343,57
145,308,327,65
146,246,278,72
147,246,250,52
148,330,410,75
149,323,342,69
150,269,257,50
151,372,377,102
152,226,358,86
153,327,354,105
154,313,283,60
155,278,254,93
156,237,222,47
157,531,314,131
158,256,208,87
159,285,216,63
160,264,263,54
161,241,213,45
162,308,212,53
163,269,195,49
164,367,179,73
165,430,193,75
166,227,173,35
167,365,345,119
168,384,334,88
169,313,367,83
170,377,359,103
171,233,240,59
172,222,228,65
173,431,330,113
174,474,321,143
175,282,236,72
176,252,211,64
177,381,273,79
178,279,221,53
179,398,425,108
180,380,203,67
181,352,223,42
182,501,348,151
183,274,193,34
184,221,186,52
185,319,259,96
186,315,232,43
187,394,334,163
188,303,310,89
189,232,147,49
190,456,371,161
191,305,247,279
192,328,262,171
193,222,206,49
194,255,261,85
195,320,320,93
196,501,390,126
197,148,264,53
198,315,253,93
199,347,250,88
200,340,279,115
201,315,470,82
202,405,358,106
203,358,365,94
204,208,332,70
205,344,164,107
206,167,239,50
207,192,249,93
208,358,374,121
209,358,458,134
210,380,518,98
211,488,440,113
212,350,416,136
Total,63242,59800,18171
