,AIADMK+,DMK,Others
0,ADMK,DMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,4,6,158
1,467,435,51
2,522,263,23
3,289,364,49
4,572,423,56
5,555,456,46
6,229,268,23
7,400,364,29
8,363,298,34
9,363,289,37
10,306,296,33
11,280,506,29
12,255,402,36
13,243,370,33
14,315,394,28
15,243,392,25
16,327,400,35
17,304,268,24
18,153,378,19
19,313,358,28
20,290,235,30
21,348,255,21
22,319,203,21
23,402,243,31
24,345,296,28
25,556,424,63
26,289,168,35
27,375,424,44
28,250,191,15
29,381,293,22
30,554,396,53
31,372,422,30
32,141,382,25
33,445,546,34
34,242,276,18
35,407,313,32
36,328,573,26
37,385,408,40
38,329,410,33
39,180,258,10
40,330,352,21
41,309,371,27
42,270,312,16
43,297,399,18
44,203,268,16
45,268,346,24
46,274,350,20
47,359,535,33
48,511,459,37
49,521,363,38
50,541,481,42
51,386,461,41
52,294,312,25
53,197,282,29
54,234,388,20
55,416,550,50
56,328,375,44
57,192,293,21
58,292,368,21
59,220,387,24
60,158,360,12
61,272,353,19
62,307,572,19
63,419,679,25
64,117,251,14
65,224,326,14
66,251,360,20
67,308,518,21
68,185,300,9
69,332,347,32
70,362,383,25
71,441,472,42
72,254,356,24
73,224,313,14
74,287,495,36
75,406,354,37
76,404,382,36
77,383,462,45
78,215,327,27
79,455,540,26
80,544,458,43
81,180,233,27
82,276,363,14
83,240,287,22
84,244,339,12
85,497,461,37
86,352,360,26
87,308,241,21
88,339,283,17
89,247,319,21
90,507,418,35
91,243,207,23
92,440,270,43
93,530,565,28
94,409,632,18
95,325,641,61
96,236,237,21
97,397,301,38
98,169,205,8
99,442,404,20
100,200,353,12
101,256,385,12
102,397,400,24
103,356,395,27
104,428,424,24
105,331,304,26
106,167,215,13
107,505,478,48
108,471,358,42
109,350,214,14
110,196,310,9
111,371,229,21
112,281,337,16
113,219,296,11
114,237,263,8
115,269,267,24
116,325,311,32
117,516,419,36
118,202,269,14
119,173,216,9
120,190,260,16
121,198,276,18
122,530,416,40
123,528,339,49
124,516,330,54
125,308,428,24
126,259,203,12
127,307,318,20
128,236,283,19
129,430,444,37
130,477,335,42
131,259,312,22
132,294,329,17
133,487,614,23
134,357,512,24
135,0,0,0
136,217,314,16
137,386,387,29
138,269,238,15
139,167,280,16
140,151,297,18
141,470,458,40
142,453,327,25
143,445,368,35
144,500,519,44
145,621,282,83
146,466,326,20
147,299,166,17
148,604,343,47
149,577,382,51
150,257,382,20
151,310,202,20
152,422,420,85
153,344,455,77
154,320,341,27
155,250,289,22
156,252,334,35
157,326,235,46
158,581,391,73
159,471,492,80
160,458,350,37
161,494,400,49
162,391,318,42
163,257,313,11
164,377,580,47
165,440,313,47
166,229,198,18
167,224,153,17
168,268,424,32
169,303,176,46
170,342,338,19
171,382,328,45
172,200,272,32
173,495,412,46
174,354,235,33
175,404,330,29
176,552,482,42
177,216,241,11
178,690,352,41
179,421,313,35
180,373,333,13
181,353,311,25
182,353,173,40
183,420,322,32
184,308,318,33
185,363,453,29
186,205,382,15
187,206,319,27
188,368,580,55
189,333,527,22
190,517,465,30
191,441,575,77
192,178,486,11
193,175,472,23
194,350,450,39
195,244,261,24
196,289,557,40
197,456,440,79
198,444,442,59
199,318,387,27
200,410,507,51
201,311,407,35
202,283,222,30
203,353,444,58
204,260,248,18
205,154,320,37
206,222,345,40
207,364,348,26
208,126,234,14
209,259,341,21
210,200,256,27
211,519,382,64
212,347,353,34
213,262,272,31
214,327,193,39
215,389,463,26
216,396,432,21
217,437,371,26
218,132,192,25
219,404,535,38
220,267,254,11
221,293,346,30
222,338,393,62
223,388,213,18
224,298,309,27
225,463,422,46
226,325,244,33
227,312,232,24
228,272,514,36
229,252,220,29
230,370,340,21
231,402,275,35
232,301,417,19
233,391,185,49
234,244,539,30
235,364,268,26
236,365,225,32
Total,79587,83784,7354
