,AIADMK+,DMK,Others
0,,DMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,0,210,317
1,0,190,307
2,0,329,329
3,0,159,340
4,0,307,443
5,0,254,515
6,0,209,276
7,0,198,350
8,0,238,275
9,0,143,408
10,0,202,366
11,0,238,483
12,0,185,456
13,0,99,252
14,0,337,651
15,0,72,80
16,0,134,385
17,0,219,380
18,0,254,506
19,0,467,500
20,0,205,490
21,0,296,398
22,0,308,518
23,0,150,352
24,0,235,485
25,0,293,503
26,0,285,352
27,0,228,359
28,0,158,295
29,0,186,429
30,0,108,276
31,0,196,361
32,0,129,202
33,0,249,369
34,0,238,523
35,0,349,523
36,0,353,520
37,0,292,490
38,0,231,369
39,0,278,402
40,0,207,351
41,0,289,591
42,0,160,308
43,0,117,305
44,0,197,515
45,0,305,418
46,0,243,693
47,0,303,335
48,0,132,210
49,0,230,430
50,0,294,334
51,0,138,199
52,0,206,272
53,0,209,357
54,0,164,276
55,0,135,243
56,0,263,469
57,0,493,489
58,0,329,333
59,0,314,346
60,0,194,299
61,0,255,340
62,0,269,321
63,0,310,487
64,0,75,218
65,0,279,497
66,0,300,557
67,0,355,449
68,0,359,483
69,0,175,315
70,0,218,326
71,0,180,269
72,0,108,194
73,0,289,386
74,0,250,474
75,0,238,435
76,0,211,376
77,0,174,387
78,0,294,622
79,0,314,647
80,0,217,396
81,0,132,297
82,0,309,597
83,0,203,453
84,0,181,405
85,0,269,493
86,0,60,122
87,0,326,452
88,0,220,355
89,0,243,372
90,0,156,269
91,0,250,323
92,0,229,440
93,0,175,218
94,0,300,456
95,0,224,353
96,0,175,332
97,0,196,413
98,0,247,499
99,0,275,485
100,0,320,527
101,0,282,520
102,0,273,554
103,0,307,545
104,0,282,497
105,0,175,306
106,0,163,434
107,0,236,315
108,0,275,398
109,0,147,235
110,0,363,346
111,0,322,468
112,0,182,162
113,0,349,320
114,0,209,319
115,0,174,284
116,0,362,426
117,0,552,391
118,0,328,505
119,0,489,402
120,0,178,139
121,0,380,465
122,0,251,380
123,0,238,592
124,0,330,545
125,0,114,174
126,0,586,365
127,0,225,243
128,0,288,231
129,0,344,557
130,0,188,214
131,0,279,362
132,0,352,467
133,0,263,559
134,0,286,323
135,0,131,251
136,0,373,547
137,0,349,394
138,0,356,411
139,0,196,401
140,0,229,400
141,0,675,433
142,0,135,202
143,0,556,473
144,0,404,620
145,0,469,417
146,0,202,379
147,0,219,253
148,0,285,357
149,0,149,203
150,0,254,581
151,0,390,687
152,0,366,496
153,0,293,351
154,0,314,363
155,0,371,479
156,0,290,371
157,0,488,427
158,0,303,426
159,0,428,554
160,0,295,326
161,0,252,243
162,0,130,264
163,0,240,427
164,0,278,451
165,0,415,481
166,0,310,352
167,0,171,184
168,0,273,268
169,0,239,172
170,0,114,267
171,0,252,477
172,0,255,370
173,0,278,220
174,0,348,173
175,0,365,503
176,0,270,318
177,0,450,316
178,0,264,250
179,0,243,215
180,0,334,320
181,0,353,398
182,0,265,291
183,0,322,283
184,0,287,275
185,0,365,405
186,0,220,372
187,0,216,367
188,0,312,381
189,0,347,419
190,0,406,227
191,0,404,463
192,0,220,328
193,0,398,484
194,0,410,509
195,0,188,386
196,0,382,375
197,0,269,247
198,0,238,191
199,0,329,408
200,0,340,427
201,0,192,349
202,0,266,319
203,0,295,362
204,0,262,389
205,0,277,352
206,0,225,281
207,0,251,341
208,0,380,430
209,0,380,463
210,0,288,655
211,0,268,395
212,0,234,412
213,0,270,438
214,0,314,563
215,0,168,295
216,0,252,319
217,0,321,372
218,0,283,298
219,0,259,371
220,0,200,283
221,0,200,171
222,0,330,419
223,0,298,476
224,0,288,367
225,0,315,293
226,0,194,257
227,0,248,249
228,0,270,286
229,0,269,472
230,0,269,255
231,0,294,237
232,0,273,774
Total,0,62170,88943
