,AIADMK+,DMK,Others
0,DMDK,PMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,121,428,46
1,89,375,95
2,94,646,30
3,61,545,28
4,161,440,35
5,97,376,63
6,57,945,33
7,179,451,100
8,276,424,108
9,206,264,51
10,206,253,65
11,407,241,132
12,99,421,35
13,57,363,65
14,314,552,117
15,168,400,106
16,48,562,27
17,219,111,115
18,211,310,100
19,262,168,75
20,228,159,103
21,270,128,68
22,546,137,102
23,304,172,72
24,149,419,39
25,102,321,72
26,299,141,84
27,231,155,92
28,385,414,148
29,572,240,173
30,528,367,105
31,632,217,213
32,443,308,98
33,581,339,194
34,230,107,136
35,314,305,116
36,396,430,129
37,288,231,158
38,198,111,80
39,246,176,111
40,246,158,96
41,502,280,179
42,344,164,125
43,245,248,87
44,352,240,122
45,266,475,107
46,438,277,153
47,326,298,100
48,275,178,50
49,209,164,102
50,362,275,166
51,353,233,109
52,357,222,72
53,216,207,98
54,264,242,95
55,220,235,61
56,240,214,163
57,286,173,171
58,235,95,106
59,382,295,68
60,489,231,102
61,288,210,82
62,302,166,76
63,326,265,56
64,372,172,86
65,446,358,129
66,218,322,68
67,212,231,72
68,280,268,105
69,229,282,88
70,515,429,83
71,306,301,66
72,411,308,94
73,351,277,79
74,232,245,58
75,264,265,44
76,406,241,53
77,219,184,28
78,275,321,52
79,396,412,89
80,370,282,97
81,469,395,81
82,339,485,87
83,340,415,60
84,163,308,54
85,219,354,47
86,298,152,45
87,201,202,53
88,241,414,47
89,360,479,56
90,106,200,28
91,485,365,83
92,388,410,60
93,257,319,61
94,348,340,59
95,435,393,46
96,250,344,27
97,254,459,35
98,107,235,29
99,341,431,42
100,293,447,55
101,351,364,57
102,171,317,50
103,258,215,59
104,213,284,48
105,237,285,51
106,252,376,60
107,423,492,112
108,303,286,55
109,377,287,63
110,300,216,49
111,293,225,49
112,174,165,24
113,177,126,29
114,184,319,44
115,129,275,53
116,452,410,124
117,155,334,31
118,171,393,52
119,285,354,76
120,300,293,74
121,250,390,76
122,197,398,57
123,290,535,81
124,298,398,106
125,424,428,137
126,223,513,65
127,161,252,48
128,162,337,30
129,132,342,36
130,398,254,88
131,280,361,62
132,365,503,83
133,414,541,78
134,343,361,69
135,361,410,68
136,412,385,63
137,422,346,57
138,278,270,41
139,231,306,56
140,374,334,43
141,328,333,118
142,352,272,122
143,244,338,112
144,253,271,57
145,170,286,69
146,388,350,85
147,266,370,99
148,476,418,86
149,231,209,23
150,198,242,31
151,343,233,57
152,314,142,59
153,324,317,53
154,143,222,47
155,276,229,20
156,222,234,47
157,437,463,132
158,233,282,60
159,149,227,90
160,286,371,127
161,332,193,138
162,262,284,49
163,363,273,60
164,252,439,61
165,299,333,149
166,541,225,175
167,464,380,93
168,289,353,167
169,274,288,134
170,302,293,30
171,206,270,58
172,317,324,123
173,248,222,31
174,233,258,57
175,151,206,109
176,325,276,119
177,217,175,82
178,257,154,78
179,214,268,82
180,297,235,90
181,262,157,119
182,291,146,90
183,276,137,85
184,378,358,138
185,276,223,90
186,385,166,65
187,317,299,144
188,289,208,88
189,248,215,92
190,277,189,55
191,207,197,99
192,418,313,103
193,464,345,112
194,273,199,69
195,327,162,80
196,286,187,67
197,309,241,101
198,238,335,49
199,198,276,80
200,307,208,72
201,265,323,176
202,313,268,136
203,304,387,77
204,576,181,117
205,471,209,138
206,450,177,115
207,283,270,69
208,257,174,58
209,280,315,66
210,222,250,106
211,395,403,122
212,309,307,56
213,450,151,70
214,340,110,136
215,449,130,119
216,387,162,68
217,425,329,110
218,607,424,97
219,659,333,80
220,744,332,99
221,312,214,90
222,346,211,126
223,421,202,255
224,359,284,88
225,225,231,48
226,187,197,96
227,343,486,74
228,340,308,72
229,372,369,85
230,460,352,129
231,319,240,91
232,269,216,67
233,260,245,96
234,271,439,56
235,352,290,101
236,375,148,74
237,346,179,99
238,590,252,154
239,225,268,46
240,182,360,53
241,422,435,129
242,483,243,129
243,428,159,48
244,319,127,86
245,424,372,123
246,394,132,60
247,450,162,65
Total,75575,72597,20847
