,AIADMK+,DMK,Others
0,ADMK,INC,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,222,186,57
1,319,232,77
2,179,102,27
3,224,227,32
4,320,246,48
5,238,221,52
6,378,225,37
7,344,265,54
8,227,152,20
9,320,272,103
10,375,307,70
11,354,204,87
12,379,357,115
13,261,181,63
14,335,197,58
15,241,167,63
16,222,142,60
17,568,279,38
18,265,158,53
19,263,173,53
20,235,215,49
21,203,213,53
22,350,227,94
23,415,308,35
24,401,220,30
25,671,396,56
26,564,319,49
27,326,204,15
28,312,207,29
29,415,286,36
30,421,288,32
31,399,269,52
32,660,215,65
33,611,256,47
34,513,232,69
35,342,157,36
36,572,260,45
37,335,239,88
38,470,251,21
39,453,212,31
40,550,184,37
41,326,194,66
42,396,288,80
43,297,167,76
44,569,205,40
45,539,242,75
46,393,253,99
47,388,241,96
48,343,307,89
49,347,233,88
50,346,234,57
51,367,232,73
52,379,246,107
53,546,358,48
54,367,156,13
55,351,156,31
56,703,305,41
57,491,200,33
58,382,196,48
59,428,245,36
60,462,165,30
61,259,105,22
62,331,194,29
63,296,186,36
64,492,195,41
65,469,262,44
66,419,210,37
67,413,215,53
68,376,247,29
69,439,201,41
70,373,200,54
71,367,248,30
72,333,232,41
73,324,321,51
74,297,278,57
75,271,146,45
76,251,160,49
77,628,206,23
78,541,232,24
79,530,285,34
80,390,331,24
81,437,397,39
82,210,292,41
83,391,228,41
84,284,211,32
85,378,333,58
86,305,223,69
87,582,285,38
88,322,152,55
89,330,178,27
90,332,133,65
91,286,175,35
92,268,174,57
93,317,296,55
94,383,351,49
95,430,176,68
96,460,239,89
97,487,173,72
98,355,167,79
99,354,141,78
100,453,138,92
101,270,138,70
102,220,147,74
103,455,213,76
104,270,141,47
105,255,147,47
106,358,348,55
107,288,127,64
108,245,121,70
109,304,177,85
110,357,198,43
111,384,227,48
112,605,253,41
113,350,140,62
114,578,290,32
115,366,215,25
116,478,361,34
117,383,279,40
118,492,331,56
119,246,219,7
120,226,235,23
121,537,288,28
122,502,329,60
123,392,261,33
124,427,363,56
125,495,369,28
126,509,419,39
127,415,339,30
128,535,266,46
129,407,166,21
130,616,207,45
131,496,257,41
132,712,247,61
133,601,245,47
134,241,157,36
135,384,291,50
136,493,270,38
137,519,253,43
138,358,398,59
139,400,190,65
140,314,190,52
141,463,289,23
142,487,285,47
143,429,325,54
144,442,355,50
145,296,275,68
146,340,252,49
147,399,342,66
148,442,288,41
149,401,288,50
150,462,288,57
151,422,261,69
152,484,293,39
153,477,310,44
154,432,274,68
155,595,339,52
156,438,260,32
157,427,223,51
158,501,319,59
159,526,237,23
160,541,228,29
161,375,183,46
162,424,329,34
163,454,279,29
164,445,252,25
165,430,266,32
166,569,290,49
167,340,174,35
168,293,153,29
169,418,303,60
170,427,367,36
171,487,337,38
172,402,313,38
173,436,234,27
174,394,183,57
175,384,211,26
176,389,181,27
177,627,218,24
178,493,264,25
179,427,245,40
180,581,235,36
181,469,342,68
182,431,309,38
183,509,293,24
184,486,285,54
185,452,133,27
186,463,231,56
187,561,259,47
188,469,242,41
189,417,259,34
190,429,228,45
191,478,275,57
192,395,226,36
193,363,206,43
194,324,160,21
195,289,152,30
196,631,348,27
197,440,203,28
198,445,178,20
199,493,275,38
200,366,220,60
201,360,247,49
202,345,227,52
203,381,302,41
204,521,250,30
205,386,148,32
206,592,258,33
207,558,249,48
208,553,256,40
209,494,231,48
210,514,225,47
211,403,183,40
212,493,284,46
213,338,269,28
214,483,355,36
215,408,329,81
Total,88856,52187,10271
