,AIADMK+,DMK,Others
0,ADMK,DMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,524,334,50
1,267,190,12
2,338,237,30
3,372,215,23
4,406,236,29
5,417,170,17
6,384,248,30
7,404,183,29
8,423,250,37
9,412,277,24
10,299,252,23
11,354,171,24
12,403,150,37
13,538,264,30
14,345,222,30
15,312,160,11
16,425,282,23
17,383,182,21
18,394,261,19
19,410,264,23
20,345,274,30
21,331,236,11
22,549,207,56
23,388,212,50
24,321,199,15
25,349,212,39
26,543,221,34
27,185,222,97
28,319,80,16
29,237,126,18
30,511,392,110
31,556,272,222
32,349,256,309
33,288,43,51
34,481,321,50
35,335,181,80
36,374,336,32
37,356,262,109
38,198,206,49
39,670,165,102
40,687,263,80
41,397,139,15
42,477,162,20
43,405,150,30
44,377,101,30
45,423,242,41
46,228,123,6
47,473,249,26
48,330,153,23
49,405,113,36
50,360,218,23
51,456,287,20
52,555,378,27
53,434,301,24
54,416,195,13
55,391,161,28
56,492,344,51
57,488,199,40
58,375,227,26
59,242,253,58
60,380,203,34
61,284,252,37
62,338,165,26
63,294,210,36
64,344,253,38
65,309,135,18
66,320,197,17
67,421,260,60
68,398,306,23
69,403,341,43
70,288,158,14
71,440,372,30
72,477,337,49
73,454,410,30
74,414,321,35
75,280,145,22
76,298,297,35
77,404,266,17
78,528,242,24
79,392,209,16
80,501,297,95
81,628,307,36
82,437,251,11
83,254,216,8
84,440,182,22
85,233,237,19
86,381,165,21
87,309,274,13
88,387,213,30
89,321,225,20
90,441,343,23
91,384,452,13
92,372,245,22
93,298,214,28
94,318,254,30
95,435,427,27
96,539,389,37
97,270,215,14
98,354,196,30
99,225,230,13
100,367,400,50
101,260,217,19
102,329,164,38
103,295,214,16
104,309,188,12
105,289,234,26
106,322,435,27
107,435,214,30
108,282,187,13
109,300,308,31
110,395,231,14
111,321,326,25
112,338,180,38
113,448,297,36
114,343,162,34
115,429,186,43
116,365,135,65
117,506,407,62
118,290,166,20
119,345,259,46
120,405,235,45
121,313,188,25
122,323,167,32
123,397,213,38
124,350,237,44
125,335,228,19
126,281,132,45
127,245,298,26
128,522,298,34
129,409,203,20
130,436,322,25
131,298,291,30
132,422,215,31
133,360,262,24
134,290,215,34
135,354,353,42
136,236,164,15
137,344,418,18
138,512,176,53
139,487,335,43
140,331,201,25
141,486,391,42
142,325,306,21
143,382,218,36
144,230,164,20
145,212,275,20
146,213,256,10
147,414,428,18
148,364,393,31
149,260,314,19
150,297,239,21
151,332,169,14
152,283,235,12
153,312,206,23
154,574,159,32
155,275,196,16
156,375,284,34
157,341,184,56
158,375,157,15
159,542,293,34
160,232,221,13
161,458,316,21
162,336,267,23
163,263,249,21
164,353,324,32
165,282,202,19
166,365,357,36
167,458,154,22
168,482,125,32
169,433,98,23
170,604,227,53
171,331,237,30
172,265,205,47
173,404,321,9
174,337,213,24
175,288,221,14
176,349,193,26
177,405,252,21
178,236,218,17
179,217,294,12
180,354,216,24
181,372,106,13
182,438,197,28
183,455,295,56
184,341,202,19
185,225,236,23
186,238,223,7
187,297,275,32
188,303,199,18
189,334,147,23
190,359,200,36
191,514,253,38
192,501,260,35
193,505,256,26
194,452,348,43
195,582,377,59
196,310,545,30
197,353,509,35
198,388,403,30
199,374,343,51
200,513,317,41
201,370,170,22
202,280,179,20
203,478,158,43
204,355,171,32
205,385,241,19
206,265,210,13
207,375,279,46
208,487,467,58
209,388,217,34
210,598,272,46
211,464,360,29
212,555,334,49
213,378,323,29
214,389,265,27
215,580,298,58
216,326,220,32
217,431,129,36
218,410,372,30
219,539,316,24
220,405,315,22
221,462,361,32
222,311,178,13
223,445,214,24
224,407,252,35
225,443,212,36
226,303,160,39
227,377,179,30
228,308,155,9
229,498,327,30
230,392,164,39
231,596,300,38
232,382,247,32
233,292,170,7
234,412,138,12
235,454,206,18
236,313,147,28
237,374,146,18
238,449,390,28
239,320,181,15
240,225,295,37
Total,91636,58887,7873
