,AIADMK+,DMK,Others
0,ADMK,DMK,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,356,313,28
1,495,408,55
2,233,224,25
3,303,257,25
4,201,199,18
5,348,408,34
6,230,145,20
7,301,197,46
8,501,323,42
9,582,272,67
10,645,224,70
11,334,74,23
12,378,165,26
13,267,123,44
14,482,281,61
15,606,310,64
16,576,396,40
17,272,174,23
18,392,201,14
19,381,239,15
20,361,198,38
21,321,166,8
22,311,301,20
23,417,179,42
24,350,295,18
25,426,350,21
26,230,130,8
27,424,239,40
28,401,209,20
29,234,511,14
30,460,372,37
31,185,250,23
32,343,218,63
33,646,232,67
34,314,188,26
35,138,107,10
36,253,270,28
37,326,176,49
38,156,143,2
39,397,299,57
40,264,221,19
41,354,150,57
42,541,276,83
43,261,300,29
44,325,392,50
45,285,181,38
46,158,147,36
47,185,238,19
48,320,280,26
49,585,269,77
50,255,272,61
51,79,111,10
52,236,304,19
53,203,242,34
54,267,458,23
55,240,346,34
56,499,382,38
57,214,275,23
58,258,271,33
59,318,272,64
60,214,272,31
61,377,372,43
62,391,251,80
63,241,197,53
64,383,210,23
65,377,205,15
66,600,296,46
67,378,324,39
68,371,143,14
69,328,200,27
70,395,279,18
71,226,181,33
72,124,276,25
73,407,395,47
74,469,376,38
75,474,315,57
76,341,250,31
77,420,285,26
78,276,341,35
79,354,206,16
80,300,307,12
81,497,481,44
82,146,382,12
83,288,300,28
84,446,208,25
85,365,324,30
86,464,392,35
87,363,254,24
88,161,194,5
89,334,251,31
90,412,400,24
91,535,348,27
92,411,315,25
93,283,237,17
94,338,271,27
95,149,263,7
96,402,357,22
97,256,339,29
98,447,420,15
99,193,181,12
100,348,437,31
101,275,411,33
102,243,443,16
103,273,642,31
104,325,259,40
105,242,199,29
106,333,273,24
107,247,341,18
108,351,293,19
109,116,119,7
110,277,209,25
111,263,303,11
112,227,144,9
113,324,218,27
114,344,220,22
115,336,197,25
116,289,328,19
117,291,264,56
118,375,575,24
119,271,269,23
120,524,419,31
121,368,222,17
122,629,321,36
123,227,289,35
124,324,226,29
125,267,244,15
126,251,370,42
127,474,433,41
128,280,363,12
129,387,327,32
130,371,334,60
131,218,449,47
132,274,311,28
133,250,324,59
134,295,255,36
135,346,197,32
136,397,432,44
137,438,376,62
138,487,387,84
139,207,146,17
140,179,181,17
141,370,370,30
142,272,287,21
143,285,368,27
144,279,372,26
145,311,166,29
146,503,392,78
147,369,335,35
148,421,339,20
149,268,205,20
150,289,238,21
151,397,283,20
152,321,223,29
153,473,345,46
154,486,326,32
155,341,259,11
156,271,233,25
157,328,255,27
158,345,175,11
159,308,436,18
160,296,395,17
161,374,463,21
162,372,525,48
163,323,429,25
164,306,272,15
165,281,288,26
166,355,253,47
167,279,198,17
168,462,401,56
169,330,184,28
170,214,300,25
171,276,262,13
172,269,231,7
173,229,275,27
174,468,407,32
175,308,288,25
176,298,252,32
177,265,362,112
178,414,301,28
179,296,209,18
180,377,214,28
181,313,179,26
182,179,207,23
183,391,446,38
184,140,418,24
185,402,475,25
186,344,213,20
187,342,457,32
188,219,376,24
189,246,211,24
190,323,370,23
191,503,398,56
192,330,412,36
193,380,399,48
194,280,237,13
195,341,360,21
196,283,338,21
197,322,251,26
198,440,331,30
199,330,304,21
200,324,284,22
201,176,104,14
202,297,269,39
203,573,298,38
204,330,289,39
205,362,296,13
206,331,206,17
207,378,291,20
208,400,323,37
209,253,287,14
210,265,197,19
211,327,330,28
212,567,346,42
213,246,333,18
214,294,220,22
Total,71962,62072,6603
