,AIADMK+,DMK,Others
0,ADMK,INC,"['Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others', 'Others']"
0,478,272,51
1,403,267,74
2,419,309,66
3,477,337,70
4,420,232,72
5,491,312,45
6,419,285,74
7,422,226,45
8,369,222,84
9,346,277,70
10,326,285,76
11,275,144,34
12,228,128,47
13,364,249,65
14,339,214,73
15,444,262,65
16,361,321,19
17,335,339,31
18,389,316,43
19,566,162,49
20,408,319,28
21,336,342,55
22,346,215,29
23,260,188,54
24,516,373,30
25,433,420,68
26,395,139,22
27,355,138,43
28,448,397,37
29,392,421,83
30,369,182,18
31,364,187,38
32,444,285,44
33,400,278,68
34,294,249,14
35,286,281,29
36,313,262,53
37,411,218,49
38,313,287,15
39,235,318,29
40,482,281,29
41,526,284,67
42,560,165,33
43,465,298,44
44,435,251,41
45,448,262,30
46,440,258,54
47,501,245,34
48,493,248,38
49,541,237,16
50,486,239,37
51,394,198,21
52,381,197,33
53,494,268,19
54,466,234,37
55,477,222,37
56,531,240,43
57,467,263,58
58,442,316,63
59,555,398,42
60,355,260,37
61,314,232,47
62,304,140,45
63,261,146,59
64,256,242,28
65,274,226,60
66,266,216,48
67,232,200,58
68,396,193,31
69,381,174,44
70,441,206,20
71,455,182,23
72,448,169,45
73,577,324,40
74,514,263,35
75,555,294,38
76,407,196,49
77,352,258,35
78,251,152,42
79,387,209,51
80,383,196,32
81,458,327,35
82,417,206,37
83,432,176,32
84,515,260,34
85,269,160,33
86,332,243,29
87,519,319,36
88,343,228,25
89,310,240,30
90,370,252,25
91,292,149,23
92,280,128,41
93,695,207,31
94,684,197,29
95,489,228,27
96,452,236,54
97,418,246,38
98,340,224,55
99,314,257,26
100,243,266,44
101,525,289,47
102,460,244,73
103,457,358,23
104,456,373,52
105,470,323,31
106,443,342,59
107,430,212,37
108,393,207,44
109,349,208,21
110,346,208,33
111,431,301,48
112,368,337,45
113,441,332,25
114,360,374,44
115,531,211,44
116,626,208,33
117,626,215,69
118,441,425,40
119,421,409,68
120,541,283,37
121,484,332,70
122,484,303,61
123,484,239,39
124,552,170,48
125,522,278,37
126,534,231,69
127,550,292,48
128,577,299,64
129,461,345,73
130,447,253,42
131,538,234,34
132,557,270,27
133,550,285,62
134,495,190,33
135,505,201,78
136,481,200,26
137,463,238,44
138,374,247,18
139,459,239,31
140,371,231,51
141,494,263,26
142,423,233,46
143,534,206,53
144,388,185,28
145,396,161,42
146,612,204,42
147,416,231,31
148,403,267,34
149,368,255,16
150,372,262,35
151,447,239,25
152,495,275,40
153,351,243,40
154,429,258,55
155,423,189,30
156,381,188,18
157,367,177,32
158,383,253,37
159,350,264,50
160,432,197,53
161,400,310,65
162,216,147,21
163,187,103,19
164,225,165,37
165,418,211,41
166,424,287,67
167,406,368,32
168,375,185,38
169,386,191,40
170,344,181,62
171,401,231,27
172,396,387,34
173,452,398,32
Total,72851,43439,7362
